matched_brand,matched_brand_key,matched_company_candidate,top9_group,ownership_resolution_status,needs_manual_review_from_matrix,product_name,barcode,current_normalized_brand,current_brand_entity_raw,current_brand_entity_source,current_resolved_company,query_category,primary_country,observed_market_region_codes,image_url,off_brands_raw,match_rule,review_decision_blank,review_note_blank
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,4771395192309,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/477/139/519/2309/front_fr.23.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,4771395192361,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/477/139/519/2361/front_fr.6.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,4841750000102,doza,doza,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/484/175/000/0102/front_fr.3.400.jpg,Doza,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,5011766777711,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/501/176/677/7711/front_fr.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,5053827184762,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,5600284393864,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/560/028/439/3864/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,5601227025316,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/560/122/702/5316/front_en.14.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,5900020004253,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/590/002/000/4253/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,5900049011638,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/590/004/901/1638/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,5900749880626,le prix gagnant,le prix gagnant,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/590/074/988/0626/front_fr.14.400.jpg,Le Prix Gagnant !,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,5903205740779,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/590/320/574/0779/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,6131256150622,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/613/125/615/0622/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,6221012030081,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/622/101/203/0081/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,6290050414450,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/629/005/041/4450/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,6410405345080,pirkka,pirkka,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/641/040/534/5080/front_de.4.400.jpg,Pirkka,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,70038595489,best choice,best choice,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/007/003/859/5489/front_en.27.400.jpg,Best Choice,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,70552801240,winco foods,winco foods,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/007/055/280/1240/front_en.3.400.jpg,Winco Foods,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,717544100423,sunny select,sunny select,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/071/754/410/0423/front_en.3.400.jpg,Sunny Select,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,71923761804,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/007/192/376/1804/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,720794011760,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/072/079/401/1760/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,74175004750,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,7451941508675,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/745/194/150/8675/front_fr.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,76528767,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/000/007/652/8767/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,7791019000213,3 arroyos,3 arroyos,first_off_brand_token_fallback,Other / not mapped to a company,cereals,Argentina,FRANCE,https://images.openfoodfacts.org/images/products/779/101/900/0213/front_es.4.400.jpg,3 Arroyos,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,8000113005109,molino nicoli,molino nicoli,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/800/011/300/5109/front_fr.4.400.jpg,Molino Nicoli,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,8002816806205,breakfast energy,breakfast energy,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/800/281/680/6205/front_fr.4.400.jpg,"Breakfast Energy, Lameri",product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,8002816806304,piu cereali bio,piu cereali bio,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/800/281/680/6304/front_fr.25.400.jpg,PIU CEREALI BIO,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,8002895077299,crai,crai,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/800/289/507/7299/front_it.9.400.jpg,Crai,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,8003100808325,selex,selex,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/800/310/080/8325/front_fr.4.400.jpg,Selex,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,8019010800762,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/801/901/080/0762/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,8029513119254,iper,iper,first_off_brand_token_fallback,Other / not mapped to a company,cereals,Italy,SOUTHERN_EUROPE|UK_IE,https://images.openfoodfacts.org/images/products/802/951/311/9254/front_en.3.400.jpg,Iper,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,8335912092822,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/833/591/209/2822/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,850008908927,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/085/000/890/8927/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,86854034996,laura lynn,laura lynn,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/008/685/403/4996/front_en.3.400.jpg,Laura Lynn,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,8718452145959,jumbo,jumbo,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE|BENELUX,https://images.openfoodfacts.org/images/products/871/845/214/5959/front_nl.4.400.jpg,Jumbo,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes,9315090201901,freedom foods,freedom foods,first_off_brand_token_fallback,Other / not mapped to a company,cereals,Australia,FRANCE,,Freedom Foods,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes (Pétales de maïs),3596710133161,pouce,pouce,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/359/671/013/3161/front_fr.45.400.jpg,"Pouce,Auchan",product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes Bio,3380380077852,idenat,idenat,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/338/038/007/7852/front_fr.4.400.jpg,Idénat,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes Bio,4015537425093,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes Green Morning,3700146201404,justebio,justebio,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/370/014/620/1404/front_fr.4.400.jpg,JusteBio,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes au sucre,3564700849545,marque repere,marque repere,existing_company_brand_mapping_token_match,Manual review,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/356/470/084/9545/front_fr.23.400.jpg,"Marque Repère, Brin de Jour",product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes bio,3258260000255,supplex,supplex,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/325/826/000/0255/front_fr.9.400.jpg,supplex,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes bio,3700181514248,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/370/018/151/4248/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes bio,8004263675106,pam and panorama,pam and panorama,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/800/426/367/5106/front_fr.14.400.jpg,Pam & Panorama,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes bio,8411058004964,bio para todos,bio para todos,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/841/105/800/4964/front_fr.10.400.jpg,Bio Para Todos,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes cereal,11225421419,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes cereal,193476000183,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/019/347/600/0183/front_en.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes cereal,38000001277,Kellogg's,kellogg's,existing_company_brand_mapping_token_match,Manual review,cereals,France,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/003/800/000/1277/front_en.3.400.jpg,Kellogg's,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes cereal,38000109683,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes cereal,42400006152,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/240/000/6152/front_en.5.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes cereal,42400225089,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,Spain,SOUTHERN_EUROPE|US_CANADA,https://images.openfoodfacts.org/images/products/004/240/022/5089/front_es.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes cereal,42400232988,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes cereal,70253298066,our family,our family,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/007/025/329/8066/front_en.10.400.jpg,Our Family,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes cereal,71923722850,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/007/192/372/2850/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes cereal,73296034271,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/007/329/603/4271/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes cereal,76924569367,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,"Corn flakes cereal, corn flakes",11225124099,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,"Corn flakes cereal, corn flakes",15400840835,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,"Corn flakes cereal, corn flakes",15400853934,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,"Corn flakes cereal, corn flakes",38000146725,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,"Corn flakes cereal, corn flakes",70038639985,always save,always save,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,"Always Save, Associated Wholesale Grocers Inc.",product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes choco,5900020026460,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/590/002/002/6460/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes crispy toasted cereal,30034924409,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes d'Helzio,3760285790832,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/376/028/579/0832/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes eroski,8480010090864,eroski,eroski,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/848/001/009/0864/front_es.18.400.jpg,Eroski,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes fiocchi di mais tostati,8003100929693,selex,selex,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/800/310/092/9693/front_fr.10.400.jpg,Selex,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes fristclass,7465309989716,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/746/530/998/9716/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes glacés bio,3380380054136,ma vie sans gluten,ma vie sans gluten,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/338/038/005/4136/front_fr.6.400.jpg,Ma vie sans gluten,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes gluten free,8000113008971,molino nicoli,molino nicoli,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/800/011/300/8971/front_fr.4.400.jpg,Molino Nicoli,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes infinity,6156000057774,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/615/600/005/7774/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes maïs,100115003184,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/010/011/500/3184/front_fr.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes natural,4820008124913,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/482/000/812/4913/front_fr.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes nature,290040004926,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/029/004/000/4926/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes nature,3421557111044,grillon dor,grillon dor,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/342/155/711/1044/front_fr.61.400.jpg,Grillon d'Or,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes sans sucres ajoutés,3421557910494,terres et cereales bio,terres et cereales bio,first_off_brand_token_fallback,Other / not mapped to a company,cereals,Belgium,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/342/155/791/0494/front_en.54.400.jpg,Terres et Céréales bio,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes sucrés,3564700010730,marque repere,marque repere,existing_company_brand_mapping_token_match,Manual review,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/356/470/001/0730/front_fr.22.400.jpg,"Marque Repère, Brin de Jour",product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes sucrés,3564706614802,ptit deli,ptit deli,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/356/470/661/4802/front_fr.44.400.jpg,P'tit Déli,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes sucrés,3700181513166,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/370/018/151/3166/front_fr.10.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes toasted corn cereal,41512158360,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/151/215/8360/front_en.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn flakes toasted corn cereal,688267070495,foodhold,foodhold,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/068/826/707/0495/front_en.13.400.jpg,"Foodhold,Foodhold U.S.A Llc",product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,"Corn flakes toasted flakes of corn cereal, corn flakes",36800110175,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,"Corn flakes toasted flakes of corn cereal, corn flakes",36800111103,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn-flakes,2607967001446,yoonuts,yoonuts,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,,Yoonuts,product_name_starts_exactly_with_top9_portfolio_brand,,
Corn Flakes,corn flakes,Nestlé,Nestlé,direct,no,Corn-flakes nature,3760092220676,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/376/009/222/0676/front_fr.9.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Cornetto,cornetto,Unilever,Unilever,direct,no,Cornetto,8050705430086,maestro massimo,maestro massimo,first_off_brand_token_fallback,Other / not mapped to a company,snacks,France,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/805/070/543/0086/front_fr.3.400.jpg,Maestro Massimo,product_name_starts_exactly_with_top9_portfolio_brand,,
Cornetto,cornetto,Unilever,Unilever,direct,no,Cornetto Cilliegia,8002540014563,paluani,paluani,first_off_brand_token_fallback,Other / not mapped to a company,snacks,France,FRANCE,,Paluani,product_name_starts_exactly_with_top9_portfolio_brand,,
Cornetto,cornetto,Unilever,Unilever,direct,no,Cornetto chocolate,8050705434459,maestro massimo,maestro massimo,first_off_brand_token_fallback,Other / not mapped to a company,snacks,Italy,SOUTHERN_EUROPE|US_CANADA,https://images.openfoodfacts.org/images/products/805/070/543/4459/front_en.3.400.jpg,Maestro Massimo,product_name_starts_exactly_with_top9_portfolio_brand,,
Cornetto,cornetto,Unilever,Unilever,direct,no,Cornetto classico,8002590046545,misura,misura,first_off_brand_token_fallback,Other / not mapped to a company,snacks,France,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/800/259/004/6545/front_fr.13.400.jpg,Misura,product_name_starts_exactly_with_top9_portfolio_brand,,
