matched_brand,matched_brand_key,matched_company_candidate,top9_group,ownership_resolution_status,needs_manual_review_from_matrix,product_name,barcode,current_normalized_brand,current_brand_entity_raw,current_brand_entity_source,current_resolved_company,query_category,primary_country,observed_market_region_codes,image_url,off_brands_raw,match_rule,review_decision_blank,review_note_blank
7UP,7up,PepsiCo,PepsiCo,market_scoped,yes,7UP,5949000505267,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/594/900/050/5267/front_ro.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,7UP,78000026597,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,7UP lemon lime flavored soda,78000012804,st regis,st regis,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,St Regis,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,PepsiCo,PepsiCo,market_scoped,yes,7UP saveur citron & citron vert 33 cl,3168930159773,seven up,seven up,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/316/893/015/9773/front_fr.32.400.jpg,seven up,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,PepsiCo,PepsiCo,market_scoped,yes,"7UP saveur mojito citron vert & menthe 1,5 L",3502110006271,pepsico,pepsico,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/350/211/000/6271/front_fr.105.400.jpg,PepsiCo,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,PepsiCo,PepsiCo,market_scoped,yes,7up,3502110005694,pepsico,pepsico,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/350/211/000/5694/front_fr.15.400.jpg,Pepsico,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,PepsiCo,PepsiCo,market_scoped,yes,7up,4060800303455,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/406/080/030/3455/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,PepsiCo,PepsiCo,market_scoped,yes,7up,6111252420226,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/611/125/242/0226/front_fr.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,7up,65400000968,7UP,7UP,existing_company_brand_mapping_token_match,Manual review,beverages,Canada,US_CANADA|FRANCE,https://images.openfoodfacts.org/images/products/006/540/000/0968/front_en.19.400.jpg,7up,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,PepsiCo,PepsiCo,market_scoped,yes,7up,8717700001009,seven up,seven up,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE|DACH|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/871/770/000/1009/front_it.11.400.jpg,Seven up,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,PepsiCo,PepsiCo,market_scoped,yes,7up,894110313497,pepsico,pepsico,first_off_brand_token_fallback,Other / not mapped to a company,beverages,Bangladesh,FRANCE,https://images.openfoodfacts.org/images/products/089/411/031/3497/front_en.5.400.jpg,pepsico,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,PepsiCo,PepsiCo,market_scoped,yes,7up Free,87170856,pepsico,pepsico,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE|UK_IE,https://images.openfoodfacts.org/images/products/000/008/717/0856/front_en.15.400.jpg,PepsiCo,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,7up Zero Sugar,7818901,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/000/000/781/8901/front_en.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,PepsiCo,PepsiCo,market_scoped,yes,7up free mojito,8719128117829,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/871/912/811/7829/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,"7up, caffeine free diet soda",78000000764,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,"7up, caffeine free diet soda, diet cherry",78000013634,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,"7up, caffeine free naturally flavored soda",78000010404,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,"7up, caffeine free naturally flavored soda",78000024074,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,"7up, caffeine free soda",78000000351,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,"7up, flavored soda, tropical",78000025552,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,"7up, flavored soft drink, cherry",4060800166555,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,"7up, free, flavoured soft drink with sweeteners, lemon and lime",87170726,7UP,7UP,existing_company_brand_mapping_token_match,Manual review,beverages,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,https://images.openfoodfacts.org/images/products/000/008/717/0726/front_en.8.400.jpg,7up,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,"7up, free, soft drink, mojito",4060800171092,7UP,7UP,existing_company_brand_mapping_token_match,Manual review,beverages,France,FRANCE|US_CANADA,,"7up, Seven Up",product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,"7up, soda, pomegranate",78000012156,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
7UP,7up,Keurig Dr Pepper,PepsiCo,market_scoped,yes,"7up, soda, stevia leaf extract & real sugar",7809903,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Acqua Panna,acqua panna,Nestlé,Nestlé,direct,no,Acqua PANNA Toscana,8000815975250,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/800/081/597/5250/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Acqua Panna,acqua panna,Nestlé,Nestlé,direct,no,Acqua Panna,41508600057,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/150/860/0057/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Acqua Panna,acqua panna,Nestlé,Nestlé,direct,no,Acqua Panna,8000815003526,san pellgrino,san pellgrino,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/800/081/500/3526/front_fr.3.400.jpg,san pellgrino,product_name_starts_exactly_with_top9_portfolio_brand,,
Acqua Panna,acqua panna,Nestlé,Nestlé,direct,no,Acqua Panna,8000815003809,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE|DACH,https://images.openfoodfacts.org/images/products/800/081/500/3809/front_fr.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Acqua Panna,acqua panna,Nestlé,Nestlé,direct,no,Acqua Panna,80389583,moro,moro,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/000/008/038/9583/front_fr.6.400.jpg,Moro,product_name_starts_exactly_with_top9_portfolio_brand,,
Acqua Panna,acqua panna,Nestlé,Nestlé,direct,no,Acqua Panna Natural Mineral Water Bottle (500 ML),8000815004776,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/800/081/500/4776/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Acqua Panna,acqua panna,Nestlé,Nestlé,direct,no,"Acqua Panna, Natural Spring Water",41508922487,sanpellegrino usa inc,sanpellegrino usa inc,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,Sanpellegrino Usa Inc.,product_name_starts_exactly_with_top9_portfolio_brand,,
Actimel,actimel,Danone,Danone,direct,no,Actimel,205853018145,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/020/585/301/8145/front_fr.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Actimel,actimel,Danone,Danone,direct,no,Actimel système immunitaire,3701109400353,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/370/110/940/0353/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Activia,activia,Danone,Danone,direct,no,Activia,144432002208,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/014/443/200/2208/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Activia,activia,Danone,Danone,direct,no,Activia Nature,6194003801895,delice,delice,first_off_brand_token_fallback,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/619/400/380/1895/front_fr.22.400.jpg,Délice,product_name_starts_exactly_with_top9_portfolio_brand,,
Activia,activia,Danone,Danone,direct,no,Activia Noix Pavot,5410146416484,produits blancs,produits blancs,first_off_brand_token_fallback,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/541/014/641/6484/front_fr.9.400.jpg,Produits blancs,product_name_starts_exactly_with_top9_portfolio_brand,,
Activia,activia,Danone,Danone,direct,no,Activia Probiotic Smoothie Strawberry,36632029782,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,dairies,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/663/202/9782/front_en.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Activia,activia,Danone,Danone,direct,no,Activia bifidus saveur vanille sans arome artificiel 125 g x 4,3033491351082,danone activia,danone activia,first_off_brand_token_fallback,Other / not mapped to a company,dairies,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/303/349/135/1082/front_fr.117.400.jpg,DANONE ACTIVIA,product_name_starts_exactly_with_top9_portfolio_brand,,
Activia,activia,Danone,Danone,direct,no,Activia fibre kiwi cereales,8001630005610,danone activia,danone activia,first_off_brand_token_fallback,Other / not mapped to a company,dairies,France,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/800/163/000/5610/front_es.13.400.jpg,Danone Activia,product_name_starts_exactly_with_top9_portfolio_brand,,
Activia,activia,Danone,Danone,direct,no,Activia low fat,6281022118087,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/628/102/211/8087/front_fr.16.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Activia,activia,Danone,Danone,direct,no,Activia low fat plain,6281022118926,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/628/102/211/8926/front_fr.16.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Activia,activia,Danone,Danone,direct,no,Activia yogurt,15645682306,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,dairies,United States,US_CANADA,https://images.openfoodfacts.org/images/products/001/564/568/2306/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Aero,aero,Nestlé,Nestlé,direct,no,Aero Chocolate Mini Eggs,7613037596489,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/761/303/759/6489/front_en.11.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Aero,aero,Nestlé,Nestlé,direct,no,Aero Golden Honeycomb Mocha,8445290745323,nescafe gold,nescafe gold,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/844/529/074/5323/front_en.3.400.jpg,Nescafé Gold,product_name_starts_exactly_with_top9_portfolio_brand,,
Alpro,alpro,Danone,Danone,direct,no,"Alpro Sojadrink, Barista 1L",5411188115434,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,Finland,NORDICS|FRANCE|DACH|UK_IE,https://images.openfoodfacts.org/images/products/541/118/811/5434/front_de.82.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,BLEDINA BLEDIDEJ Saveur Pain au Chocolat 4x250ml Dès 9 Mois,3041090602061,Blédina,bledina,existing_company_brand_mapping_token_match,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/304/109/060/2061/front_fr.13.400.jpg,"Bledidej,Blédina",product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,BLEDINA BLEDINER BRIQUES Carottes petits pois 2X250 ML Dès 12 mois,3041090013812,Blédina,bledina,existing_company_brand_mapping_token_match,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/304/109/001/3812/front_fr.5.400.jpg,"BLEDINA, Blédiner",product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,BLEDINA BLEDINER BRIQUES Epinards 2x250ml Dès 6 mois,3041090013836,Blédina,bledina,existing_company_brand_mapping_token_match,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/304/109/001/3836/front_fr.14.400.jpg,"BLEDINA, Blédiner",product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,BLEDINA LES MINI LACTES 6x55g Banane dès 6 mois,3041091222022,Blédina,bledina,existing_company_brand_mapping_token_match,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/304/109/122/2022/front_fr.4.400.jpg,"Bledina, Les mini lactes",product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,BLEDINA LES MINI LACTES 6x55g Nature sans sucre dès 6 mois,3041091221988,Blédina,bledina,existing_company_brand_mapping_token_match,Other / not mapped to a company,dairies,France,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/304/109/122/1988/front_fr.24.400.jpg,"Bledina, Les mini lactes",product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,BLEDINA LES RECOLTES BIO Muesli Nature 180g Dès 6 Mois,3041091568786,Blédina,bledina,existing_company_brand_mapping_token_match,Other / not mapped to a company,cereals,France,FRANCE,https://images.openfoodfacts.org/images/products/304/109/156/8786/front_en.4.400.jpg,"Blédina, Les recoltes bio",product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,BLEDINA Les recoltes Bio Mon 1er Biscuit Vanille 150 g dès 12 mois,3041091346667,Blédina,bledina,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/304/109/134/6667/front_fr.28.400.jpg,"Blédina, Les recoltes bio",product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,BLEDINA Mon Premier Petit Beurre 133g dès 12 mois,3041091200600,Blédina,Blédina,top9_portfolio_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/304/109/120/0600/front_en.33.400.jpg,"Autres secs, Blédina, Danone",product_name_starts_exactly_with_top9_portfolio_brand,,
Buxton,buxton,Nestlé,Nestlé,direct,no,BUXTON SPARKLING WATER,7613287034489,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/761/328/703/4489/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Baci Perugina,baci perugina,Nestlé,Nestlé,direct,no,"Baci, perugina, dark chocolate with whole and chopped hazelnut",20182108486,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Baci Perugina,baci perugina,Nestlé,Nestlé,direct,no,"Baci, perugina, dark chocolate with whole and chopped hazelnuts",839456002869,baci,baci,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,,Baci,product_name_starts_exactly_with_top9_portfolio_brand,,
Baci Perugina,baci perugina,Nestlé,Nestlé,direct,no,"Baci, perugina, premium hazelnut candy, milk chocolate",839456003248,baci,baci,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,,Baci,product_name_starts_exactly_with_top9_portfolio_brand,,
Badoit,badoit,Danone,Danone,direct,no,Badoit bulles de fruits,9683608993090,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/968/360/899/3090/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Badoit,badoit,Danone,Danone,direct,no,Badoit rouge,3068320770703,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Bakers,bakers,Nestlé,Nestlé,direct,no,Bakers best baked soft pretzels,26129062507,bakers best,bakers best,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/002/612/906/2507/front_en.18.400.jpg,Bakers Best,product_name_starts_exactly_with_top9_portfolio_brand,,
Ben & Jerry's,ben and jerry s,Unilever,Unilever,direct,no,Ben & Jerry's Glace Pot Topped Chocolate Caramel Cookie Dough 470ml,8714100387115,Ben & Jerry's,Ben & Jerry's,top9_portfolio_token_match,Other / not mapped to a company,dairies,Austria,DACH|BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/871/410/038/7115/front_fr.51.400.jpg,"Ben & Jerry's, Unilever",product_name_starts_exactly_with_top9_portfolio_brand,,
Ben & Jerry's,ben and jerry s,Unilever,Unilever,direct,no,Ben & Jerry's Glace Wich Sandwich On The Dough 267ml,8714100661192,Ben & Jerry's,Ben & Jerry's,top9_portfolio_token_match,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/871/410/066/1192/front_fr.20.400.jpg,"Ben & Jerry's, Unilever",product_name_starts_exactly_with_top9_portfolio_brand,,
Ben & Jerry's,ben and jerry s,Unilever,Unilever,direct,no,Ben & Jerry's Moophoria Glace Pot Chocolat Cookie 500ml,8711200316625,Ben & Jerry's,Ben & Jerry's,top9_portfolio_token_match,Other / not mapped to a company,dairies,Belgium,BENELUX|FRANCE|DACH,https://images.openfoodfacts.org/images/products/871/120/031/6625/front_fr.15.400.jpg,"Ben & Jerry's, Unilever",product_name_starts_exactly_with_top9_portfolio_brand,,
Ben & Jerry's,ben and jerry s,Unilever,Unilever,direct,no,"Ben & jerry's, froyo, low fat frozen yogurt, chocolate fudge brownie",76840100569,Ben & Jerry's,Ben & Jerry's,top9_portfolio_token_match,Other / not mapped to a company,dairies,United States,US_CANADA,,"Ben & Jerry's, Unilever",product_name_starts_exactly_with_top9_portfolio_brand,,
Ben & Jerry's,ben and jerry s,Unilever,Unilever,direct,no,"Ben & jerry's, greek, frozen yogurt, blueberry vanilla graham",76840224012,Ben & Jerry's,Ben & Jerry's,top9_portfolio_token_match,Other / not mapped to a company,dairies,United States,US_CANADA,,"Ben & Jerry's, Unilever",product_name_starts_exactly_with_top9_portfolio_brand,,
Ben & Jerry's,ben and jerry s,Unilever,Unilever,direct,no,"Ben & jerry's, greek, frozen yogurt, raspberry fudge chunk",76840220250,Ben & Jerry's,Ben & Jerry's,top9_portfolio_token_match,Other / not mapped to a company,dairies,United States,US_CANADA,,"Ben & Jerry's, Unilever",product_name_starts_exactly_with_top9_portfolio_brand,,
Ben & Jerry's,ben and jerry s,Unilever,Unilever,direct,no,"Ben & jerry's, greek, frozen yogurt, strawberry shortcake",76840220243,Ben & Jerry's,Ben & Jerry's,top9_portfolio_token_match,Other / not mapped to a company,dairies,United States,US_CANADA,,"Ben & Jerry's, Unilever",product_name_starts_exactly_with_top9_portfolio_brand,,
Beyond,beyond,Nestlé,Nestlé,direct,no,Beyond Bacon Sprouted Protein Snack,851166007026,crunchsters,crunchsters,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,,Crunchsters,product_name_starts_exactly_with_top9_portfolio_brand,,
Beyond,beyond,Nestlé,Nestlé,direct,no,Beyond Churros Original Cinnamon Flavored,850008225123,the daily crave,the daily crave,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/085/000/822/5123/front_en.11.400.jpg,The Daily Crave,product_name_starts_exactly_with_top9_portfolio_brand,,
Beyond,beyond,Nestlé,Nestlé,direct,no,"Beyond Good!, Potato Chips, Cheddar",614156062128,uncle rays,uncle rays,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,,"Uncle Ray's, Uncle Rays Llc",product_name_starts_exactly_with_top9_portfolio_brand,,
Beyond,beyond,Nestlé,Nestlé,direct,no,"Beyond Good!, Uncle Ray's, Potato Chips, Sour Cream & Onion",614156061534,uncle rays llc,uncle rays llc,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,,Uncle Rays Llc,product_name_starts_exactly_with_top9_portfolio_brand,,
Beyond,beyond,Nestlé,Nestlé,direct,no,Beyond Jerky Original,840257200019,beyond meat,beyond meat,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/084/025/720/0019/front_en.3.400.jpg,Beyond Meat,product_name_starts_exactly_with_top9_portfolio_brand,,
Beyond,beyond,Nestlé,Nestlé,direct,no,Beyond Raw Lit,48107188382,beyond raw,beyond raw,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/810/718/8382/front_en.3.400.jpg,Beyond Raw,product_name_starts_exactly_with_top9_portfolio_brand,,
Beyond,beyond,Nestlé,Nestlé,direct,no,Beyond bacon sprouted protein snack,851166007057,crunchsters,crunchsters,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,,Crunchsters,product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,Bledina mon premier boudoir,3041090010866,Blédina,Blédina,top9_portfolio_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/304/109/001/0866/front_fr.52.400.jpg,"Autres secs, Blédina, Blédiscuit, Danone",product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,Blédina Blédilait Ar 2,3041091006585,Blédina,bledina,existing_company_brand_mapping_token_match,Other / not mapped to a company,beverages,France,FRANCE,,Bledina,product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,Blédina Gourdes lactées 4x85g Exotiques/Fruits rouges 10 mois,3041091210753,Blédina,bledina,existing_company_brand_mapping_token_match,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/304/109/121/0753/front_fr.4.400.jpg,"BLEDINA, Offre Sucree",product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,Blédina Les Brassés Mandarine de Sicile 6x95g Dès 8 mois,3041091306326,Blédina,bledina,existing_company_brand_mapping_token_match,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/304/109/130/6326/front_fr.17.400.jpg,"Bledina, Offre sucree",product_name_starts_exactly_with_top9_portfolio_brand,,
Blédina,bledina,Danone,Danone,direct,no,Blédina Mini lactés 6x55g Abricot dès 6 mois,3041091221926,Blédina,bledina,existing_company_brand_mapping_token_match,Other / not mapped to a company,dairies,France,FRANCE,https://images.openfoodfacts.org/images/products/304/109/122/1926/front_fr.4.400.jpg,"Bledina, Les mini lactes",product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost,41679674666,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/167/967/4666/front_en.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost,41679933664,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/167/993/3664/front_en.4.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost,5000208041442,tetley,tetley,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United Kingdom,UK_IE,https://images.openfoodfacts.org/images/products/500/020/804/1442/front_en.6.400.jpg,Tetley,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost,521040016610,kusmi tea,kusmi tea,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,https://images.openfoodfacts.org/images/products/052/104/001/6610/front_fr.4.400.jpg,kusmi tea,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost,9120077855219,waterdrop,waterdrop,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE|DACH,https://images.openfoodfacts.org/images/products/912/007/785/5219/front_fr.18.400.jpg,Waterdrop,product_name_starts_exactly_with_top9_portfolio_brand,,
Boost,boost,Nestlé,Nestlé,direct,no,Boost Berry Rooibos Tea + Ginseng,5034033000381,vit hit,vit hit,first_off_brand_token_fallback,Other / not mapped to a company,beverages,Belgium,BENELUX|FRANCE|UK_IE,https://images.openfoodfacts.org/images/products/503/403/300/0381/front_en.43.400.jpg,Vit Hit,product_name_starts_exactly_with_top9_portfolio_brand,,
