merge_action,normalized_brand,parent_company,ownership_resolution_status,category_scope,region_codes_include,review_product_count,review_decision,candidate_action
appended_new,président,Lactalis,direct,dairies,FRANCE|US_CANADA,1,map to Lactalis,append_candidate
appended_new,président,Lactalis,direct,dairies,FRANCE|NORDICS,1,map to Lactalis,append_candidate
appended_new,président,Lactalis,direct,dairies,FRANCE|DACH|UK_IE,1,map to Lactalis,append_candidate
appended_new,président,Lactalis,direct,dairies,DACH|BENELUX|FRANCE,1,map to Lactalis,append_candidate
appended_new,président,Lactalis,direct,dairies,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,1,map to Lactalis,append_candidate
appended_new,président,Lactalis,direct,dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,1,map to Lactalis,append_candidate
appended_new,président,Lactalis,direct,dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,1,map to Lactalis,append_candidate
appended_new,produit carrefour,Carrefour,direct,beverages,BENELUX|FRANCE,1,map to Carrefour,append_candidate
appended_new,perugina,Nestlé,direct,snacks,US_CANADA,1,map to Nestlé,append_candidate
appended_new,perugina,Nestlé,direct,snacks,UK_IE,1,map to Nestlé,append_candidate
