merge_action,normalized_brand,parent_company,ownership_resolution_status,category_scope,region_codes_include,review_product_count,review_decision,candidate_action
appended_new,perugina,Nestlé,direct,snacks,FRANCE|SOUTHERN_EUROPE,1,map to Nestlé,append_candidate
appended_new,perugina,Nestlé,direct,dairies,FRANCE|SOUTHERN_EUROPE,1,map to Nestlé,append_candidate
appended_new,Dr Pepper,The Coca-Cola Company,market_scoped,beverages,NORDICS|FRANCE,1,approve proposed,append_candidate
appended_new,Dr Pepper,Keurig Dr Pepper,market_scoped,snacks,US_CANADA,1,approve proposed,append_candidate
appended_new,Doritos,PepsiCo,direct,snacks,FRANCE|NORDICS,1,map to PepsiCo,append_candidate
appended_new,Fanta,The Coca-Cola Company,direct,beverages,DACH|SOUTHERN_EUROPE|UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,Doritos,PepsiCo,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|US_CANADA,1,map to PepsiCo,append_candidate
appended_new,Doritos,PepsiCo,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,1,map to PepsiCo,append_candidate
appended_new,Doritos,PepsiCo,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,1,map to PepsiCo,append_candidate
appended_new,Doritos,PepsiCo,direct,snacks,BENELUX|FRANCE|NORDICS,1,map to PepsiCo,append_candidate
appended_new,Doritos,PepsiCo,direct,snacks,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,1,map to PepsiCo,append_candidate
appended_new,Doritos,PepsiCo,direct,dairies,UK_IE,1,map to PepsiCo,append_candidate
appended_new,Doritos,PepsiCo,direct,dairies,FRANCE,1,map to PepsiCo,append_candidate
appended_new,Diet Coke,The Coca-Cola Company,direct,beverages,UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,Danette,Danone,direct,dairies,FRANCE|UK_IE,1,map to Danone,append_candidate
appended_new,Danette,Danone,direct,dairies,FRANCE|BENELUX,1,map to Danone,append_candidate
appended_new,quaker,PepsiCo,direct,beverages,US_CANADA,1,map to PepsiCo,append_candidate
appended_new,président,Lactalis,direct,dairies,US_CANADA|FRANCE|DACH,1,map to Lactalis,append_candidate
appended_new,président,Lactalis,direct,dairies,NORDICS|UK_IE,1,map to Lactalis,append_candidate
appended_new,président,Lactalis,direct,dairies,NORDICS|FRANCE|UK_IE,1,map to Lactalis,append_candidate
appended_new,président,Lactalis,direct,dairies,NORDICS|FRANCE|SOUTHERN_EUROPE,1,map to Lactalis,append_candidate
appended_new,président,Lactalis,direct,dairies,NORDICS|FRANCE|BENELUX|SOUTHERN_EUROPE,1,map to Lactalis,append_candidate
appended_new,Coca-Cola Light,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola Light,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,snacks,US_CANADA,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,dairies,FRANCE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,US_CANADA|UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,UK_IE|US_CANADA,1,map to The Coca-Cola Company,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,DACH|US_CANADA,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,DACH|UK_IE,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,DACH|FRANCE|UK_IE,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,DACH|FRANCE,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,BENELUX|FRANCE|DACH,1,map to PepsiCo,append_candidate
appended_new,Doritos,PepsiCo,direct,snacks,DACH|US_CANADA,1,map to PepsiCo,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|NORDICS|UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,quaker,PepsiCo,direct,snacks,BENELUX|FRANCE|DACH,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,dairies,US_CANADA,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,US_CANADA|UK_IE,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,FRANCE|UK_IE|US_CANADA,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,FRANCE|SOUTHERN_EUROPE|US_CANADA,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,cereals,FRANCE|SOUTHERN_EUROPE|DACH,1,map to PepsiCo,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,SOUTHERN_EUROPE|US_CANADA,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,NORDICS|UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,NORDICS|FRANCE|DACH|UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,1,map to The Coca-Cola Company,append_candidate
appended_new,Danette,Danone,direct,dairies,BENELUX|FRANCE|DACH,1,map to Danone,append_candidate
appended_new,Coca-Cola Light,The Coca-Cola Company,direct,beverages,FRANCE|NORDICS,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola Light,The Coca-Cola Company,direct,beverages,DACH|BENELUX|FRANCE,1,map to The Coca-Cola Company,append_candidate
appended_new,Chocapic,Nestlé,direct,snacks,FRANCE|SOUTHERN_EUROPE,1,map to Nestlé,append_candidate
appended_new,sainsburys,Sainsbury's,direct,cereals,FRANCE|SOUTHERN_EUROPE|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys,Sainsbury's,direct,cereals,FRANCE|DACH|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys,Sainsbury's,direct,beverages,US_CANADA,1,map to Sainsbury's,append_candidate
appended_new,sainsburys,Sainsbury's,direct,beverages,DACH|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys,Sainsbury's,direct,beverages,BENELUX|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsbury s,Sainsbury's,direct,dairies,UK_IE,1,map to Sainsbury's,append_candidate
appended_new,quaker,PepsiCo,direct,snacks,UK_IE|US_CANADA,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,snacks,UK_IE,1,map to PepsiCo,append_candidate
appended_new,quaker,PepsiCo,direct,snacks,SOUTHERN_EUROPE|US_CANADA,1,map to PepsiCo,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,FRANCE|DACH|BENELUX,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,FRANCE|BENELUX,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,DACH|FRANCE|SOUTHERN_EUROPE|UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,DACH|BENELUX|US_CANADA|FRANCE|SOUTHERN_EUROPE|UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,DACH|BENELUX|FRANCE,1,map to The Coca-Cola Company,append_candidate
appended_new,Cheerios,Cereal Partners Worldwide,market_scoped,cereals,FRANCE|DACH,1,approve proposed,append_candidate
appended_new,Cheerios,Cereal Partners Worldwide,market_scoped,cereals,DACH|FRANCE|UK_IE,1,approve proposed,append_candidate
appended_new,Carrefour Sélection,Carrefour,direct,snacks,BENELUX|FRANCE,1,map to Carrefour,append_candidate
appended_new,Carrefour Sélection,Carrefour,direct,dairies,BENELUX|FRANCE,1,map to Carrefour,append_candidate
appended_new,sainsburys,Sainsbury's,direct,snacks,FRANCE|NORDICS,1,map to Sainsbury's,append_candidate
appended_new,sainsburys,Sainsbury's,direct,dairies,SOUTHERN_EUROPE|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys,Sainsbury's,direct,cereals,US_CANADA,1,map to Sainsbury's,append_candidate
appended_new,sainsburys,Sainsbury's,direct,cereals,SOUTHERN_EUROPE|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|NORDICS,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE|US_CANADA,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,1,map to The Coca-Cola Company,append_candidate
appended_new,Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|NORDICS,1,map to The Coca-Cola Company,append_candidate
appended_new,Chocapic,Nestlé,direct,snacks,FRANCE|SOUTHERN_EUROPE|DACH,1,map to Nestlé,append_candidate
appended_new,Carrefour Extra,Carrefour,direct,snacks,FRANCE|SOUTHERN_EUROPE|BENELUX,1,map to Carrefour,append_candidate
appended_new,sainsburys so organic,Sainsbury's,direct,beverages,UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys house,Sainsbury's,direct,beverages,UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys freefrom,Sainsbury's,direct,cereals,UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys free from,Sainsbury's,direct,snacks,UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys free from,Sainsbury's,direct,cereals,FRANCE|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys be good to yourself,Sainsbury's,direct,dairies,UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys basics,Sainsbury's,direct,beverages,UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys basic,Sainsbury's,direct,dairies,FRANCE|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys,Sainsbury's,direct,snacks,US_CANADA,1,map to Sainsbury's,append_candidate
appended_new,Carrefour Sélection,Carrefour,direct,beverages,FRANCE|UK_IE,1,map to Carrefour,append_candidate
appended_new,Carrefour Sensation VÉGÉtal,Carrefour,direct,beverages,FRANCE|SOUTHERN_EUROPE,1,map to Carrefour,append_candidate
appended_new,Carrefour Sensation,Carrefour,direct,dairies,US_CANADA,1,map to Carrefour,append_candidate
appended_new,Carrefour Sensation,Carrefour,direct,cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,1,map to Carrefour,append_candidate
appended_new,Carrefour Original,Carrefour,direct,snacks,FRANCE|SOUTHERN_EUROPE,1,map to Carrefour,append_candidate
appended_new,Carrefour Original,Carrefour,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,1,map to Carrefour,append_candidate
appended_new,Carrefour Classic,Carrefour,direct,snacks,BENELUX|FRANCE,1,map to Carrefour,append_candidate
appended_new,sainsburys taste the difference,Sainsbury's,direct,snacks,US_CANADA,1,map to Sainsbury's,append_candidate
appended_new,sainsburys taste the difference,Sainsbury's,direct,snacks,FRANCE|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys taste the difference,Sainsbury's,direct,snacks,FRANCE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys taste the difference,Sainsbury's,direct,dairies,UK_IE|US_CANADA,1,map to Sainsbury's,append_candidate
appended_new,sainsburys taste the difference,Sainsbury's,direct,dairies,FRANCE|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys taste the difference,Sainsbury's,direct,dairies,FRANCE|DACH|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys taste the difference,Sainsbury's,direct,cereals,UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys taste the difference,Sainsbury's,direct,beverages,US_CANADA,1,map to Sainsbury's,append_candidate
appended_new,sainsburys standard street co,Sainsbury's,direct,dairies,FRANCE|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys so organic,Sainsbury's,direct,cereals,UK_IE,1,map to Sainsbury's,append_candidate
appended_new,sainsburys so organic,Sainsbury's,direct,cereals,FRANCE|UK_IE,1,map to Sainsbury's,append_candidate
appended_new,Carrefour Original,Carrefour,direct,beverages,FRANCE,1,map to Carrefour,append_candidate
appended_new,Carrefour Kids,Carrefour,direct,snacks,BENELUX|FRANCE,1,map to Carrefour,append_candidate
appended_new,Carrefour Kids,Carrefour,direct,cereals,FRANCE|SOUTHERN_EUROPE,1,map to Carrefour,append_candidate
appended_new,Carrefour Kids,Carrefour,direct,beverages,BENELUX|FRANCE,1,map to Carrefour,append_candidate
appended_new,Carrefour Classic,Carrefour,direct,beverages,BENELUX|FRANCE,1,map to Carrefour,append_candidate
appended_new,Carrefour Bio,Carrefour,direct,snacks,UK_IE,1,map to Carrefour,append_candidate
appended_new,Carrefour Bio,Carrefour,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,1,map to Carrefour,append_candidate
appended_new,Carrefour Bio,Carrefour,direct,dairies,FRANCE|DACH,1,map to Carrefour,append_candidate
appended_new,Carrefour Bio,Carrefour,direct,cereals,FRANCE|SOUTHERN_EUROPE|DACH,1,map to Carrefour,append_candidate
appended_new,tesco,Tesco,direct,beverages,DACH|UK_IE,1,map to Tesco,append_candidate
appended_new,tesco,Tesco,direct,beverages,DACH|SOUTHERN_EUROPE|UK_IE,1,map to Tesco,append_candidate
appended_new,tartare,Savencia,direct,dairies,UK_IE,1,map to Savencia,append_candidate
appended_new,tartare,Savencia,direct,dairies,NORDICS|FRANCE,1,map to Savencia,append_candidate
appended_new,tartare,Savencia,direct,dairies,FRANCE|SOUTHERN_EUROPE,1,map to Savencia,append_candidate
appended_new,tartare,Savencia,direct,dairies,BENELUX|FRANCE|DACH,1,map to Savencia,append_candidate
appended_new,st môret,Savencia,direct,dairies,FRANCE|BENELUX|DACH,1,map to Savencia,append_candidate
appended_new,selection carrefour,Carrefour,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,1,map to Carrefour,append_candidate
appended_new,selection carrefour,Carrefour,direct,dairies,FRANCE,1,map to Carrefour,append_candidate
appended_new,Carrefour Extra,Carrefour,direct,snacks,BENELUX|FRANCE,1,map to Carrefour,append_candidate
appended_new,Carrefour Extra,Carrefour,direct,dairies,BENELUX|US_CANADA|FRANCE|DACH,1,map to Carrefour,append_candidate
appended_new,Capri Sun,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,beverages,BENELUX|FRANCE|NORDICS|SOUTHERN_EUROPE,1,approve proposed,append_candidate
appended_new,Capri Sun,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,beverages,BENELUX|FRANCE|NORDICS,1,approve proposed,append_candidate
appended_new,Cadbury,The Hershey Company,market_scoped,dairies,US_CANADA,1,approve proposed,append_candidate
appended_new,tesco,Tesco,direct,dairies,DACH|UK_IE,1,map to Tesco,append_candidate
appended_new,tesco,Tesco,direct,cereals,US_CANADA,1,map to Tesco,append_candidate
appended_new,tesco,Tesco,direct,beverages,UK_IE|US_CANADA,1,map to Tesco,append_candidate
appended_new,tesco,Tesco,direct,beverages,SOUTHERN_EUROPE|UK_IE,1,map to Tesco,append_candidate
appended_new,tesco,Tesco,direct,beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,1,map to Tesco,append_candidate
appended_new,tesco,Tesco,direct,beverages,FRANCE|DACH|UK_IE,1,map to Tesco,append_candidate
appended_new,Carrefour Bio,Carrefour,direct,beverages,US_CANADA,1,map to Carrefour,append_candidate
appended_new,Carrefour Bio,Carrefour,direct,beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,1,map to Carrefour,append_candidate
appended_new,Carrefour Bio,Carrefour,direct,beverages,FRANCE|DACH,1,map to Carrefour,append_candidate
appended_new,Carrefour Bio,Carrefour,direct,beverages,DACH|BENELUX|FRANCE,1,map to Carrefour,append_candidate
appended_new,Capri Sun,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,beverages,NORDICS|FRANCE|DACH,1,approve proposed,append_candidate
appended_new,Carrefour Classic,Carrefour,direct,beverages,FRANCE|DACH,1,map to Carrefour,append_candidate
appended_new,Carrefour Classic,Carrefour,direct,beverages,BENELUX|FRANCE|DACH,1,map to Carrefour,append_candidate
appended_new,Cadbury,Mondelēz International,market_scoped,dairies,FRANCE|DACH|UK_IE,1,approve proposed,append_candidate
appended_new,Cadbury,Mondelēz International,market_scoped,dairies,DACH|UK_IE,1,approve proposed,append_candidate
appended_new,tesco finest,Tesco,direct,dairies,FRANCE|UK_IE,1,map to Tesco,append_candidate
appended_new,tesco finest,Tesco,direct,cereals,UK_IE,1,map to Tesco,append_candidate
appended_new,tesco finest,Tesco,direct,cereals,FRANCE|UK_IE,1,map to Tesco,append_candidate
appended_new,tesco camomile infusion tea,Tesco,direct,beverages,UK_IE,1,map to Tesco,append_candidate
appended_new,tesco,Tesco,direct,snacks,FRANCE|SOUTHERN_EUROPE,1,map to Tesco,append_candidate
appended_new,tesco,Tesco,direct,snacks,FRANCE|DACH|UK_IE,1,map to Tesco,append_candidate
appended_new,tesco,Tesco,direct,snacks,BENELUX|UK_IE,1,map to Tesco,append_candidate
appended_new,Capri Sun,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,beverages,FRANCE|SOUTHERN_EUROPE,1,approve proposed,append_candidate
appended_new,Capri Sun,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,beverages,FRANCE|DACH|SOUTHERN_EUROPE,1,approve proposed,append_candidate
appended_new,Capri Sun,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,beverages,FRANCE|DACH|BENELUX,1,approve proposed,append_candidate
appended_new,Capri Sun,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,beverages,DACH|BENELUX|NORDICS|FRANCE|UK_IE|SOUTHERN_EUROPE,1,approve proposed,append_candidate
appended_new,Capri Sun,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,beverages,BENELUX|FRANCE|UK_IE,1,approve proposed,append_candidate
appended_new,Capri Sun,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,1,approve proposed,append_candidate
appended_new,Capri Sun,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,1,approve proposed,append_candidate
appended_new,Belvita,Mondelēz International,direct,snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,1,map to Mondelēz International,append_candidate
appended_new,tesco stores ltd,Tesco,direct,snacks,UK_IE,1,map to Tesco,append_candidate
appended_new,tesco peach and passionfruit flavoured sparkling water,Tesco,direct,beverages,UK_IE,1,map to Tesco,append_candidate
appended_new,tesco own label,Tesco,direct,dairies,UK_IE,1,map to Tesco,append_candidate
appended_new,tesco growers harvest,Tesco,direct,beverages,UK_IE,1,map to Tesco,append_candidate
appended_new,tesco growers harvest,Tesco,direct,beverages,DACH|UK_IE,1,map to Tesco,append_candidate
appended_new,tesco freefrom,Tesco,direct,snacks,UK_IE,1,map to Tesco,append_candidate
appended_new,tesco free from,Tesco,direct,snacks,FRANCE|UK_IE,1,map to Tesco,append_candidate
appended_new,tesco finest earl grey tea,Tesco,direct,beverages,FRANCE,1,map to Tesco,append_candidate
appended_new,tesco finest,Tesco,direct,snacks,UK_IE|US_CANADA,1,map to Tesco,append_candidate
appended_new,tesco finest,Tesco,direct,snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,1,map to Tesco,append_candidate
appended_new,Cadbury,Mondelēz International,market_scoped,snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,1,approve proposed,append_candidate
appended_new,Cadbury,Mondelēz International,market_scoped,snacks,FRANCE|NORDICS,1,approve proposed,append_candidate
appended_new,Cadbury,Mondelēz International,market_scoped,snacks,DACH|SOUTHERN_EUROPE|UK_IE,1,approve proposed,append_candidate
appended_new,Cadbury,Mondelēz International,market_scoped,snacks,BENELUX|FRANCE|DACH,1,approve proposed,append_candidate
appended_new,Cadbury,Mondelēz International,market_scoped,dairies,SOUTHERN_EUROPE|UK_IE,1,approve proposed,append_candidate
appended_new,wegmans food mkts,Wegmans,direct,snacks,US_CANADA,1,map to Wegmans,append_candidate
appended_new,u sans gluten,Système U,direct,snacks,FRANCE,1,map to Système U,append_candidate
appended_new,u pane caldu,Système U,direct,snacks,FRANCE,1,map to Système U,append_candidate
appended_new,u maraichers,Système U,direct,dairies,FRANCE,1,map to Système U,append_candidate
appended_new,u lu,Système U,direct,snacks,US_CANADA,1,map to Système U,append_candidate
appended_new,u cismonte,Système U,direct,dairies,FRANCE,1,map to Système U,append_candidate
appended_new,u bleu blanc coeur,Système U,direct,dairies,FRANCE,1,map to Système U,append_candidate
appended_new,Activia,Danone,direct,dairies,SOUTHERN_EUROPE|UK_IE,1,map to Danone,append_candidate
appended_new,Activia,Danone,direct,dairies,DACH|SOUTHERN_EUROPE|US_CANADA,1,map to Danone,append_candidate
appended_new,Activia,Danone,direct,dairies,BENELUX|UK_IE,1,map to Danone,append_candidate
appended_new,Activia,Danone,direct,beverages,US_CANADA,1,map to Danone,append_candidate
appended_new,Belvita,Mondelēz International,direct,snacks,FRANCE|NORDICS,1,map to Mondelēz International,append_candidate
appended_new,Belvita,Mondelēz International,direct,snacks,FRANCE|DACH|SOUTHERN_EUROPE,1,map to Mondelēz International,append_candidate
appended_new,Belvita,Mondelēz International,direct,snacks,DACH|FRANCE,1,map to Mondelēz International,append_candidate
appended_new,Belvita,Mondelēz International,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,1,map to Mondelēz International,append_candidate
appended_new,Belvita,Mondelēz International,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,1,map to Mondelēz International,append_candidate
appended_new,aldi uk,Aldi,direct,snacks,UK_IE,1,map to Aldi,append_candidate
appended_new,aldi the deli,Aldi,direct,dairies,UK_IE,1,map to Aldi,append_candidate
appended_new,aldi sud,Aldi,direct,snacks,FRANCE|DACH,1,map to Aldi,append_candidate
appended_new,aldi specially selected,Aldi,direct,snacks,FRANCE,1,map to Aldi,append_candidate
appended_new,aldi selection,Aldi,direct,dairies,US_CANADA,1,map to Aldi,append_candidate
appended_new,aldi sans gluten,Aldi,direct,snacks,FRANCE,1,map to Aldi,append_candidate
appended_new,aldi pfanner,Aldi,direct,beverages,FRANCE|DACH,1,map to Aldi,append_candidate
appended_new,auchan,Auchan,direct,dairies,SOUTHERN_EUROPE|US_CANADA,1,map to Auchan,append_candidate
appended_new,auchan,Auchan,direct,dairies,FRANCE|BENELUX|SOUTHERN_EUROPE,1,map to Auchan,append_candidate
appended_new,auchan,Auchan,direct,dairies,DACH|US_CANADA,1,map to Auchan,append_candidate
appended_new,auchan,Auchan,direct,cereals,FRANCE|SOUTHERN_EUROPE|DACH,1,map to Auchan,append_candidate
appended_new,auchan,Auchan,direct,cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,1,map to Auchan,append_candidate
appended_new,auchan,Auchan,direct,beverages,FRANCE|US_CANADA,1,map to Auchan,append_candidate
appended_new,wegmans italian classics,Wegmans,direct,dairies,US_CANADA,1,map to Wegmans,append_candidate
appended_new,wegmans hi pro,Wegmans,direct,dairies,US_CANADA,1,map to Wegmans,append_candidate
appended_new,wegmans greek,Wegmans,direct,dairies,US_CANADA,1,map to Wegmans,append_candidate
