brand_entity_raw,normalized_brand,brand_alias_source,brand_alias_review_status,brand_entity_source,primary_country,observed_market_region_codes,query_category,product_count,example_product_names,example_off_brands_raw
coke,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|DACH,beverages,1,Coca Cola,COKE
coffee mate,Coffee mate,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,Harry Potter Butterbeer,Coffee Mate
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United States,US_CANADA,snacks,1,Assorted Glass Collection With Coasters And Mini Pretzels Twists,Coca-cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United Kingdom,UK_IE|US_CANADA,beverages,1,Diet Coke,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Spain,SOUTHERN_EUROPE|UK_IE,beverages,1,,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Romania,UK_IE,beverages,1,Diet Coke Exotic Mango,Coca Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Romania,SOUTHERN_EUROPE|UK_IE,beverages,1,"Coca-Cola 2,5",Coca-Cola
S.Pellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,beverages,1,Sparkling Natural Mineral Water,S.Pellegrino
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Pink lady apple juice,M&S
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE|US_CANADA,dairies,1,Skimmed milk,M&S
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE|US_CANADA,beverages,1,Diet Pink Lemonade,M&S
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Ireland,UK_IE,cereals,1,wholegrain wheat flakes and wheat bran with added vitamins and iron,M and s
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE|US_CANADA,snacks,1,Unsweetened Dark Sweet Cherries,"Trader Joe's, M&S"
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Portugal,SOUTHERN_EUROPE|US_CANADA,beverages,1,Coca-Cola Zero,Coca Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Norway,NORDICS|UK_IE,beverages,1,Coca-Cola Intergalactic,"Coca Cola,Coca-Cola Company"
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Moldova,SOUTHERN_EUROPE|UK_IE,beverages,1,Coca-Cola Zero,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,India,US_CANADA,beverages,1,Coca cola 400,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,India,UK_IE,beverages,1,Limca lime lemon drink 750ml,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Hungary,US_CANADA,beverages,1,Coca-Cola Eredeti Íz,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Guernsey,UK_IE,beverages,1,Diet Coke,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|SOUTHERN_EUROPE|UK_IE,beverages,1,Coca-Cola senza caffeina,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,beverages,1,Coca Cola,Coca-Cola
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,European Union,FRANCE,dairies,1,white stilton,M&S
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Czech Republic,UK_IE,snacks,1,Colin the Caterpillar Fruit Sours,M&S
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Czech Republic,FRANCE|UK_IE,snacks,1,Percy Pig Sugar Reduced,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Czech Republic,FRANCE|UK_IE,beverages,1,Organic Green Tea with Jasmine,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Czech Republic,DACH|UK_IE,snacks,1,Plant Kitchen Chewy Cherry Bakewell Cookies,"Marks & Spencer,Plant kitchen"
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|UK_IE,snacks,1,Single Origin - Intense Dark Cacao,Marks & Spencer
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,beverages,1,Coca Cola,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|DACH|BENELUX,beverages,1,"Coca-Cola Zero Sugar 0,5 Liter",Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|BENELUX,beverages,1,zero,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE,dairies,1,Yaourt nature sucres U,Coca Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Estonia,FRANCE,beverages,1,Coca-Cola Zero,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Czech Republic,FRANCE|DACH,beverages,1,Coca-Cola Less Sugar,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Czech Republic,FRANCE,beverages,1,Vanilla,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Colombia,FRANCE,beverages,1,Gaseosa Cocacola X,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Canada,US_CANADA|UK_IE,beverages,1,Thums Up 300ml can,Coca Cola
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|FRANCE|UK_IE,cereals,1,Apple and cinnamon flakes,Marks & Spencer
maille,Maille,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Vinaigre de Vin Blanc Aromatisé Noix,Maille
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,Vintage Red Fox,M&S
maxwell house,Maxwell House,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Algeria,FRANCE|DACH,beverages,1,löslichen Kaffee,Maxwell House
maxwell house,Maxwell House,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Algeria,FRANCE,beverages,1,Café,"Jacobs Douwe Egberts, Maxwell House"
marmite,Marmite,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,Marmite cheese,Marmite
marmite,Marmite,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Cheddar bites,Marmite
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United States,US_CANADA,snacks,1,70% Dark Chocolate Cocoa Dusted Almonds,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Spain,SOUTHERN_EUROPE|UK_IE,snacks,1,White Chocolate Cookies,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Spain,SOUTHERN_EUROPE|UK_IE,dairies,1,English Semi-Skimmed Milk,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Italy,SOUTHERN_EUROPE|UK_IE,snacks,1,you're a smart cookie Granola Squares,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Ireland,UK_IE,dairies,1,Farmhouse Cheddar Cheese & Celery,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Ireland,UK_IE,beverages,1,Juicy Vitamin Water - Revitalise,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|UK_IE|US_CANADA,dairies,1,Low fat Greek style yogurt,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|SOUTHERN_EUROPE|UK_IE,snacks,1,All butter scottish shortbread assortment,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|DACH|UK_IE,snacks,1,Scottish All Butter Shortbread Rounds,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|DACH,dairies,1,Bavarian Smoked Cheese,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|BENELUX|UK_IE,dairies,1,Extremely Fruity Low Fat Yogurts,Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Czech Republic,UK_IE,dairies,1,4 cholesterol lowering fat free yogurts,"Marks & Spencer,Marks & Spencer ActiveHealth"
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Australia,UK_IE,snacks,1,Digestives Dark Chocolate,McVitie's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Australia,FRANCE|UK_IE,snacks,1,Hobnobs,McVitie's
maxwell house,Maxwell House,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Thailand,US_CANADA,beverages,1,Vanilla caramel latte,"Maxwell house,Kraft"
maxwell house,Maxwell House,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Germany,DACH|US_CANADA,beverages,1,Coffee - Ground,Maxwell House
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Bulgaria,FRANCE|US_CANADA,beverages,1,Cappy PULPY,Coca cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Bulgaria,FRANCE|UK_IE,beverages,1,Coca Cola Cherry Zero Bottle 500ml,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Bulgaria,FRANCE|SOUTHERN_EUROPE,beverages,1,Original Taste,"Coca Cola,Coke"
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|NORDICS|UK_IE,beverages,1,Coca cola Dreamworld,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|FRANCE|UK_IE,beverages,1,Coca-Cola Zero Sugar 25cl,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS,beverages,1,CocaCola Energy,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,beverages,1,Coca-Cola Zero,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|FRANCE|NORDICS,beverages,1,Orange Icon,Coca Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE|US_CANADA,beverages,1,Coke Zero,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,beverages,1,Coca-Cola goût original,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Azerbaijan,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|NORDICS,beverages,1,Coca-Cola Zero,Coca-Cola
maxwell house,Maxwell House,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Qualité filtre décaféiné,Maxwell House
clif bar,Clif,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH|UK_IE,snacks,1,,CLIF BAR
milkybar,Milkybar,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,White Chocolate Dairy Dessert,Milkybar
milkybar,Milkybar,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Ireland,UK_IE,snacks,1,Mini Eggs Bar,Milky Bar
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE|US_CANADA,snacks,1,Toasting Waffles,McVitie's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Spain,SOUTHERN_EUROPE|UK_IE,snacks,1,Tasties Coconut Rings,McVitie's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Portugal,SOUTHERN_EUROPE|UK_IE,snacks,1,Digestives Milk Chocolate Minis Snack Packs,McVitie's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,New Zealand,UK_IE,snacks,1,Hobnobs Oat Snap Cookies,McVities
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Jersey,UK_IE,snacks,1,Digestives strawberry cheesecake flavour,"McVitie,United Biscuits,McVities,McVitie's"
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Italy,SOUTHERN_EUROPE|UK_IE,snacks,1,avena,McVities
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Germany,DACH|UK_IE,snacks,1,Flipz Salted Caramel,McVitie’s
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,1,Hobnobs,McVitie's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE|SOUTHERN_EUROPE,snacks,1,Ginger Nuts,McVitie's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|NORDICS,snacks,1,Digestive galletas con chocolate con leche,McVitie's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Rich tea classic,McVitie's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Croatia,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,snacks,1,Digestives The Original Wheat Biscuit,McVitie's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,snacks,1,Direktive Biscuits,"McVites, McVitie’s"
minute maid,Minute Maid,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,beverages,1,Mango Punch,Minute Maid
minute maid,Minute Maid,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,1,Duo Mediterraneo,Minute Maid
minute maid,Minute Maid,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|BENELUX,beverages,1,Minute Maid Original Orange,Minute Maid
minute maid,Minute Maid,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,China,FRANCE,beverages,1,美汁源 果粒橙 橙汁饮料,Minute Maid
milkybar,Milkybar,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,milkybar cookies and cream,Milkybar
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Austria,DACH|FRANCE|SOUTHERN_EUROPE|UK_IE,beverages,1,"coca cola 1,75",Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Austria,DACH|FRANCE,beverages,1,Lemon Coca-Cola Zero Sugar,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Austria,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS,beverages,1,Coca-Cola Zero,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Algeria,FRANCE|UK_IE,beverages,1,Coca Cola,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Algeria,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS|UK_IE|US_CANADA,beverages,1,Cocacola original 500,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Albania,DACH|BENELUX|US_CANADA|FRANCE|SOUTHERN_EUROPE|UK_IE,beverages,1,Coke Original Taste,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Albania,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS|UK_IE|US_CANADA,beverages,1,Coca Cola Original taste,Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Albania,DACH|BENELUX|FRANCE,beverages,1,,Coca-Cola
clif bar,Clif,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Chocolate Chip Protein Bar,Clif Bar
clif bar,Clif,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Ireland,UK_IE|US_CANADA,snacks,1,Clif Organic Nutter Butter Bar Peanut Butter Energy Bar,Clif Bar
clif bar,Clif,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE|DACH,snacks,1,Coconut Chocolate Chip,Clif bar
nestea,Nestea,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Bulgaria,UK_IE,beverages,1,Nestea Forest Fruits,Nestea
mirinda,Mirinda,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,Mirinda Orange,Mirinda
mirinda,Mirinda,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,beverages,1,Mirinda Boisson gazeuse goût fraise 33 cl,Mirinda
clif bar,Clif,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE|NORDICS,snacks,1,Crunchy Peanut Butter,CLIF BAR
clif bar,Clif,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,Nut butter filled,Clif Bar
clif bar,Clif,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Australia,FRANCE|UK_IE|NORDICS,snacks,1,White Chocolate Macadamia Nut Flavour Energy Bar,Clif Bar
clif bar,Clif,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Australia,FRANCE|NORDICS,snacks,1,Chocolate Chip,Clif bar
chef,Chef,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,Panna al Tartufo,Chef
chef,Chef,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE,dairies,1,Pana al funghi,"Chef, Parmalat"
chef,Chef,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Emmental,Chef
cheetos,Cheetos,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Spain,SOUTHERN_EUROPE|US_CANADA,snacks,1,Flamin' Hot Limón Crunchy Cheese Flavored Snacks,Cheetos
cheetos,Cheetos,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Hungary,UK_IE,snacks,1,Ketchup flavoured,Cheetos
mirinda,Mirinda,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Mirinda light,Mirinda
mirinda,Mirinda,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Bulgaria,FRANCE,beverages,1,Mirinda Orange,Mirinda
mirinda,Mirinda,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Algeria,FRANCE,beverages,1,Mirinda framboise,Mirinda
minute maid,Minute Maid,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Germany,DACH|UK_IE,beverages,1,APPLESAP - Minute Maid - Minute Maid - Minute Maid - Mi,Minute Maid
perugina,Perugina,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE,dairies,1,Nuvole Mousse,"Nestlé,Lactalis,Perugina"
perugina,Perugina,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,1,Chocolate con leche y almendras,"Nestlé, Perugina"
perugina,Perugina,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Australia,FRANCE,snacks,1,Baci Dark chocolate,"Nestlé, Perugina"
perfect snacks,Perfect Snacks,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,"Refrigerated Peanut Butter Cups Dark Chocolate with Sea Salt, Organic",Perfect Snacks
payday,PayDay,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Spain,SOUTHERN_EUROPE|US_CANADA,snacks,1,Peanut Caramel Bar,PAYDAY
oscar mayer,Oscar Mayer,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,Shaved Smoked Turkey Breast & White Turkey,Oscar Mayer
oscar mayer,Oscar Mayer,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,beverages,1,Thé noir parfum pèche blanche,"May tea, Orangine Schweppes France, Oscar mayer"
nido,Nido,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Kinder lacto-ease,Nido
nestle dessert,Nestlé Dessert,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,NESTLÉ DESSERT Corsé 200g,"Nestlé,Nestlé Dessert"
nestle dessert,Nestlé Dessert,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,cereals,1,Muesli voeni,Nestlé Dessert
nestle dessert,Nestlé Dessert,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,100% cacao,Nestlé Dessert
nestle dessert,Nestlé Dessert,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,1,NESTLE L'ATELIER Noir Orange confite 115g,"Nestlé, Les recettes de l'atelier, Nestlé dessert"
nestle,Nescafé Dolce Gusto,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE,beverages,1,,"Nestlé, Dolce Gusto"
nestea,Nestea,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Romania,UK_IE,beverages,1,Nestea Lemon,Nestea
nestea,Nestea,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Mexico,US_CANADA,beverages,1,,Nestea
nestea,Nestea,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|DACH,beverages,1,Nestea Limón,Nestea
popcorners,PopCorners,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Australia,US_CANADA,snacks,1,Lentil Chips Jalapeno,"Popcorners, Simply 7 Snacks"
pg tips,PG Tips,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,"Pg tips, black pyramid tea bags",Pg Tips
pg tips,PG Tips,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Germany,DACH|UK_IE,beverages,1,Tea,"PG, PG Tips"
pg tips,PG Tips,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,PG Tips Blackcurrant Herbal Infusion Tea,Pg tips
pg tips,PG Tips,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Canada,US_CANADA|SOUTHERN_EUROPE|UK_IE,beverages,1,Black Tea,PG Tips
perugina,Perugina,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,"Bittersweet Chocolate Bar, 70% Cacao",Perugina
perugina,Perugina,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Perugina Italia. Extra dark chocolate,"Perugina, Nestlé"
cheetos,Cheetos,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Brazil,FRANCE,snacks,1,Puff cheese flavored snacks,Cheetos
carte d or,Carte d'Or,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,1,,Carte d'Or
cappy,Cappy,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Pulpy,Cappy
cappy,Cappy,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,Cappy Orange Pulpy,Cappy
cappy,Cappy,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Schorle,Cappy
cappy,Cappy,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Czech Republic,FRANCE,beverages,1,Jablko 100%,Cappy
cappy,Cappy,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Bulgaria,FRANCE,beverages,1,Сок от кайсия,Cappy
cap'n crunch,Cap’n Crunch,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,cereals,1,Cereal,"Cap'N Crunch, Quaker"
perugina,Perugina,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,1,Creme cioccolato al latte,Perugina
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Austria,DACH|UK_IE,cereals,1,quaker original,Quaker
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE|UK_IE,cereals,1,Porridge to go,Quaker
