brand_entity_raw,normalized_brand,brand_alias_source,brand_alias_review_status,brand_entity_source,primary_country,observed_market_region_codes,query_category,product_count,example_product_names,example_off_brands_raw
lu,LU,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,387,PIM'S | Pépito chocolat au lait | Lulu la barquette | La barquette LULU | Tuiles amandes (aux amandes effilees),LU | LU | LU | Lu | LU
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE,beverages,327,Coca cola | Vanilla Zero | Aluminum bottles | Coca-Cola zéro orange&vanilla | Cherry Vanilla,"Coca-Cola | Coca-Cola, Coke | Coca-Cola | Coca-Cola, Coke | Coca-Cola"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,cereals,290,All-brann prebiotic | Trèsor | Tresor | Kellogg's Cereal - Tri Fun Club Pack | Rice Krispies,Kellogg's | Kellogg's | Kellogg's | Kellogg's | Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,cereals,279,Kellogg's Frosted Mini-Wheats Bite Size cereal | Vector | Front loops | Special K original | Froot Loops,Kellogg's | Kellogg's | Kellogg's | Kellogg's | Kellogg's
la laitiere,La Laitière,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,dairies,191,crème aux oeufs | Petit pot de crème au chocolat | Velours de Crème Chocolat au lait | Yaourt nature | Crème aux oeufs,"la laitière | La laitière | Nestlé, La Laitière | La Laitière | La Laitière"
kraft,Kraft,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,190,"Colby Natural Cheese, Colby | Kraft, Natural Pepper Jack Cheese | Mozzarella Low-Moisture Part-Skim Natural Cheese, Mozzarella | Sharp Cheddar Natural Cheese, Sharp Cheddar | Monterey Jack Cheese",Kraft | Kraft | Kraft | Kraft | Kraft
Sanpellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,top9_portfolio_token_match,France,FRANCE,beverages,163,San Pellegrino | Woda San Pellegrino | S.pellecrino | Sanpellegrino aranciata | Cocktail,"Nestlé,San Pellegrino | Nestlé, San Pellegrino | Nestlé, San Pellegrino | Nestlé, San Pellegrino | Nestlé, San Pellegrino"
cote d or,Cote d'Or,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,152,Carrés Chocolats Noir | Tablette de Chocolat Lait Noisettes Entières - COTE D'OR | Tablette de Chocolat Noir Noisettes Entières | Noisettes caramélisées et franboises | Chocolat noir amandes,côté d or | COTE D'OR | Côté d'Or | COTE D'OR | Côte d'Or
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|UK_IE,snacks,148,Curiously Strong Mints | All Butter Belgian White Chocolate Chunk Cookies | All Butter Fruity Flapjack Cookies | Cranberry & Orange Cookies | Triple Belgian Chocolaté Chunk Cookies,Marks & Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,cereals,139,Cruesli lait | Organic Instant Oatmeal Original | Organic Instant Oatmeal Maple & Brown Sugar | Quaker oatmeal squares cereal cinnamon | Crunchy corn cereal,Quaker | Quaker | Quaker | Quaker | Quaker
hershey's,Hershey’s,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,132,"Payday, 1.85 oz | jolly rancher gummy sours | Hershey's valentine's day chocolate candy red | Hershey Milk Chocolate Candy Bar | Hershey s milk chocolate with almonds candy bars oz",Hershey's | Hershey’s | Hershey's | Hershey's | Hershey's
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United Kingdom,UK_IE,snacks,121,Scottish shortbread | Scottish All Butter Toffee & Pecan Shortbread Rounds | White chocolate cake | Marks & Spencer Frozen Croissanrs | Ready to Bake Pains au Chocolat,Marks And Spencer | Marks & Spencer | Marks & Spencer | Marks And Spencer | Marks & Spencer
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE,snacks,120,Cookies Belgian chocolate chunk | All Butter Sultana Cookies | Pistachio almond cookies | Belgian White Chocolate Chunk Cookies (Reduced Fat) | 4 Indulgent & Chewy Maple Syrup & Pecan Giant Cookies,Marks & Spencer | Marks & Spencer | Marks&spencer | Marks & Spencer | Marks & Spencer
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,117,"KRISPY ORIGINAL SALTINE CRACKERS | Cheez-it Cheddar biscuits | Sunshine, cheez-it baked snack crackers | Baked Snack Crackers | Graham snacks",Kellogg's | Kellogg's | Kelloggs | Kellogg's | Kellogg's
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,103,"Instant oatmeal | Quaker, Soft Baked Cookies, Oatmeal, Raisin, Oatmeal, Raisin | Soft Baked Cookies, Chocolate, Almond | Quaker, Crispy Cookies, Chocolate Chip, Chocolate Chip | Quaker, Crispy Cookies, Peanut Butter, Peanut Butter",Quaker | Quaker | Quaker | Quaker | Quaker
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,cereals,102,Corn flakes | corn Flakes | Crunchy Nut Cereal | Rice Krispies | All Bran - Original,Kellogg's | Kelloggs | Kellogg's | Kellogg's | Kellogg’s
cheetos,Cheetos,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,97,"Cheese Flavored Snacks Puffs, Cheese | Cheese Flavored Snacks | Crunchy Cheese Flavored Snacks, Flamin' Hot | Cheese Flavored Snacks Winter White Cheddar, Winter White Cheddar | Cheese Flavored Snacks, Winter White Cheddar",Cheetos | Cheetos | Cheetos | Cheetos | Cheetos
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,93,Salted Giant Pretzel | McVitie’s Digestives Original | Digestives the original | Mcvities Rich Tea | McVitie’s Digestive Dark Chocolate Biscuits,"Marks & Spencer,McVities | McVities | McVitie's | McVities | MC vities"
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,cereals,85,Oatmeal Squares Original | Oatmeal Squares | Gruau Instantané Cassonade et Cannelle | Flocons d'avoine instantanés | Apples & Cinnamon,"Quaker | Quaker | Quaker | Pepsico, Quaker | Quaker"
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,85,Sablé aux flocons d'avoine | sablés aux flocons d'avoine | Sablés anglais | Pocket Chocolat au Lait | Mc vities original,McVitie's | mc vitie's | McVitie's | McVitie's | McVitie's
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United Kingdom,UK_IE,dairies,85,Cornish cold butter | whipped soft Creamy cheese | Authentic Greek Yogurt | Dairy cream | M&S Super Fruity black cherry low fat live yoghurt,Marks & Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United States,US_CANADA,beverages,76,Fanta | Fanta | REFRESCO CARBONATADO SABOR ORIGINAL | Coke Zero | 3 Liters,Coca-Cola | Coca Cola | Coca-Cola | Coca-Cola | Coca-Cola
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE,beverages,72,9 Hop Kent Pale Ale | Boadicea Golden Ale | Five hop lager beer | Cornish Pale Ale | Mango Pineapple & Passion Fruit Smoothie,"Marks & Spencer | Marks & Spencer | Marks & Spencer, Marks And Spencer | Marks & Spencer | Marks & Spencer"
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,snacks,71,Cookies pépites chocolat et noisette | All butter viennese swirls | Decorated hollow white chocolate Arendelle Castle | Cantina Style Corn Tortillas | Belgian milk chocolate coated brazil nuts,M&S | M&s | M&S | M&S | M&S
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|UK_IE,beverages,71,"Smoothie Strawberry & Banana | Iced Tea Spanish Peach | Smoothie Orange, Carrot & Mango | Fresh Drinking Coconut | Flat White Porter","Marks & Spencer, Yesto | Marks & Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer"
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United Kingdom,UK_IE,beverages,68,Coke Zero | Coke cola zero sugar | Coca cola zero | Japan | Schweppes lemonade,"Coca Cola | Coca-Cola | Coca-Cola | Coca Cola, The CocaCola Company | Coca-Cola"
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United Kingdom,UK_IE,beverages,65,Apple Pear & Asparagus | Red mulled wine | apple juice | Revitalise smoothie | Alcohol Free Merlot,Marks and Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer
cote d or,Cote d'Or,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,65,MIGNONNETTE® LAIT MELK | Carrés | Bouchée Blanc | Chocolat au lait | Courage! Lait - Melk,CÔTE D'OR | Côte d\'or | Côte d'Or | Côte d'Or | Côte d'Or
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,64,White Chocolate Bar | Salted Caramel Hazelnut Millionare | Sweet & Smoky BBQ | Pains Aux Raisins | Made without wheat 2 croissants,"M&S | M&S | M&S | Marks & Spencer, M&S | M&S"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,cereals,64,Corn Flakes | Frosties - Time's up ! | Céréales Country Store | Special K fruits rouges | Kellogg's Rice Krispies 375 GR,"Kellogg's | Kellogg's, Frosties | Kellogg's | Kellogg's | Kellogg's"
badoit,Badoit,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,62,Eau Minérale Naturelle Gazeuse Finement Pétillante | Eau Minérale Naturelle Gazeuse Intensément Pétillante | Eau Minérale Naturelle Gazeuse Finement Pétillante | Eau Gazeuse Aromatisée Pamplemousse Citron Vert - BADOIT - 1L | Eau Gazeuse Aromatisée Citron Citron Vert - Badoit - 1L,BADOIT | BADOIT | BADOIT | Badoit | Badoit
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,cereals,61,Spécial K | Miel pops loops | Choco krispies | Chocos | All Bran Flakes,"Kellogg's, Special K | Kellogg's | Kellogg's | Kellogg's | Kellogg's"
minute maid,Minute Maid,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,61,Fruit Cooler Lemonade | Apple juice | Lemonade | Jus d'orange | Jus d'orange,Minute Maid | Minute Maid | Minute Maid | Minute Maid | Minute Maid
minute maid,Minute Maid,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,60,"Minute Maid Zero Sugar Lemonade | 100% Pure Apple Juice, Apple | 100% Orange Juice From Concentarate, Original | Orange juice frozen concentrate fruit drink | Lemon Juice",Minute Maid | Minute Maid | Minute Maid | Minute Maid | Minute Maid
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,60,Eggo | Tartelettes au chocolat | Pop-Tarts Glacées aux Bleuets | Barres Céréales Coco Pops Kellogg's - 6x20g | Special k frutti rossi,Kellogg's | Kellogg's | Kellogg's | Kellogg's | Kellogg's
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,beverages,59,Yorkshire Gold | Diet sparkling fiery ginger beer | Smoothie super Berry | Aloe Vera Grape & Apple Juice | CRANBERRY & RASPERRY JUICE DRINK,"M&S, Marks & Spencer | M&S, Marks & Spencer, Waitrose | M&S | M&S | M&S"
lu,LU,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,59,Palmito L'original | Le véritable petit beurre | Petit Beukelaer | GRANY MOELLEUX WOUVDRUCHTEN SMAAK SAVEUR FRUITS DES BOIS WALDFRÜCHTE GESCHMACK | Grany Pomme Abricot,"Lu, Mondelez | Lu | LU | LU | Lu"
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE,dairies,58,Cheddar | Vintage cheddar | 0% FAT Greek style blueberry & Raspberry yogurt | West country luxury yogurt honey & ginger | West country luxury yogurt,"Marks & Spencer | Marks & Spencer | Marks & Spencer, Marks and Spencer | Marks & Spencer | Marks & Spencer"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,cereals,55,"Cereal | Corn flakes cereal | Kellogg's All Bran Cereal Complete Wheat Flakes .88oz | COCOA KRISPIES Chocolatey, Sweetened Rice Cereal | Crispix corn rice cereal",Kellogg's | Kellogg's | Kellogg's | Kellogg's | Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,cereals,51,Special K nature | Rice Krispies | Cruche Nut | Frosties | Spécial Classic 375g,"Kellogg's | Kellogg's,Rice Krispies | Kellogg's | Kellogg's | Kellogg's"
light and free,Light & Free,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,dairies,51,danone | Skyr Vanille | Light and free pêche | Skyr Nature | Yaourt à la grecque nature 2% de matière grasse,"light &free | Light and free | Danone, Light & Free | Light & Free | Light & free"
nestle dessert,Nestlé Dessert,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,47,Blanc | Chocolat noir | Cookies aux pépites de chocolat | Praline | Corsé,"Nestle Dessert | Nestlé Dessert | Nestlé Dessert | Nestlé, Nestlé dessert | Nestlé, Nestlé Dessert"
Nescafé,Nescafé Dolce Gusto,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,46,Cappuccino | Dosette marrakech | Catuai Do Brasil | Gusto Cappuccino Ice Coffee Pods Capsules Per Box | Grande aroma,"Dolce Gusto, Nescafé | Nescafe, Nescafe Dolce Gusto | Nescafe, Nescafé Dolce Gusto | Nescafé, Nescafé Dolce Gusto | Nescafé, Nescafé Dolce Gusto"
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|DACH,beverages,45,Original COCA-COLA | Big Apple | Coca-cola light | Coca cola originale taste | Coca Cola light,Coca cola | Coca-Cola | Coca-Cola | Coca-Cola | Coca Cola
brookside,Brookside,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,44,"dark chocolate açaï & blueberry flavors | Brookside, Dark Chocolate Goji & Raspberry Flavors, Chocolate, Chocolate | Dark Chocolate, Goji & Raspberry | Dark Chocolate Pomegranate Flavor | Soft fruit flavored centers covered in smooth dark chocolate",Brookside | Brookside | Brookside | Brookside | Brookside
twizzlers,Twizzlers,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,43,"Strawberry Twists Candy, Strawberry | Twisted Strawberry Blast Low Fat Snack Candy, Twisted Strawberry Blast | Low Fat Snack Candy, Green Apple | Low Fat Snack, Caramel Apple | Low Fat Filled Twists Snack, Caramel Apple",Twizzlers | Twizzlers | Twizzlers | Twizzlers | Twizzlers
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|UK_IE,dairies,42,West country luxury yogurt Rhubarb Custard | Greek Style Yogurts Unsweetened | Mango & Passion Fruit & Greek Style Yogurt Snack Pot | Mild Cheddar with Onions & Chives | Dessert à la Fraise,Marks & Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer
popcorners,PopCorners,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,42,Sea Salt Popped-Corn Snacks | White Cheddar | Popped Whole Grain Chips | PopCorners Cinema Style | WHITE CHEDDAR FLAVORED,"PopCorners | PopCorners | Pop Corners | Our Little Rebellion, PopCorners | POPCORNERS"
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,39,0% fat greek style yogurt | Bircher style summer muesli Greek style yogurt | Semi skimmed milk | Cornish Cove Cheddar | West Country Luxury Yogurt - Apple Crumble,"M&S | M&S | M&S | Marks & Spencer,M&S | M&S"
kraft,Kraft,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,39,"Colby Jack Cheese, Dark Chocolate Chunks, Banana Chips Snack Trios, Colby Jack, Dark Chocolate, Banana | Snack Trios Extra Sharp White Cheddar Cheese, Dark Chocolate Chunks, Dried Cranberries, White Cheddar, Dark Chocolate | Monterey Jack Cheese, Dried Cinnamon Apples, Granola Clusters Trios Snack, Monterey Jack Cheese, Dried Cinnamon Apples, Granola Clusters | Snack Mix, Sharp Yellow Cheddar Cheese, Dark Chocolate Chunks, Dried Cherries | Snack Mix, Colby Jack Cheese, Dark Chocolate Chunks, Banana Chips",Kraft | Kraft | Kraft | Kraft | Kraft
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,38,Garganea pinot grigio | Iced Tea Peach | palacios del marques | Pear Cider | Gold Instant Coffee,"M&S | M&S | M&S | M&S | Marks & Spencer, M&S"
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,cereals,38,So Simple Gluten Free Original Porridge | Oat So Simple Original | Jumbo Oats | Oat So Simple Simply Apple | Simply strawberry no added sugar oatmeal With Milk,"Quaker | Quaker, Quaker Oats | Quaker | Quaker | Quaker"
Sanpellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,38,Ciao! Lime | Ciao! Blood Orange | Zero Blood Orange | Limonata Lemonade | Italian Sparkling Grapefruit Beverage From Concentrate,"Sanpellegrino | Sanpellegrino | Sanpellegrino | Sanpellegrino | Sanpellegrino, Sanpellegrino Usa Inc."
hu,Hu,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,37,Crunchy fig chocolate bar | Chocolate bar | Almond butter + puffed quinoa chocolate bar | Simple Dark Chocolate | Chocolate Covered Hunks - Cashews + Vanilla Bean - Single Serve,"Hu | Hu | Hu | Hu | Hu, Hu Products"
skinny pop,SkinnyPop,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,37,Skinny Pop | Skinnypop popcorn | Butter Popcorn | DAIRY FREE WHITE CHEDDAR POPCORN | Microwave Butter Bag,"Skinny Pop | Skinny Pop | Skinny Pop | SKINNY POP | Skinny Pop, SkinnyPop Popcorn"
vittel,Vittel,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,36,Eau Minérale Naturelle VITTEL | citron-menthe Bio infusés | Eau minérale naturelle | Bouteille verre | Eau minerale,VITTEL | Vittel | Vittel | Vittel | Vittel
sun chips,SunChips,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,36,"Sun chips original | Chips | 100% Whole Grain And Sweet Potato Snacks, Brown Sugar | Sun Chips Harvest Cheddar Flavored | Sun Chips Harvest Cheddar",Sun chips | Sun Chips | Sun chips | Sun Chips | Sun Chips
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United Kingdom,UK_IE,cereals,34,Fresh Porridge | Porridge with Berry compote | Organic 3 seeds Almond and Raisin Granola | Multigrain Porridge | Oat & Coconut Vegan Porridge,Marks & Spencer | Marks And Spencer | Marks & Spencer | Marks & Spencer | Marks & Spencer
clif bar,Clif,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,34,"Coconut Chocolate Chip Energy Bar, Coconut Chocolate Chip | Crunchy Peanut Butter | White Chocolate Macadamia Nut | Blueberry Almond Crisp | CRUNCHY PEANUT BUTTER",Clif bar | Clif Bar | Clif Bar | Clif Bar | CLIF BAR
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,dairies,31,Victoria plum and bergamot yogurt | Cornish Cove Grated Cheddar Mature | Coconut pot original | Madagascan Vanilla Custard | Custard,M&S | M&S | m&s | M&S | M&S
hershey's,Hershey’s,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,31,"Cookies n creme candy bar | White Reese's Peanut Butter Cups | Hershey's Holiday Candy Cane Bar, 3.5 Oz | cookies'n'creme candy | Chocolate Almond Blossoms","Hershey's | Hershey's, Reese's | Hershey's | Hershey's | Hershey's"
maxwell house,Maxwell House,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,30,Café soluble Qualité Filtre | maxwell house qualité filtre decaféiné | Café soluble | Qualité Filtre | Cappuccino,"Maxwell House | Maxwell House, kraft foods | Maxwell House | MAXWELL HOUSE | Maxwell House"
kool aid,Kool-Aid,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,30,"Kool-Aid Jammers Tropical Punch | Drink Mix, Tropical Punch | Kool-Aid Tropical Punch | Jammers Grape Drink, Grape | Sparklers cherry crush",Kool-Aid | Kool-aid | Kool-Aid | Kool-aid | Kool-Aid
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,snacks,29,Digestives Dark Chocolate | Biscuits | Hobnobs | mcvities fruit shortcake | McVitie's Rich Tea Classic 2 x,McVitie's | McVities | McVitie's | McVitie's | McVitie's
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|SOUTHERN_EUROPE,beverages,28,Coca-Cola Original | Coca Cola | Coca-Cola original taste1.75 | Coca-Cola | Detourné,"Coca-Cola | Coca Cola | Coca-Cola | Coca Cola, Coca-Cola | Coca-Cola"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,cereals,27,CORN FLAKES 1kg | Bran Flakes | All Bran Original | Frosties | Special K The Original,Kellogg's | Kellogg's | Kellogg's | Kellogg's | Kellogg's
cailler,Cailler,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,26,"Chocolat Villars Blanc 100g | Cailler - originale | Caillier Branche Milch Mittelgross, Schokolade | Cailler DLC - Branche L'originale | Frigor Noir",Cailler | Cailler | Cailler | Cailler | Cailler
nestea,Nestea,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,25,"Lemon Iced Tea 0 sugar | Nestea Lime & Mint | NESTEA THE Arôme citron Poche de 1 Kg | Nestea Honey Pear Tea | Nestea Eistee, Pfirsisch",Nestea | NESTEA | Nestea | Nestea | Nestea
gamesa,Gamesa,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,24,Cremax Wafers | Cremax Wafers | Marias | Cookies animalitos | Surtido rico cookie,Gamesa | Gamesa | Gamesa | gamesa | gamesa
Sanpellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,top9_portfolio_token_match,United Kingdom,UK_IE,beverages,23,Natural mineral water | Sanpellegrino Limonata | Tonica | Aranciata | San Pellegrino Limonata,"Sanpellegrino,San Pellegrino,Nestlé | San Pellegrino, Nestlé | San Pellegrino, Nestlé | San Pellegrino, Nestlé | San Pellegrino, Nestlé"
powerade,Powerade,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,23,Fruit Punch | Powerade Ion4 Grape | Powerade Ion4 Sports Drink Lemon Lime | Powerade Zero Zero Calorie Sports Drink Mixed Berry | Powerade zero,Powerade | Powerade | Powerade | Powerade | Powerade
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,23,"Choco Krispies | Frutti rossi 1 barretta 21,5g. | Special k fondente | Kellogg's All-bran Nature Bars | Kellogg's All-bran Chocolate Bar",Kellogg's | Kellogg's | Kellogg's | Kellogg's | Kellogg's
benenuts,Benenuts,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,22,Lay's Fritelle goût emmental | Apéro Cracks Mix Salé + Emmental | Lay's 3D's Bugles goût paprika | Apéro cracks P'tits toasts - Goût Fromage | Chips 3D's Bugles goût fromage lot de 2,"Benenuts, Fritelle, LAYS | Bénénuts | 3D's Bugles, BENENUTS, LAYS | Bénenuts | 3D's Bugles, BENENUTS, LAYS"
lu,LU,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,22,Sablés beurré nantais | Biscuits Thé | Lulu La Barquette Abricot | La barquette (chocolat) | Lulu La Barquette Framboise,"LU, Mondelez International | Lu | Lu | LU | Lu,Mondelez"
ice breakers,Ice Breakers,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,21,Ice Breakers Duo Mint | Ice Breakers Duo Fruit Cool Cherry | Ice breakers Ice Cubes Cinnamon Natural & Artificial Flavor | Ice Breakers Ice Cubes Peppermint | Piña Colada Ice Cube Ice Breakers,Ice Breakers | Ice Breakers | Ice Breakers | Ice Breakers | Ice Breakers
coke,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United States,US_CANADA,beverages,21,coke | Diet coke | Cherry coke | Diet Coke - 6pk/16.9 fl oz Bottles | Diet Coke Caffeine Free - Bottles,Coke | Coke | Coke | Coke | Coke
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,21,"grahams Bug Bites Cinnamon | Kellogg'S Special K Cereal Bars Red Berries .88Oz | Toaster pastries, frosted chocolatey caramel | Crispy marshmallow squares bars | Rice Krispies m&m's",Kellogg's | Kellogg's | Kellogg's | Kellogg's | Kellogg's
lu,LU,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,20,La Barquette (chocolat) | Break crackers originales formato bolsillo | Principe galletas | Príncipe crema de chocolate | Principe crema de chocolate,"LU | Lu | LU | Lu | LU,Mondelēz"
Quaker Oats,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,cereals,20,"Quaker simply granola oats, honey, and almonds | 100% Whole Grain Rolled Oats Old Fashioned | Quaker Strawberries & Cream Instant Oatmeal (10-1.23 Ounce) 12.3 Ounce 10 Packet Box | Original breakfast cereal | Steel Cut Oats",Quaker Oats | Quaker Oats | Quaker oats | Quaker Oats | Quaker Oats
