normalized_brand,legacy_primary_brand,primary_brand,brand_entity_raw,brand_entity_source,brand_alias_source,brand_alias_review_status,query_category,primary_country,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,proposed_mapping_source,proposed_review_note,proposed_matched_mapping_brand,company_mapping_would_change,normalized_brand_is_top9_portfolio,product_count,example_product_names,example_off_brands_raw
y kombucha,y kombucha,y kombucha,y kombucha,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Y Kombucha,Y kombucha
y water,y water,y water,y water,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Organic Brain Water,Y Water
yaar,yaar,yaar,yaar,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Nordic yoghurt bar,Yaar
yab,yab,yab,yab,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,,"Yab,Y'ab"
yabon,yabon,yabon,yabon,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Creme dessert au chocolat,Yabon
yabon,yabon,yabon,yabon,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Goûters lactés chocolat caramel,Yabon
yabu,yabu,yabu,yabu,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Natural energy drink,YABU
yaco,yaco,yaco,yaco,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaco Coconut Water,Yaco
yacor,yacor,yacor,yacor,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaourt corsica,Yacor
yagua,yagua,yagua,yagua,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Daily Detox Framboise et thé vert,yagua
yahoo,yahoo,yahoo,yahoo,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"Yahoo, chocolate flavor mix, singles to go!",Yahoo
yak brewing,yak brewing,yak brewing,yak brewing,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Barahsinghe pilsner bier,Yak brewing
yakgwa,yakgwa,yakgwa,yakgwa,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Mini Honey Cookie,Yakgwa
yakso,yakso,yakso,yakso,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Rice Chips Teriyaki Sans Gluten,"Yakso, Yakso Organic World"
yakult,yakult,yakult,yakult,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Light & Active Probiotic Drink,Yakult
yakult,yakult,yakult,yakult,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yakult Avec des milards de Lactobacillus casei Shirota,Yakult
yakult,yakult,yakult,yakult,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yakult 7 x 65 ml,Yakult
yaly,yaly,yaly,yaly,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Ice tea tropical saveur vanille,Yaly
yam nutrition,yam nutrition,yam nutrition,yam nutrition,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,energy,Yam nutrition
yama moto yama,yama moto yama,yama moto yama,yama moto yama,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Hôjicha - Thé Vert Torréfié X16,YAMA MOTO YAMA
yamada seika co ltd,yamada seika co ltd,yamada seika co ltd,yamada seika co ltd,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"Yamada Seika Co., Ltd., Traditional Japanese Snack",Yamada Seika Co. Ltd.
yamamotoyama,yamamotoyama,yamamotoyama,yamamotoyama,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,The sencha,Yamamotoyama
yamamotoyama usa,yamamotoyama usa,yamamotoyama usa,yamamotoyama usa,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Family Pack Sencha Green Tea,Yamamotoyama USA
yamasa enterprises inc,yamasa enterprises inc,yamasa enterprises inc,yamasa enterprises inc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"Time, Yogurt Flavored Lychee Drink",Yamasa Enterprises Inc.
yamasa enterprises inc,yamasa enterprises inc,yamasa enterprises inc,yamasa enterprises inc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yogurt flavored drink,Yamasa Enterprises Inc.
yamasi,yamasi,yamasi,yamasi,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Halloumi,Yamasi
yamearth,yamearth,yamearth,yamearth,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Hot chili organic lollipop,Yamearth
yan wal yun co,yan wal yun co,yan wal yun co,yan wal yun co,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"Süß-Saure Sauce, HEALTHY BOY BRAND",Yan Wal yun Co
yana,yana,yana,yana,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaourt,yana
yanabah,yanabah,yanabah,yanabah,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yanabah Navajo Tea - Herbal Tea,Yanabah
yance fancy,yance fancy,yance fancy,yance fancy,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Original Hot Sauce New York Cheddar Cheese,Yance fancy
yang chon usa inc,yang chon usa inc,yang chon usa inc,yang chon usa inc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Red Chili 'N Peanut A Crispy And Spicy Snack,Yang Chon Usa Inc.
yangban,yangban,yangban,yangban,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Healthy Seaweed Snack,Yangban
yankees,yankees,yankees,yankees,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,cinnamon stick,Yankees
yann de bretagne,yann de bretagne,yann de bretagne,yann de bretagne,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Crème de caramel,Yann de Bretagne
yanni,yanni,yanni,yanni,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Grilling Cheese,Yanni
yannick,yannick,yannick,yannick,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Galette des rois,Yannick
yannick biscuiterie,yannick biscuiterie,yannick biscuiterie,yannick biscuiterie,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Galettes des rois pur beurre,Yannick Biscuiterie
yao,yao,yao,yao,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Perles popping BOBA,YAO
yaos,yaos,yaos,yaos,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaourt Grec,"Yaos,Nestle"
yaos nestle,yaos nestle,yaos nestle,yaos nestle,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Le yaourt à la grecque,YAOS NESTLE
yaourt,yaourt,yaourt,yaourt,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,yaourt sucré au lait entier saveur citron,yaourt
yaourt au lait des alpes francaises,yaourt au lait des alpes francaises,yaourt au lait des alpes francaises,yaourt au lait des alpes francaises,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaourt vanille de madagascar,Yaourt au lait des Alpes françaises
yaourt brasse light and free,yaourt brasse light and free,yaourt brasse light and free,yaourt brasse light and free,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaourt brassė,Yaourt brassé light and free
yaourt corsica,yaourt corsica,yaourt corsica,yaourt corsica,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaourt Corsica nature,Yaourt Corsica
yaourt de leoncel,yaourt de leoncel,yaourt de leoncel,yaourt de leoncel,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,yaourt,yaourt de Leoncel
yaourt fermier,yaourt fermier,yaourt fermier,yaourt fermier,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaourts brassés LES DELICES DE LA FERME,Yaourt fermier
yaourt fermier de chamberet,yaourt fermier de chamberet,yaourt fermier de chamberet,yaourt fermier de chamberet,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaourt fermier,Yaourt fermier de Chamberet
yaourts de sigy,yaourts de sigy,yaourts de sigy,yaourts de sigy,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaourt brassé sucré aux Fruits,Yaourts de Sigy
yaourts fermiers du mont lozere,yaourts fermiers du mont lozere,yaourts fermiers du mont lozere,yaourts fermiers du mont lozere,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaourt fermier au lait entier,Yaourts fermiers du mont Lozère
yaranza,yaranza,yaranza,yaranza,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,kefir,Yaranza
yardbird,yardbird,yardbird,yardbird,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yardbird Pale Ale,Yardbird
yarden,yarden,yarden,yarden,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Jus De Raisin,Yarden
yarden,yarden,yarden,yarden,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Mousse au chocolat au nougat,Yarden
