product_name,off_brands_raw,old_normalized_brand,new_normalized_brand,brand_entity_source,parent_company,query_category,primary_country,observed_market_region_codes
Les recettes de l'atelier,"Nestlé, Les Recettes de l'Atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Belgium,BENELUX|FRANCE
Les recettes de l'atelier - chocolat blond caramel - noisettes,"Nestlé, Les recettes de l'Atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Les recettes de l'atelier - recette n°5 Noir Acidulé,Nestlé,nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Les recettes de l'atelier RAW 75%,"Nestlé, Les Recettes de l'Atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Les recettes de l'atelier Ruby,"Nestlé, Les Recettes de l'Atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Belgium,BENELUX|FRANCE
Les recettes de l'atelier bio 70% chocolat noir,Nestlé,nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
"Les recettes de l'atelier cranberries, amandes, noisette",Nestlé,nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Les recettes de l'atelier les bouchées framboise intense,Nestlé,nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Belgium,BENELUX|FRANCE
NESTLE L'ATELIER - Lait Praliné - 143g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER - Noir 70% - 100g,"Nestlé, Les recettes de l'atelier, Nestle les recettes de l’atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER - Noir Ganache noir sel - 144g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Belgium,BENELUX|FRANCE
NESTLE L'ATELIER BIO 80% 80g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER BIO Lait Raisin Noisettes 170g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER BIO Noir Raisin Noisettes 170g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Carrés dégustation Noir 70% 176g,"Nestlé,Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
"NESTLE L'ATELIER Chocolat Noir Myrtilles, Amandes et Noisettes","Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Chocolat Noir Noisettes Entières Torréfiées,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
"NESTLE L'ATELIER Chocolat Noir Raisins, Amandes et Noisettes","Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Chocolat Noir et Pâte d'amande,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Chocolat au Lait Amandes Citron,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Chocolat au Lait et Nougat 150g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
"NESTLE L'ATELIER Chocolat au Lait, Cranberries, Amandes et Noisettes","Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
"NESTLE L'ATELIER Chocolat au Lait, Raisins, Amandes et Noisettes","Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Chocolat noir 78% Floral,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Fèves de cacao grillées 100g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Ganache chocolat au lait et caramel 150g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Ganache chocolat noir 150g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Ganache chocolat noir et orange,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER INCOA 70% 68g,"Nestlé, Les recettes de l'atelier incoa",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER LES BOUCHÉES Noir caramel,"Nestlé, Les recettes de l'atelier bouchees",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER LES BOUCHÉES chocolat au lait éclats de noisettes 262g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Lait Noisettes Entières Torréfiées 195g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Les Bouchées MIX 265g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Les Bouchées lait caramel 272g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
"NESTLE L'ATELIER Lingots Lait Raisins Noisettes 157,5g","Nestlé, Les recettes de l'atelier bouchees",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Noir Amande 115g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Belgium,BENELUX|FRANCE
NESTLE L'ATELIER Noir Caramel 115g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Belgium,BENELUX|FRANCE
NESTLE L'ATELIER Noir Noisettes grillées 115g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Noir Pistache Amande 115g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat Blanc Noisettes - 150g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat lait amandes croquantes - 100g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat lait biscuit noisettes - 170g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat lait caramel noisettes et amandes - 170g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat lait cranberries amandes - 170g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Bulgaria,FRANCE
NESTLE L'ATELIER Tablette Chocolat lait muesli - 170g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat lait raisins - 170g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Bulgaria,FRANCE
NESTLE L'ATELIER Tablette Chocolat noir amandes - 170g,"Nestlé,Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat noir amandes croquantes - 100g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|SOUTHERN_EUROPE
NESTLE L'ATELIER Tablette Chocolat noir biscuit caramel amandes - 170g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|SOUTHERN_EUROPE
NESTLE L'ATELIER Tablette Chocolat noir caramel pointe de sel- 100g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat noir cranberries amandes - 170g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat noir myrtilles amandes - 170g,Nestlé,nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat noir noisettes - 170g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat noir orange confite - 100g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER Tablette Chocolat noir raisins - 170g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER calendrier de l'avent 279g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER – Tablette Chocolat blanc & lait fondant coco – 130g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER – Tablette Chocolat lait fondant caramel – 130g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE L'ATELIER – Tablette Chocolat lait fondant noisette – 130g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|SOUTHERN_EUROPE
NESTLE L'ATELIER – Tablette Chocolat noir ganache – 130g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|SOUTHERN_EUROPE
NESTLE LES RECETTES DE L'ATELIER - Carrés dégustation Chocolat noir 70% - 210g,"Nestlé, Les recettes de l'atelier, Les recettes de l'atelier les carres",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE LES RECETTES DE L'ATELIER - Carrés dégustation Chocolat noir éclats cacao - 192g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
"NESTLE LES RECETTES DE L'ATELIER - Lingots Chocolat noir myrtilles amandes noisettes - 152,6g","Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE LES RECETTES DE L'ATELIER Juste 3 Ingrédients 90% 80g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE LES RECETTES DE L'ATELIER Lait Caramel 115g,"Nestlé, Les recettes de l'atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Recette de l'atelier,"Nestlé, Les recettes de l'Atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Recettes de l'Atelier N°4 Noir Epicé,"Nestlé, Les recettes de l'Atelier",nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Recettes de l'atelier - Ganache chocolat & café,Nestlé,nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
les recettes de l atelier,Nestlé,nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Barre chocolatée lion,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
LION MINI 234g,"Nestlé, Lion minis",nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
LION MINI Barres chocolatées - sachet 350g,"Nestlé, Lion mini",nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|SOUTHERN_EUROPE
LION MINI Barres chocolatées - sachet 385g,"Nestlé, Lion mini",nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
LION Peanut Barres - 5x41g,"Nestlé, Lion peanut",nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
LION White - Barres chocolatées 6x30g,"Nestlé, Lion white",nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Austria,DACH|FRANCE
Lion,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Lion,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|UK_IE
Lion,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Lion - Coconut,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
Lion 2er,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
Lion Bar,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Lion Peanut,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
Lion Snack Size,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Austria,DACH|FRANCE
Lion White - Snack Size,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Lion White Duo,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|UK_IE
Lion black white,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
Lion caramel blond,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Belgium,BENELUX|FRANCE|DACH
Lion mini (+10% gratuit),Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Lion snack size,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
"Lion, Black White",Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Austria,DACH|FRANCE
NESTLE LION Getreideriegel Multipack (,Nestlé,nestle,Lion,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
Milky Bar,Nestlé,nestle,Milkybar,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Milky Bar,Nestle,nestle,Milkybar,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Milky Bar Chocolate Egg,Nestle,nestle,Milkybar,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Milky bar,Nestlé,nestle,Milkybar,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Milkybar,Nestlé,nestle,Milkybar,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|SOUTHERN_EUROPE
Milkybar,Nestlé,nestle,Milkybar,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|UK_IE
Milkybar,Nestle,nestle,Milkybar,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Milkybar,Nestlé,nestle,Milkybar,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,Ireland,UK_IE
Milkybar Speculoos,Nestlé,nestle,Milkybar,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Milkybar galleta,Nestlé,nestle,Milkybar,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Milkybar imp,Nestle,nestle,Milkybar,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Milkybar white chocolate buttons,Nestle,nestle,Milkybar,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Nestle Milkybar Chocolate Crumble,Nestlé,nestle,Milkybar,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
milky bar gold,Nestlé,nestle,Milkybar,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
NESQUIK Barres de Céréales 6 x 25g + 6 offertes,"Nestlé, Cereal Partners",nestle,Nesquik,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE NESQUIK Barres de Céréales Crunchy brownie 6x20g,"Nestlé, Nesquik crunchy brownie",nestle,Nesquik,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Nesquik,Nestlé,nestle,Nesquik,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Nesquik - Chocolat au lait fourré aux crème de lait,Nestlé,nestle,Nesquik,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|SOUTHERN_EUROPE
"Nesquik Cereal Riegel, Schoko",Nestlé,nestle,Nesquik,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Nesquik Chocolate Milk Flavouring,Nestlé,nestle,Nesquik,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Australia,FRANCE
Nesquik Schnitten,Nestlé,nestle,Nesquik,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Austria,DACH|FRANCE|SOUTHERN_EUROPE|UK_IE
Nesquik Snack Kakao,Nestlé,nestle,Nesquik,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
Nesquik wafer,Nestlé,nestle,Nesquik,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Belgium,BENELUX|FRANCE
Nestlé Nesquik Snack Cacao kakao,Nestlé,nestle,Nesquik,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH|SOUTHERN_EUROPE
NESTLE DESSERT Barres noir 32g,"Nestlé, Dessert",nestle,Nestlé Dessert,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE DESSERT Blanc 2x170g,"Nestlé, Dessert",nestle,Nestlé Dessert,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLE DESSERT Lait,Nestlé,nestle,Nestlé Dessert,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Canada,US_CANADA|FRANCE
NESTLE DESSERT Préparation pour Muffins Pepites Chocolat 279g,"Nestlé, Dessert",nestle,Nestlé Dessert,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLÉ DESSERT 70% Absolu 3x170g,Nestlé,nestle,Nestlé Dessert,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLÉ DESSERT 80% Puissant 170g,Nestlé,nestle,Nestlé Dessert,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLÉ DESSERT Blanc 170g,"Nestlé, Dessert",nestle,Nestlé Dessert,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLÉ DESSERT Chocolat Noir Éclats de Noisettes 170g,"Nestlé, Dessert",nestle,Nestlé Dessert,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLÉ DESSERT Noir 2x205g,Nestlé,nestle,Nestlé Dessert,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Canada,US_CANADA|FRANCE|DACH
NESTLÉ DESSERT Noir Doux 170g,"Nestlé, Dessert",nestle,Nestlé Dessert,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
NESTLÉ DESSERT Praliné 170g,Nestlé,nestle,Nestlé Dessert,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Rolo,Nestlé,nestle,Rolo,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Canada,US_CANADA|FRANCE
Bonbons smarties de chocolat au lait dragéïfiés,Nestlé,nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
Chocolat Smarties,Nestlé,nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
Lapins Smarties,Nestlé,nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Milk chocolate egg containing SMARTIES,Nestle,nestle,Smarties,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Oeuf géant smarties,Nestlé,nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
SMARTIES Mini bonbons chocolatés Sachet,"Nestlé, Smarties mini",nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
SMARTIES WHITE CHOCOLATE Hexatube 34g,"Nestlé, Smarties white chocolate",nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Smarties,Nestlé,nestle,Smarties,product_name_recovery_nestle_us_canada_snacks,Nestlé,snacks,United States,US_CANADA
Smarties,Nestlé,nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|UK_IE
Smarties,Nestlé,nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,Belgium,BENELUX|FRANCE
Smarties,Nestlé,nestle,Smarties,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Smarties Buttons,Nestlé,nestle,Smarties,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Smarties Easter Bunny,Nestle,nestle,Smarties,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,Australia,UK_IE
Smarties Family Pack,Nestlé,nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
Smarties Mini,Nestlé,nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE|DACH
Smarties Mini Tablettes,Nestlé,nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
Smarties pop up choco,Nestlé,nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
White chocolate smarties,Nestlé,nestle,Smarties,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
White chocolate smarties,Nestle,nestle,Smarties,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Œufs de Pâques Smarties,Nestlé,nestle,Smarties,product_name_recovery_nestle_france_snacks,Nestlé,snacks,France,FRANCE
YORKIE DUO RAISIN & BISCUIT,Nestle,nestle,Yorkie,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,Ireland,UK_IE
Yorkie Biscuit & Brownie Duo,Nestlé,nestle,Yorkie,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,Ireland,UK_IE
Yorkie Honeycomb,Nestlé,nestle,Yorkie,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Yorkie Original,Nestlé,nestle,Yorkie,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,Ireland,UK_IE
Yorkie Original Duo,Nestlé,nestle,Yorkie,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
Yorkie orange,Nestlé,nestle,Yorkie,product_name_recovery_nestle_uk_ie_snacks,Nestlé,snacks,United Kingdom,UK_IE
