barcode,product_name,normalized_brand,primary_brand,query_category,primary_country,observed_market_region_codes,visible_company_owner,ownership_resolution_status,company_mapping_source
84114902801,Potato Chips Low Sodium (Canada Only),kettle brand,kettle,snacks,Canada,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114033338,Potato Chips,kettle brand,kettle,snacks,France,FRANCE|US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114119056,Potato Chips Honey Dijon,kettle brand,kettle,snacks,France,FRANCE|US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114107077,Potato Chips Krinkle Cut Salt & Fresh Ground Pepper,kettle brand,kettle,snacks,France,FRANCE|US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114126566,Potato Chips Pepperoncini,kettle brand,kettle,snacks,France,FRANCE|US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114009982,Potato Chips Sea Salt,kettle brand,kettle,snacks,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114119032,Potato Chips Sea Salt,kettle brand,diamond foods inc,snacks,France,FRANCE|US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114108128,Potato Chips Sea Salt,kettle brand,kettle,snacks,France,FRANCE|US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114113917,Potato Chips Backyard Barbeque,kettle brand,kettle,snacks,Mexico,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114030702,Potato Chips Honey Dijon,kettle brand,kettle,snacks,Singapore,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114903167,Air Fried Jalapeño,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114902917,Air Fried Kettle Cooked Air Finished Chips Himalayan Salt,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114901187,Farmstand Ranch,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114901903,Jalapeño,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114115447,Kettle Potato Chips Backyard BBQ,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114902085,Krinkle Cut Potato Chips,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114108548,Krinkle Cut Potato Chips Dill Pickle,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114113832,Krinkle Cut Potato Chips Dill Pickle,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114128003,Krinkle Cut Potato Chips Dill Pickle,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114128041,Krinkle Cut Potato Chips Dill Pickle,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114900425,Krinkle cut potato chips,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114009975,Organic Potato Chips Sea Salt,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114143112,Organic Sea salt & Vinegar,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114901521,POTATO CHIPS BACKYARD BARBEQUE,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114112699,POTATO CHIPS SEA SALT,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114902160,POTATO CHIPS SEA SALT & VINEGAR,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114901149,Potato Chip Sea Salt & Apple Cider Vinegar,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114901200,Potato Chips,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114902009,Potato Chips,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114903853,Potato Chips Apple Cider Vinegar,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114114495,Potato Chips Backyard Barbeque,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114116642,Potato Chips Backyard Barbeque,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114902634,Potato Chips Backyard Barbeque,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114902023,Potato Chips Farmstand Ranch,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114903297,Potato Chips Himalayan Salt,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114108159,Potato Chips Honey Dijon,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114112736,Potato Chips Honey Dijon,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114902030,Potato Chips Honey Dijon,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114902610,Potato Chips Honey Dijon,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114119100,Potato Chips Jalapeno,kettle brand,diamond foods inc,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114115881,Potato Chips Jalapeno,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114116321,Potato Chips Jalapeno,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114116352,Potato Chips Jalapeno,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114120830,Potato Chips Jalapeno,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114129673,Potato Chips Jalapeno,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114123572,Potato Chips Jalapeño,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114110978,Potato Chips Krinkle Cut Classic Barbeque,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114119131,Potato Chips Krinkle Cut Salt & Fresh Ground Pepper,kettle brand,diamond foods inc,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114108531,Potato Chips Krinkle Cut Salt & Fresh Ground Pepper,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114112705,Potato Chips Krinkle Cut Salt & Fresh Ground Pepper,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114032409,Potato Chips Krinkle Cut Salt & Fresh Ground Pepper,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114032607,Potato Chips Krinkle Cut Salt & Fresh Ground Pepper,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114032386,Potato Chips Krinkle Cut Sea Salt,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114009944,Potato Chips New York Cheddar,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114033208,Potato Chips New York Cheddar,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114108135,Potato Chips New York Cheddar,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114112712,Potato Chips New York Cheddar,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114902122,Potato Chips Parmesan Garlic,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114221971,Potato Chips Pepperoncini,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114902139,Potato Chips Pepperoncini,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114115133,Potato Chips Pepperoncini,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114221964,Potato Chips Pepperoncini,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114221988,Potato Chips Pepperoncini,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114032164,Potato Chips Sea Salt,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114129666,Potato Chips Sea Salt,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114901590,Potato Chips Sea Salt,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114009968,Potato Chips Sea Salt & Vinegar,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114903464,Potato Chips Sea Salt & Vinegar,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114108142,Potato Chips Sea Salt & Vinegar,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114123534,Potato Chips Sea Salt & Vinegar,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114113931,Potato Chips Sour Cream And Onion,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114114464,Potato Chips Sour Cream And Onion,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114009999,Potato Chips Unsalted (US only),kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114123473,Potato Chips Unsalted (US only),kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114901811,Potato Chips Unsalted (US only),kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114902108,Potato Chips Unsalted (US only),kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114118035,Reduced Fat Potato Chips Sea Salt,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114123916,Reduced Fat Potato Chips Sea Salt,kettle brand,diamond foods inc,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114903846,SEA SALT WITH A HINT OF PINK PEPPERCORN,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114901910,Sea Salt & Vinegar Potato Chips,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
84114113375,Sweet Potatoes Chips,kettle brand,kettle,snacks,United States,US_CANADA,Campbell Soup Company,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476597199,10 Capsules Brésil Fairtrade,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475314865,10 Capsules Colombie Bio Fairtrade,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475315206,10 Capsules Pérou Bio Fairtrade,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475308536,100 % Pur Jus Carotte Citron,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473216383,100 % Pur Jus Pamplemousse Blanc avec pulpe,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475308635,100 % Pur Jus Pamplemousse blanc,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473216321,100 % Pur Jus de Tomate salé à 3 g par litre,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473216345,100 % Pur Jus multifruits,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473216420,"100 % Pur Jus, Raisin blanc & Muscat",casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473274499,100 % Pur jus carotte naturellement riche en vitamine A,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473216338,100 % Pur jus de pomme,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477037625,100 % Pur jus de pomme Pommes de France,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222471081006,100 % Pur jus de raisin,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475307676,100 % Pus Jus Tomate,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222474859152,100 % pur jus Orange sans pulpe Flash pasteurisé,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477732711,100 pur jus orange casino,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477732728,100% PUR JUS Orange,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473960149,100% PUR Jus multifruits,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476924766,100% PUR Jus multifruits,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473216307,100% Pur Jus Ananas,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475309847,100% Pur Jus Ananas Flash pasteurisé,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476725486,100% Pur Jus BIO Raisin Pomme Cranberry,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222472708889,100% Pur Jus Clémentine Flash pasteurisé - Naturellement riche en vitamine C,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473274482,100% Pur Jus Clémentine – Naturellement source de vitamine C,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476542823,100% Pur Jus Fruits du Verger,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475537516,100% Pur Jus Multifruits,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476416605,100% Pur Jus Multifruits,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222471388440,100% Pur Jus ORANGE,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222472465355,100% Pur Jus Orange,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476416575,100% Pur Jus Orange,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476529886,100% Pur Jus Orange,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473960262,100% Pur Jus Orange Mandarine Raisin avec pulpe - Flash pasteurisé,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473936205,100% Pur Jus Orange Mangue Flash pasteurisé,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473216123,100% Pur Jus Orange Naturellement riche en vitamine C,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222471516881,100% Pur Jus Orange Naturellement source de vitamine C,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475131219,100% Pur Jus Orange avec pulpe,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473960286,100% Pur Jus Orange avec pulpe - flash pasteurisé- naturellement riche en vitamine C,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476658968,100% Pur Jus Orange avec pulpe réfrigéré,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222471855133,100% Pur Jus Orange pué Flash pasteurisé,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222471623800,100% Pur Jus Pamplemousse rose Orange,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222471364086,100% Pur Jus Pamplemousse rose avec pulpe,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473216246,100% Pur Jus Pamplemousse rose avec pulpe,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476658975,100% Pur Jus Pamplemousse rose pulpé réfrigéré,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222474224738,100% Pur Jus Pomme,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476416599,100% Pur Jus Pomme,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476707819,100% Pur Jus Pomme,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476211613,100% Pur Jus Pomme Poire - Flash pasteurisé,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476707826,100% Pur Jus Raisin - muscaté,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476153036,100% Pur Jus d'Orange Bio,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475344893,100% Pur Jus pomme Flash pasteurisé,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477746206,100% Pur jus,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473960279,100% Pur jus 3 Agrumes avec Pulpe,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222472967262,100% Pur jus 3 fruits,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476282866,100% Pur jus Source de vitamines A & C,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476530387,100% Pur jus de Pomme,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476386434,100% Pur jus orange,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476116451,100% pur Jus multifruits,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477164505,100% pur Jus pomme,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475975516,100% pur jus Orange Raisin Passion,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
8406615,100% pur jus Orange Sanguine de Sicile pressé,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475116872,100% pur jus clémentine raisin blanc orange,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475120978,100% pur jus d'orange Bio,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475120961,100% pur jus de pomme,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476153043,100% pur jus de pomme,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477164581,100% pur jus de pomme,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477019348,100% pur jus orange,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475121319,100% pur jus pomme,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476446657,100% pur jus pommes de Bretagne,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476446671,100% pur jus raisins rouges du languedoc,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475151057,"18 dosettes souples spécialement adaptées aux machines à dosettes et percolateurs, pur arabica d'Ethiopie",casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473615452,"Agrumes - saveur orange, citron et pamplemousse",casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473615476,Agrumes zéro,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475467363,Amanda,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475467370,Amanda,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475299636,Arabica Doux 36 dosettes souples,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222474709983,Arome fleurs d'oranger,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477151116,Arrangé Saveur Banane,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476153050,BIO 100% pur jus Pomme mangue Bouteille,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222476153005,BIO Jus Pruneaux Bouteille Biologique,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477626188,BIO Pom Party,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222472897453,Beaujolais Nouveau 2017,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477075542,Belle canne arrangé saveur vanille,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222471124239,Bergerac,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477171534,Bière Blanche de Spécialité Davelghem 4.5% vol,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222477171565,Bière Grenat d'Abbaye Davelghem 5%,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473387137,Bière Kellegen boîte 50cl forte,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222473234400,Bière Kellegen sans alcool,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3222475918377,Bière aromatisée Agave et Cachaça,casino,casino,beverages,France,FRANCE,Casino Group,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
