review_decision,review_note,normalized_brand,query_category,primary_country,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,company_mapping_would_change,product_count,example_product_names,example_off_brands_raw
,,heinz,snacks,France,FRANCE|BENELUX|US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Chocoladevlokken melk,"De Ruijter, Heinz, Koninklijke De Ruijter B.V."
,,hershey's,beverages,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Sirop De Caramel Léger,Hershey s
,,hipro,dairies,Belgium,BENELUX|FRANCE,Danone,Manual review / complex ownership,manual_review,True,1,HiPRO Saveur Coco,"Danone, Hipro"
,,honey bunches of oats,cereals,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Cereal,"Post, Honey Bunches Of Oats, Post Foods Llc"
,,honey bunches of oats,cereals,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Cereal,"With real strawberries, Honey Bunches Of Oats, Post Foods Llc"
,,innocent,beverages,France,FRANCE|DACH,Danone,Manual review / complex ownership,manual_review,True,1,Marille Jogurella,"Danone, Schärdinger, innocent"
,,innocent,beverages,Austria,DACH|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Super Smoothie Antioxidant,"The Coca-Cola Company, innocent"
,,innocent 123 soleil,beverages,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,smoothie mangue fruits de la passion,innocent 123 soleil
,,innocent foods,beverages,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Fruit + Veg Smoothie,Innocent Foods
,,innocent kids,beverages,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,"super smoothie IMMUNITY mangoes, peaches, apricots & apples",innocent kids
,,innocent kids apples and blackcurrants,beverages,Ireland,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Smoothies,Innocent kids apples and blackcurrants
,,intermarche itineraire des saveurs,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,,intermarché itinéraire des saveurs
,,intermarche les creations,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Chips croustillantes de légumes,Intermarché Les Créations
,,intermarche paturages,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Yaourt brassé poire vanille BIO,Intermarché pâturages
,,jacob's,beverages,Australia,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Natures cuppa,"Douwe Egberts, Jacobs"
,,jacob's,beverages,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,L'Or espresso Delizioso,"Douwe Egberts, Jacobs"
,,jacob's,beverages,France,FRANCE|DACH,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Kaffee,"Entdecken 1895, Jacobs"
,,jacob's,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Twiglets Original,Jacob s
,,jacobs creek,beverages,France,FRANCE|UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,"Vin blanc, Chardonnay",Jacob's Creek
,,jacobs creek,beverages,Germany,DACH|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Alkoholfri Riesling,Jacobs creek
,,jacobs creek,beverages,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Jacob's Creek Classic Shiraz 2012,Jacob's Creek
,,jacobs douwe egberts,beverages,France,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Senseo Strong Kaffepads,"Jacobs Douwe Egberts, Senseo"
,,jacobs douwe egberts,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Senseo Chocobreak,"Jacobs Douwe Egberts, Senséo"
,,jacobs douwe egberts norge as,beverages,Australia,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Café L'or Lungo Profondo 8,"JACOBS DOUWE EGBERTS NORGE AS, L'Or"
,,jacobs douwe egberts norge as,beverages,France,FRANCE|BENELUX,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Decaffeinato Espresso,JACOBS DOUWE EGBERTS NORGE AS
,,jacobs douwe egberts norge as,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Tassimo Gevalia Cappuccino.,JACOBS DOUWE EGBERTS NORGE AS
,,jacobs douwe egberts norge as retail,beverages,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Café l'Or Ristretto intensity 11,Jacobs Douwe Egberts Norge AS Retail
,,jardin bio,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Tartinettes à la Myrtille,"Jardin BioLéa Nature,Jardin bio"
,,jardin bio,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Tartinettes au citron,"Léa Nature, jardin bio"
,,jardin bio etic,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Petits sablés apéro Parmesan,JARDIN BIO ETIC
,,kashi,cereals,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Organic blueberry clusters,"Koshi, Kashi"
,,kashi go,cereals,France,FRANCE|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Peanut Butter Crunch,Kashi GO
,,kashi go,cereals,Mexico,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,mixed berry crunch,Kashi GO
,,kashi solana beach california,snacks,Canada,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,"Chocolate Chip Chia, Crunchy 7-Grain with Quinoa Bars. Made in 🇨🇦 with domestic & imported ingredients.",Kashi 🇺🇸 Solana Beach California
,,kashi solana beach california usa,cereals,Canada,US_CANADA|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,GO Lean Crunch Cereal,Kashi 🇺🇸Solana Beach California USA
,,kellog,cereals,United States,US_CANADA,Ferrero,Other / not mapped to a company,unresolved,True,1,Special K fruit and yogurt,Kellog
,,kellog company,cereals,United Kingdom,UK_IE,Mars,Other / not mapped to a company,unresolved,True,1,All-Bran Fibre Plus,Kellog Company
,,kellogg,cereals,Belgium,BENELUX|UK_IE,Mars,Other / not mapped to a company,unresolved,True,1,Raisin Wheats,Kellogg
,,kellogg,cereals,France,FRANCE|SOUTHERN_EUROPE,Mars,Other / not mapped to a company,unresolved,True,1,Krave choco nut flavour,Kellogg
,,kellogg,cereals,Ireland,UK_IE,Mars,Other / not mapped to a company,unresolved,True,1,Cornflakes,Kellogg
,,kellogg,snacks,France,FRANCE|UK_IE,Mars,Other / not mapped to a company,unresolved,True,1,Nutri-Grain Strawberry,Kellogg
,,kellogg uk,cereals,United States,US_CANADA,Ferrero,Other / not mapped to a company,unresolved,True,1,Frosties,Kellogg uk
,,kellogs,cereals,Anguilla,US_CANADA,Ferrero,Other / not mapped to a company,unresolved,True,1,"Crunchy rice & wheat flakes cereal, vanilla almond",kellog's
,,kellogs,cereals,Belgium,BENELUX|FRANCE|DACH,Mars,Other / not mapped to a company,unresolved,True,1,Kellogs miel pops,"KELLOG'S, Kellogg's - KELLOG Company"
,,kellogs,cereals,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,Mars,Other / not mapped to a company,unresolved,True,1,,kellogs
,,kellogs,cereals,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Mars,Other / not mapped to a company,unresolved,True,1,Kelloggs rice krispies,Kellog’s
,,kellogs,cereals,Canada,US_CANADA|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Céréales rice krispies,Kellogs
,,kellogs,cereals,France,FRANCE|BENELUX,Mars,Other / not mapped to a company,unresolved,True,1,Special K original,Kellogs
,,kellogs,cereals,French Polynesia,US_CANADA,Ferrero,Other / not mapped to a company,unresolved,True,1,Kellogs froot loops box,kellogs
,,kellogs,cereals,Ireland,UK_IE,Mars,Other / not mapped to a company,unresolved,True,1,Crunchy nut salted caramel,Kellogs
,,kellogs,cereals,Italy,SOUTHERN_EUROPE|UK_IE,Mars,Other / not mapped to a company,unresolved,True,1,Coco pops Palline,kellogs
,,kellogs,snacks,Canada,US_CANADA,Ferrero,Other / not mapped to a company,unresolved,True,1,"Toaster pastries, frosted pumpkin pie",Kellogs
,,kellogs,snacks,France,FRANCE,Mars,Other / not mapped to a company,unresolved,True,1,Extra barre généreuse,Kellogs
,,kellogs,snacks,France,FRANCE|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,"Frosted cookies & creme toaster pastries, frosted cookies & creme",Kellogs
,,kettle brand,snacks,France,FRANCE|US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Potato Chips Sea Salt,"Diamond Foods Inc., Kettle, Kettle Brand"
,,kettle brand,snacks,Canada,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Potato Chips Low Sodium (Canada Only),"kettle, Kettle Brand"
,,kettle brand,snacks,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Potato Chips Sea Salt,"Kettle, Kettle Brand"
,,kettle brand,snacks,Mexico,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Potato Chips Backyard Barbeque,"Kettle, Kettle Brand"
,,kettle brand,snacks,Singapore,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Potato Chips Honey Dijon,"Kettle, Kettle Brand"
,,kind breakfast,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Honey Oat,KIND BREAKFAST
,,kind breakfast protein,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Apple Cinnamon,KIND breakfast protein
,,kind chewy,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Chocolate Chip Granola Bar,KIND Chewy
,,kind chocolate chip cashew,snacks,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Kind,Kind Chocolate Chip Cashew
,,kind kids,snacks,France,FRANCE|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Chewy Chocolate Chip Bars,Kind Kids
,,kind kids,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Chewy Honey Oat Bar,Kind Kids
,,kind llc,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Nuts & spices caramel almond & sea salt bars,Kind Llc
,,kind minis,snacks,France,FRANCE|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Barre chocolat noir et caramel beurre sale,KIND minis
,,kind protein,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Almond Butter Dark Chocolate With Protein,Kind Protein
,,kind thins,snacks,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Dark Chocolate Nuts & Sea Salt,Kind Thins
,,kind thins,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Dark Chocolate Cherry Cashew Bar,Kind Thins
,,kind zero,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Dark Chocolate Nuts & Sea Salt,KIND ZERO
,,kinder,snacks,France,FRANCE|BENELUX|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,KINDER Bueno Barre Glacée Noisette enrobée de Chocolat au Lait,"ESKIMO,Kinder"
,,kinder bueno,snacks,Canada,US_CANADA|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Milk chocolate covered wafers with smooth milk hazelnut filling,Kinder Bueno
,,kinder bueno,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Kinder bueno,Kinder Bueno
,,kinder bueno,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Crispy Creamy Chocolate Bar,Kinder Bueno
,,kinder ferrero,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,ELEMENTS D'EMBALLAGE,Kinder Ferrero
,,kinder maxi,snacks,Australia,FRANCE|SOUTHERN_EUROPE|NORDICS|UK_IE|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Barra de chocolate con leche rellena a base de leche,Kinder Maxi
,,kiri,dairies,Australia,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Kiri greek style,"Bel, Kiri"
,,kiri,dairies,Austria,DACH|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Kiri,"Bel, Kiri"
,,kiri,dairies,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Kiri à la Crème de Lait,"Bel, Kiri"
,,kiri,dairies,France,FRANCE|DACH,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,kiri mit Joghurt,"Bel, Kiri"
,,kiri,dairies,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Queso fresco con nata,"Bel, Kiri"
,,kiri,dairies,Algeria,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Топено сирене специалитет,"Fromageries Bel,Kiri"
,,kiri,dairies,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,la vache qui rit,"La vache qui rit, kiri"
,,kiri gouter,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Kiri gouter,Kiri Gouter
,,kiri sus,dairies,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Processed Creamy Cheese,Kiri Sus
,,kitkat nestle,snacks,France,FRANCE,Nestlé,Other / not mapped to a company,unresolved,True,1,KITKAT Tablette noisette 99g,Kitkat Nestle
,,kitkat nestle,snacks,France,FRANCE|DACH,Nestlé,Other / not mapped to a company,unresolved,True,1,Chunky White Chocolate,KitKat - Nestle
,,kraft,dairies,Australia,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Cheddar,"Dairylea, Kraft"
,,kraft,cereals,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Vitalis Roasted Muesli Fraise-Vanille Bourbon,"Dr. Oetker, Kraft, Vitalis"
