parent_company_source,official_brand_name,canonical_brand,brand_key,default_assigned_company,default_relationship_type,regional_exception_flag,exception_region_code,exception_region_name,exception_assigned_company,exception_relationship_type,ownership_resolution_status,market_scope,category_scope,source_1_nestle_official_brand_list,source_2_regional_exception_matrix,notes
Nestlé,Shredded Wheat Original,Shredded Wheat Original,shredded wheat original,Nestlé,Official Nestlé brand,no,,,,,direct,Global,food_beverage,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list
Nestlé,Shreddies,Shreddies,shreddies,Nestlé,Official Nestlé brand,no,,,,,direct,Global,food_beverage,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list
Nestlé,Smarties,Smarties,smarties,Nestlé,Official Nestlé brand,yes,US,United States,Smarties Candy Company (US),Independent Trademark (Unrelated),market_scoped,US,food_beverage,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/nestle_brand_regional_exception_matrix.csv,Exception file assigns Smarties US to Smarties Candy Company
Nestlé,Smarties,Smarties,smarties,Nestlé,Official Nestlé brand,yes,ROW,Rest of World,Nestlé,Wholly Owned,market_scoped,Rest of World,food_beverage,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/nestle_brand_regional_exception_matrix.csv,Exception file assigns Smarties ROW to Nestlé
Nestlé,Solgar,Solgar,solgar,Nestlé,Official Nestlé brand,no,,,,,direct,Global,health_science,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Starbucks Coffee At Home,Starbucks Coffee At Home,starbucks coffee at home,Nestlé,Official Nestlé brand,yes,GLOBAL,Global Retail Channels,Nestlé,Global packaged coffee rights,market_scoped,Global retail channels,food_beverage,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/nestle_brand_regional_exception_matrix.csv,Exception file assigns Starbucks packaged/at-home global retail channels to Nestlé
Nestlé,Stouffer's,Stouffer's,stouffers,Nestlé,Official Nestlé brand,no,,,,,direct,Global,food_beverage,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list; duplicate listing collapsed to one matrix row
Nestlé,Supercoat,Supercoat,supercoat,Nestlé,Official Nestlé brand,no,,,,,direct,Global,petcare,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Terra Canis,Terra Canis,terra canis,Nestlé,Official Nestlé brand,no,,,,,direct,Global,petcare,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Thomy,Thomy,thomy,Nestlé,Official Nestlé brand,no,,,,,direct,Global,food_beverage,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list
Nestlé,Tidy Cats,Tidy Cats,tidy cats,Nestlé,Official Nestlé brand,no,,,,,direct,Global,petcare,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Toll House,Toll House,toll house,Nestlé,Official Nestlé brand,no,,,,,direct,Global,food_beverage,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list
Nestlé,Trix Cereal,Trix Cereal,trix cereal,Nestlé,Official Nestlé brand,no,,,,,direct,Global,food_beverage,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list
Nestlé,Vitaflo,Vitaflo,vitaflo,Nestlé,Official Nestlé brand,no,,,,,direct,Global,health_science,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Vital Proteins,Vital Proteins,vital proteins,Nestlé,Official Nestlé brand,no,,,,,direct,Global,health_science,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Vittel,Vittel,vittel,Nestlé,Official Nestlé brand,no,,,,,direct,Global,food_beverage,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list
Nestlé,Yiyang,Yiyang,yiyang,Nestlé,Official Nestlé brand,no,,,,,direct,Global,food_beverage,https://www.nestle.com/brands/brandssearchlist,,Official Nestlé A-Z brand list
