barcode,product_name,brands,primary_brand,query_category,off_categories,countries,observed_market_region_codes,image_url,energy_kcal_off_raw,energy_kcal,fat_100g_off_raw,fat_100g,saturated_fat_100g_off_raw,saturated_fat_100g,carbs_100g_off_raw,carbs_100g,sugars_100g_off_raw,sugars_100g,fiber_100g_off_raw,fiber_100g,protein_100g_off_raw,protein_100g,salt_100g_off_raw,salt_100g,nutrition_quality_status,outlier_type,include_in_product_table,include_in_aggregates,include_in_charts,nutrition_quality_reason,macro_sum_off_raw
67311028338,Oasis,oasis,oasis,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'ananas",en:canada|en:france,US_CANADA|FRANCE,https://images.openfoodfacts.org/images/products/006/731/102/8338/front_fr.22.400.jpg,44.0,44.0,0.0,0.0,0.00634375,,10.8,10.8,9.2,9.2,0.4,0.4,0.4,0.4,0.01,0.01,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,11.200000000000001
70177280512,Green tea,twinings,twinings,beverages,en:iced-teas,en:france,FRANCE,https://images.openfoodfacts.org/images/products/007/017/728/0512/front_fr.18.400.jpg,35.0,35.0,0.0,0.0,0.0,0.0,5.8,5.8,8.4,,0.1,0.1,0.0,0.0,0.045,0.045,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,5.8
70277105203,FETA CHEESE CRUMBLED,athenos,athenos,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, Greek cheeses, Feta",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/027/710/5203/front_en.24.400.jpg,250.0,250.0,63.7755102040818,,0.0,0.0,12.7551020408163,,12.7551020408163,12.7551020408163,0.0,0.0,51.0204081632654,,10.204081632653,10.204081632653,data_quality_error,data_quality_error,False,False,False,macros_exceed_100g,127.5510204081635
70552401280,String Cheese low-moisture part-skim mozzarella cheese,winco foods,winco foods,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, String cheeses",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/055/240/1280/front_en.14.400.jpg,285.71428571,285.71428571,21.42857143,21.42857143,10.7142857142857,10.7142857142857,3.57142857,3.57142857,3.57142857142857,,,,21.42857143,21.42857143,1.78571428571429,1.78571428571429,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,46.428571430000005
70847022909,Juice Monster Energy Juice Pipeline Punch,monster,monster,beverages,"Beverages, Carbonated drinks, Sodas, Sweetened beverages",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/084/702/2909/front_en.26.400.jpg,19000.0,,0.0,0.0,0.0045927103678385,,10.1479915433404,10.1479915433404,9.72515856236786,9.72515856236786,0.0438373046875005,0.0438373046875005,0.0,0.0,0.0422832980972516,0.0422832980972516,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal|saturated_fat_greater_than_fat,10.1479915433404
70847029014,JUICE MONSTER ENERGY + JUICE,monster,monster,beverages,"Beverages, Carbonated drinks, Sodas",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/084/702/9014/front_en.27.400.jpg,25000.0,,0.0,0.0,0.0037809025049209,,13.5256226013154,13.5256226013154,12.7014049740477,12.7014049740477,0.731062354292188,0.731062354292188,0.0,0.0,0.0474997675283615,0.0474997675283615,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal|saturated_fat_greater_than_fat,13.5256226013154
70847031918,Monster Energy Juice Pacific Punch,monster,monster,beverages,"Beverages and beverages preparations, Beverages, Carbonated drinks, Sodas, en:sweetened-beverages",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/084/703/1918/front_en.25.400.jpg,44.3974630021142,44.3974630021142,0.0,0.0,0.0050822175124595,,11.2050739957717,11.2050739957717,10.9936575052854,10.9936575052854,0.0512919248383618,0.0512919248383618,0.0,0.0,0.0422832980972516,0.0422832980972516,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,11.2050739957717
711540,Tropical Fruit,tropicana,tropicana,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/000/071/1540/front_en.4.400.jpg,51.897775,51.897775,0.0,0.0,0.0616985,,11.2178475,11.2178475,14.0,,0.642595,0.642595,0.375425,0.375425,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates|saturated_fat_greater_than_fat,11.5932725
71464280802,Berry Boost 100% Fruit Juice Smoothie,bolthouse farms,bolthouse farms,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages",en:france|en:united-states,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/007/146/428/0802/front_en.17.400.jpg,50.0,50.0,0.0,0.0,0.0339513888888889,,12.0833333333333,12.0833333333333,10.4166666666667,10.4166666666667,1.25,1.25,0.416666666666667,0.416666666666667,0.0104166666666667,0.0104166666666667,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,12.499999999999968
71481023000,Cottage Cheese Small Curd,friendship dairies,friendship dairies,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/148/102/3000/front_en.26.400.jpg,18000.0,,1600.0,,1600.0,,1600.0,,1600.0,,,,6400.0,,0.85,0.85,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal|nutrient_value_above_100g,9600.0
71923761453,40% Bran Flakes,hospitality,hospitality,cereals,en:breakfast-cereal,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/192/376/1453/front_en.7.400.jpg,321.42857142857,321.42857142857,3.5714285714286,,0.0,0.0,91.071428571429,,17.857142857143,17.857142857143,21.428571428571,21.428571428571,10.714285714286,,2.0535714285714,2.0535714285714,data_quality_error,data_quality_error,False,False,False,macros_exceed_100g,105.35714285714359
72084004700,Truffles,chocolate,chocolate,snacks,"en:cocoa-and-its-products,en:chocolate-candies,en:candy-chocolate-bars,en:chocolate-biscuity-bars,fr:barre-chocolatee-biscuitee-type-kitkat",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/208/400/4700/front_en.3.400.jpg,636.363636363636,636.363636363636,36.3636363636364,,36.3636363636364,36.3636363636364,63.6363636363636,,54.5454545454545,54.5454545454545,0.0,0.0,9.09090909090909,,0.227272727272727,0.227272727272727,data_quality_error,data_quality_error,False,False,False,macros_exceed_100g,109.0909090909091
724807,organic nonfat dry milk,trader joe's,trader joe's,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cottage cheeses",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/000/000/072/4807/front_en.23.400.jpg,70.7964601769911,70.7964601769911,0.0,0.0,0.104555,,5.0,5.0,4.0,4.0,0.0,0.0,14.0,14.0,1.1,1.1,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,19.0
72759006558,Chocolate Coconut Macaroons,dunford,dunford,snacks,Macarons,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/275/900/6558/front_en.3.400.jpg,461.538461538462,461.538461538462,26.9230769230769,26.9230769230769,26.9230769230769,26.9230769230769,,,38.4615384615385,38.4615384615385,3.84615384615385,3.84615384615385,3.84615384615385,3.84615384615385,721.153846153846,,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,
72830030090,SWISS,tillamook,tillamook,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/283/003/0090/front_en.4.400.jpg,360.0,360.0,28.0,28.0,20.0,20.0,3.99952,3.99952,4.6500975,,0.0,0.0,31.99952,31.99952,0.85,0.85,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,63.99904
72830033169,Provolone,tillamook,tillamook,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/283/003/3169/front_en.16.400.jpg,360.0,360.0,25.0,25.0,17.8571428571429,17.8571428571429,3.57142857142857,3.57142857142857,4.88378125,,0.0,0.0,21.4285714285714,21.4285714285714,2.23214285714286,2.23214285714286,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,49.99999999999997
73360707513,Natural Pure Sparkling Water,lacroix,lacroix,beverages,"Boissons, Eaux",en:france|en:united-states|en:world,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/007/336/070/7513/front_en.19.400.jpg,0.28169014084507,0.28169014084507,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,0.0
73390002015,CHERRY,airheads,airheads,snacks,"Snacks, Sweet snacks, Confectioneries, Candies",en:canada|en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/339/000/2015/front_en.54.400.jpg,384.615384615385,384.615384615385,0.0,0.0,0.0,0.0,616.370833333333,,70.5128205128205,70.5128205128205,0.0,0.0,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,616.370833333333
73390010553,"2-in-1 blue raspberry & cherry big bar candy, blue raspberry & cherry","airheads, perfetti van melle usa inc.",airheads,snacks,"Snacks, Sweet snacks, Confectioneries",en:france|en:united-states,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/007/339/001/0553/front_en.4.400.jpg,400.0,400.0,2.35,2.35,3.57,,96.47,96.47,68.24,68.24,,,0.0,0.0,0.12,0.12,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,98.82
73390010829,Air Heads,air heads,air heads,snacks,"Snacks,Sweet snacks,Confectioneries,Candies",en:france|en:united-states,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/007/339/001/0829/front_en.20.400.jpg,333.333333333333,333.333333333333,0.0,0.0,0.0499655253092401,,80.0,80.0,60.0,60.0,0.0838541666666666,0.0838541666666666,3.33333333333333,3.33333333333333,0.0,0.0,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,83.33333333333333
73420531249,COTTAGE CHEESE,daisy,daisy,dairies,"Dairies, Fermented foods, Fermented milk products, Cottage cheeses, en:fresh-cheeses",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/342/053/1249/front_en.34.400.jpg,94.1176470588235,94.1176470588235,5.0,5.0,3.5,3.5,8.23529411764706,8.23529411764706,10.0,,1.0,1.0,14.0,14.0,1000.0,,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g|sugars_greater_than_carbohydrates,27.235294117647058
74030002655,Mozzarella Cheese,galbani,galbani,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, Italian cheeses, Stretched-curd cheeses, Mozzarella",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/403/000/2655/front_en.16.400.jpg,300.0,300.0,23.3333333333333,23.3333333333333,10.0,10.0,0.0,0.0,4.91691085,,0.0,0.0,23.3333333333333,23.3333333333333,0.59,0.59,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,46.6666666666666
74030661364,STRING CHEESE LOW MOISTURE PART SKIM MOZZARELLA CHEESE,galbani,galbani,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, String cheeses",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/403/066/1364/front_en.20.400.jpg,285.714285714286,285.714285714286,21.4285714285714,21.4285714285714,12.5,12.5,0.0,0.0,4.89857125,,0.0,0.0,25.0,25.0,1.51785714285714,1.51785714285714,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,46.4285714285714
74682103502,Just Cranberry Juice,r.w. knudsen,r.w. knudsen,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages, en:fruit-juices",en:france|en:united-states|en:world,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/007/468/210/3502/front_en.15.400.jpg,29.1666666666667,29.1666666666667,0.0,0.0,0.00275,,7.5,7.5,3.75,3.75,1.2825,1.2825,0.0,0.0,0.0104166666666667,0.0104166666666667,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,7.5
74682105377,Recharge Mixed Berry,r.w. knudsen,r.w. knudsen,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages, Sweetened beverages",en:united-states|en:world,US_CANADA,https://images.openfoodfacts.org/images/products/007/468/210/5377/front_en.5.400.jpg,33.0,33.0,0.0,0.0,0.010817578125,,7.5,7.5,7.08,7.08,0.665859375,0.665859375,0.0,0.0,0.025,0.025,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,7.5
74682107128,prune juice,knudsen organic,knudsen organic,beverages,en:fruit-juice,en:france|en:united-states|en:world,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/007/468/210/7128/front_en.20.400.jpg,75.0,75.0,0.0,0.0,0.16,,19.1666666666667,19.1666666666667,14.5833333333333,14.5833333333333,1.25,1.25,0.416666666666667,0.416666666666667,0.015625,0.015625,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,19.583333333333368
74682200294,Organic Beet Juice,r.w. knudsen,r.w. knudsen,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages",en:united-states|en:world,US_CANADA,https://images.openfoodfacts.org/images/products/007/468/220/0294/front_en.13.400.jpg,37.5,37.5,0.0,0.0,0.038,,8.33333333333333,8.33333333333333,7.91666666666667,7.91666666666667,0.416666666666667,0.416666666666667,1.25,1.25,0.135416666666667,0.135416666666667,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,9.58333333333333
747103,Digestive,m&s food,m&s food,snacks,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Biscuits/Cookies (Shelf Stable), en:dark-chocolate-biscuits",en:france|en:united-kingdom,FRANCE|UK_IE,https://images.openfoodfacts.org/images/products/000/000/074/7103/front_en.99.400.jpg,502.958579881657,502.958579881657,25.4437869822485,,13.0177514792899,13.0177514792899,61.5384615384615,,150.887573964497,,20.7100591715976,20.7100591715976,35.5029585798817,,1.00591715976331,1.00591715976331,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates|macros_exceed_100g,122.4852071005917
753777,Spreadable Butter with Olive Oil,trader joe's,trader joe's,dairies,"Spreads, en:butters",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/000/000/075/3777/front_en.13.400.jpg,571.428571428572,571.428571428572,64.2857142857143,64.2857142857143,28.5714285714286,28.5714285714286,0.0,0.0,1.57479166666667,,0.289583333333333,0.289583333333333,0.0,0.0,1.51785714285714,1.51785714285714,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,64.2857142857143
76301591349,100% Orange Juice,"adam & eve, apple & eve",adam & eve,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Fruit juices from concentrate, Orange juices, Orange juices from concentrate",en:united-states|en:world,US_CANADA,https://images.openfoodfacts.org/images/products/007/630/159/1349/front_en.25.400.jpg,47.2972972972973,47.2972972972973,0.0,0.0,0.053,,11.4864864864865,11.4864864864865,9.7972972972973,9.7972972972973,0.28,0.28,0.0,0.0,0.0084459459459459,0.0084459459459459,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,11.4864864864865
77890425718,Crumbled Feta Fat Free Cheese Plain,wegmans,wegmans,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses",en:united-states,US_CANADA,,125.0,125.0,0.0,0.0,0.107708865,,7.14,7.14,3.57142857142857,3.57142857142857,0.003388,0.003388,25.0,25.0,3.025,3.025,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,32.14
77890427040,In Brine Feta Cheese Plain,wegmans,wegmans,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/789/042/7040/front_en.11.400.jpg,214.285714285714,214.285714285714,14.1098451444495,14.1098451444495,8.81865321528096,8.81865321528096,3.52746128611239,3.52746128611239,4.86159625,,0.0,0.0,17.6373064305619,17.6373064305619,3.26290168965396,3.26290168965396,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,35.27461286112379
77890594629,Cheese sticks,wegmans,wegmans,dairies,en:cheeses,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/789/059/4629/front_en.8.400.jpg,285.714285714286,285.714285714286,21.43,21.43,12.5,12.5,3.57,3.57,3.57,3.57,0.0,0.0,25.0,25.0,1785.725,,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,50.0
77890941775,salted butter sweet cream,wegmans,wegmans,dairies,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/789/094/1775/front_en.3.400.jpg,714.285714285714,714.285714285714,78.5714285714286,78.5714285714286,50.0,50.0,0.0,0.0,2.76688375,,1.38843625,1.38843625,0.0,0.0,1.60714285714286,1.60714285714286,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,78.5714285714286
77901006516,Feta Chunk,president,president,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, Greek cheeses, Refrigerated foods, Pasteurized cheeses, Feta, Feta blocs, Groceries",en:mexico|en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/790/100/6516/front_en.24.400.jpg,250.0,250.0,17.85714286,17.85714286,12.5,12.5,0.0,0.0,4.8819325,,0.0,0.0,17.85714286,17.85714286,2.32142857142857,2.32142857142857,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,35.71428572
78354708439,Seriously Sharp Cheddar Cheese,cabot creamery,cabot creamery,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Cheeses from the United Kingdom, Cheeses from England, Cheddar cheese",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/835/470/8439/front_en.20.400.jpg,392.857142857143,392.857142857143,32.1428571428571,32.1428571428571,21.4285714285714,21.4285714285714,3.57142857142857,3.57142857142857,0.0,0.0,0.0,0.0,25.0,25.0,1785.71428571429,,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,60.71428571428567
78742006246,Crunchy Corn Chips,great value,great value,snacks,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/874/200/6246/front_en.27.400.jpg,160.0,160.0,10.0,10.0,1.5,1.5,16.0,16.0,0.0,0.0,1.0,1.0,2.0,2.0,140.0,,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,28.0
78742025926,Sweet Cream Butter Salted,great value,great value,dairies,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/874/202/5926/front_en.29.400.jpg,714.285714285714,714.285714285714,78.5714285714286,78.5714285714286,50.0,50.0,0.0,0.0,2.76688375,,1.38843625,1.38843625,0.0,0.0,1.60714285714286,1.60714285714286,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,78.5714285714286
78742079479,Colby & Monterey Jack Cheese,great value,great value,dairies,Colby cheese,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/874/207/9479/front_en.25.400.jpg,400.0,400.0,100.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,77.7777777777777,,5.0,5.0,data_quality_error,data_quality_error,False,False,False,macros_exceed_100g,177.77777777777771
78742125961,Peanut Butter Sandwich Cookies,great value,great value,snacks,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/874/212/5961/front_en.6.400.jpg,440.0,440.0,15.5172413793103,15.5172413793103,5.17241379310345,5.17241379310345,58.6206896551724,58.6206896551724,27.5862068965517,27.5862068965517,0.0,0.0,3.44827586206897,3.44827586206897,775.862068965517,,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,77.58620689655167
78742259314,Great Value Premium Instant Coffee,great value,great value,beverages,"Beverages and beverages preparations, Beverages, Beverage preparations, Instant beverages, Unsweetened beverages, Instant coffees, en:coffees",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/874/225/9314/front_en.18.400.jpg,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,0.0,0.0,0.1,0.1,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,0.1
78742280561,Butter Salted Sticks,great value,great value,dairies,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/874/228/0561/front_en.17.400.jpg,714.285714285714,714.285714285714,78.5714285714286,78.5714285714286,50.0,50.0,0.0,0.0,2.76688375,,1.38843625,1.38843625,0.0,0.0,1.60714285714286,1.60714285714286,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,78.5714285714286
78742370477,Cream Cheese,great value,great value,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/874/237/0477/front_en.26.400.jpg,321.428571428572,321.428571428572,114.795918367347,,76.5306122448979,76.5306122448979,25.5102040816327,25.5102040816327,12.7551020408163,12.7551020408163,0.0,0.0,25.5102040816327,25.5102040816327,3.02933673469387,3.02933673469387,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,165.8163265306124
78742374192,Butter Salted Sweet Cream,great value,great value,dairies,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Dairy spreads, Milkfat, Butters, Sweet cream butters, en:salted-butters",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/874/237/4192/front_en.14.400.jpg,714.285714285714,714.285714285714,78.5714285714286,78.5714285714286,50.0,50.0,0.0,0.0,2.76688375,,1.38843625,1.38843625,0.0,0.0,1.60714285714286,1.60714285714286,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,78.5714285714286
78742374277,Sweet Cream Butter Unsalted,great value,great value,dairies,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Dairy spreads, Milkfat, Butters, Unsalted butters, en:sweet-cream-butters",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/874/237/4277/front_en.8.400.jpg,714.285714285714,714.285714285714,78.5714285714286,78.5714285714286,50.0,50.0,0.0,0.0,2.70075,,1.35525,1.35525,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,78.5714285714286
78907450334,Original Guacachip,"el sabroso, el sabroso guacachip tortilla chips",el sabroso,snacks,"Snacks,Chips and fries,Crisps,Corn chips",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/890/745/0334/front_en.29.400.jpg,500.0,500.0,25.0,25.0,1.78571428571429,1.78571428571429,229.591821428571,,3.57142857142857,3.57142857142857,3.57142857142857,3.57142857142857,7.14285714285714,7.14285714285714,4.46428571428571,4.46428571428571,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,261.73467857142816
790628,LEMON FLOWER COOKIES,trader joe's,trader joe's,snacks,en:cookies,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/000/000/079/0628/front_en.13.400.jpg,560.0,560.0,28.0,,12.0,12.0,72.0,,24.0,24.0,0.0,0.0,8.0,,0.55,0.55,data_quality_error,data_quality_error,False,False,False,macros_exceed_100g,108.0
79200931599,Candy,nestlé,nestle,snacks,"Snacks, Sweet snacks, Confectioneries",en:france|en:united-states,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/007/920/093/1599/front_fr.4.400.jpg,400.0,400.0,0.0,0.0,14.0,,93.33,93.33,93.33,93.33,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,93.33
79492041754,Waffle,great value butter milk waffle,great value,snacks,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries,en:waffles",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/949/204/1754/front_en.14.400.jpg,200.0,200.0,4.28571428571429,4.28571428571429,0.714285714285714,0.714285714285714,34.2857142857143,34.2857142857143,2.85714285714286,2.85714285714286,0.0,0.0,600.0,,1.10714285714286,1.10714285714286,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,638.5714285714287
79893406275,greek plain yogurt 0% nonfat,o organics,o organics,dairies,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/007/989/340/6275/front_en.25.400.jpg,70.5882352941177,70.5882352941177,0.0,0.0,0.11,,4.70588235294118,4.70588235294118,2.94117647058824,2.94117647058824,0.0,0.0,12.941,12.941,0.110295588235294,0.110295588235294,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,17.64688235294118
823388,Mexican Style Cheese Blend,trader joe's,trader joe's,dairies,"Dairies,Fermented foods,Fermented milk products,Cheeses,Mexican cheeses",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/000/000/082/3388/front_en.25.400.jpg,357.142857142857,357.142857142857,102.040816326531,,63.7755102040818,63.7755102040818,38.2653061224489,38.2653061224489,0.0,0.0,0.0,0.0,102.040816326531,,4.78316326530614,4.78316326530614,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,242.3469387755109
83791520018,Potato Chips Sea Salted,"""dirty"" deli style","""dirty"" deli style",snacks,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/008/379/152/0018/front_en.17.400.jpg,529.100529100529,529.100529100529,55.9894739788919,,7.77631583040166,7.77631583040166,99.5368426291413,,0.0,0.0,6.22105266432132,6.22105266432132,12.4421053286427,,1.32197369116828,1.32197369116828,data_quality_error,data_quality_error,False,False,False,macros_exceed_100g,167.9684219366759
85239948835,Half & Half,good & gather,good & gather,dairies,"Produits laitiers,en:Half milk and half cream",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/008/523/994/8835/front_en.24.400.jpg,40.0,40.0,3.5,3.5,2.0,2.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,37.5,37.5,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,3.5
86600707716,Tuna Salad & Crackers,bumble bee,bumble bee,snacks,en:appetizers,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/008/660/070/7716/front_en.19.400.jpg,322.916666666667,322.916666666667,3.20512820512821,3.20512820512821,3.84615384615385,,8.97435897435897,8.97435897435897,3.84615384615385,3.84615384615385,2.56410256410256,2.56410256410256,8.97435897435897,8.97435897435897,1.02564102564103,1.02564102564103,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,21.15384615384615
87692020240,Iced Tea & Vodka,sun cruiser,sun cruiser,beverages,"en:beverages-and-beverages-preparations,en:beverages,en:alcoholic-beverages,en:alcoholic-beverages-variety-packs",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/008/769/202/0240/front_en.15.400.jpg,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,0.0
