barcode,product_name,brands,primary_brand,query_category,off_categories,countries,observed_market_region_codes,image_url,energy_kcal_off_raw,energy_kcal,fat_100g_off_raw,fat_100g,saturated_fat_100g_off_raw,saturated_fat_100g,carbs_100g_off_raw,carbs_100g,sugars_100g_off_raw,sugars_100g,fiber_100g_off_raw,fiber_100g,protein_100g_off_raw,protein_100g,salt_100g_off_raw,salt_100g,nutrition_quality_status,outlier_type,include_in_product_table,include_in_aggregates,include_in_charts,nutrition_quality_reason,calculated_energy_kcal_from_macros_off_raw,energy_difference_abs_off_raw,energy_difference_pct_off_raw
810104461436,PROTEIN GRANOLA,magic spoon,magic spoon,cereals,"en:breakfasts,en:breakfast-cereals,en:crunchy-cereal-clusters",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/010/446/1436/front_en.48.400.jpg,233.333333333333,,33.3333333333333,,7.5,7.5,13.3333333333333,13.3333333333333,3.33333333333333,3.33333333333333,13.3333333333333,13.3333333333333,23.3333333333333,23.3333333333333,0.354166666666667,0.354166666666667,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,446.6666666666661,213.33333333333312,91.42857142857147
810113830773,Electrolyte Drink Mix,bodyarmor flash i.v.,bodyarmor flash i.v.,beverages,Dehydrated beverages,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/011/383/0773/front_en.3.400.jpg,187.5,,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,15.9375,15.9375,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,50.0,137.5,73.33333333333333
810113830797,Flash I.V.,body armor,body armor,beverages,"Dietary supplements,Dehydrated beverages",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/011/383/0797/front_en.16.400.jpg,214.285714285714,,0.0,0.0,,,14.2857142857143,14.2857142857143,0.0,0.0,,,0.0,0.0,17.8571428571429,17.8571428571429,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,57.1428571428572,157.1428571428568,73.33333333333327
810125973628,Sugar free Ring Pop flavor,liquid i.v.,liquid i.v.,beverages,"en:beverages-and-beverages-preparations,en:beverage-preparations,en:instant-beverages,en:instant-coffee-substitutes,en:instant-chicory,en:sugar-free-ready-to-drink-instant-chicory-with-artificial-sweeteners-reconstituted-with-standard-semi-skimmed-milk",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/012/597/3628/front_en.15.400.jpg,357.142857142857,,0.0,0.0,0.0,0.0,38.4615384615385,38.4615384615385,0.0,0.0,0.0,0.0,0.0,0.0,9.61538461538461,9.61538461538461,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,153.846153846154,203.296703296703,56.923076923076856
810137320724,Loaded Protein Cookie Browniez,ryse,ryse,snacks,en:cakes,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/013/732/0724/front_en.38.400.jpg,404.312668463612,,3.0,3.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,25.0,25.0,0.8,0.8,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,147.0,257.312668463612,63.64200000000001
810165010017,Organic Lollipops 6.2g,yumearth,yumearth,snacks,"Boissons, Snacks, Snacks sucrés, Confiseries, Bonbons, Boissons sans sucre ajouté, Sucettes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/081/016/501/0017/front_fr.49.400.jpg,100.0,,0.0,0.0,0.0,0.0,90.0,,66.0,66.0,0.0,0.0,0.0,0.0,0.03,0.03,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,360.0,260.0,260.0
810197740203,Popcorn Watermelon,lesser evil,lesser evil,snacks,Popcorn,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/019/774/0203/front_en.4.400.jpg,461.53846,,2.5,2.5,2.0,2.0,61.53846,61.53846,1.0,1.0,2.0,2.0,1.0,1.0,0.05,0.05,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,272.65384,188.88461999999998,40.92500113641667
810291007950,Pumpkin Spice Cookies,tate's bake shop,tate's bake shop,snacks,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits",en:italy|en:united-states,SOUTHERN_EUROPE|US_CANADA,https://images.openfoodfacts.org/images/products/081/029/100/7950/front_en.18.400.jpg,1923.07692307692,,23.0769230769231,23.0769230769231,13.4615384615385,13.4615384615385,69.2307692307692,69.2307692307692,42.3076923076923,42.3076923076923,0.0,0.0,7.69230769230769,7.69230769230769,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal|energy_inconsistent_with_macros,515.3846153846155,1407.6923076923044,73.19999999999996
810571030043,Cauliflower Sea Salt Veggie Crackers,from the ground up,from the ground up,snacks,da:crackers,en:greece|en:panama|en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/057/103/0043/front_en.37.400.jpg,428.571428571429,,4.5,4.5,2.0,2.0,20.0,20.0,1.999,1.999,1.999,1.999,1.0,1.0,0.812,0.812,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,124.5,304.071428571429,70.95000000000003
810589031216,Vanilla Chocolate Chip Ancient Grain Granola,purely elizabeth,purely elizabeth,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis",en:united-states|en:world,US_CANADA,https://images.openfoodfacts.org/images/products/081/058/903/1216/front_en.42.400.jpg,433.333333333333,,6.0,6.0,3.5,3.5,18.0,18.0,6.0,6.0,2.0,2.0,3.0,3.0,0.2875,0.2875,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,138.0,295.333333333333,68.15384615384613
810607020703,POP CORNERS Sea Salt,popcorners,popcorners,snacks,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",en:united-states|en:world,US_CANADA,https://images.openfoodfacts.org/images/products/081/060/702/0703/front_en.34.400.jpg,428.571428571429,,2.5,2.5,1.86174375,1.86174375,23.0,23.0,1.197,1.197,0.7,0.7,2.0,2.0,0.375,0.375,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,122.5,306.071428571429,71.4166666666667
810607021663,Spicy Queso Flavored,popcorners,popcorners,snacks,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/060/702/1663/front_en.20.400.jpg,500.0,,6.0,6.0,0.5,0.5,19.0,19.0,1.0,1.0,0.0,0.0,2.0,2.0,0.35,0.35,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,138.0,362.0,72.39999999999999
811737070033,Australian Licorice,darrell lea,darrell lea,snacks,"Australian candy, en:confectioneries",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/173/707/0033/front_en.3.400.jpg,100.0,,0.5,0.5,0.0,0.0,79.6665357142857,,11.0,11.0,0.0,0.0,1.0,1.0,0.05,0.05,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,327.1661428571428,227.1661428571428,227.1661428571428
813002020347,Quinoa & Chia Loaf,promise gluten free,promise gluten free,snacks,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Muffins, Pastries",en:united-states,US_CANADA,,225.0,,22.35,22.35,1.88,1.88,55.29,55.29,30.59,30.59,0.7,0.7,4.24,4.24,0.965,0.965,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,439.27,214.26999999999998,95.2311111111111
813039021454,Genoa Snack Pack,olli salumeria,olli salumeria,snacks,Snacks,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/303/902/1454/front_en.21.400.jpg,375.0,,13.0,13.0,6.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,13.0,13.0,1.375,1.375,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,205.0,170.0,45.33333333333333
813104022539,Veggie Flats,brad's,brad's,snacks,"snacks, salty-snacks, appetizers, da:crackers, en:crisps",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/310/402/2539/front_en.3.400.jpg,437.5,,3.05671087265015,3.05671087265015,0.34410019493103,0.34410019493103,5.55149173736572,5.55149173736572,1.71587089538574,1.71587089538574,3.16320877075195,3.16320877075195,3.43895433425903,3.43895433425903,0.151468896865845,0.151468896865845,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,63.47218214035035,374.02781785964964,85.4920726536342
813427000696,Hampstead Tea Elderflower Oolong Iced Tea,hampstead tea,hampstead tea,beverages,"Boissons, Boissons au thé, Thés glacés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/081/342/700/0696/front_fr.4.400.jpg,16.0,,0.0,0.0,0.0,0.0,41.0,,4.0,4.0,,,0.1,0.1,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,164.4,148.4,927.5
814558020584,Probiotic Cashewmilk Yogurt - Strawberry,"forager, forager project",forager,dairies,"Beverages and beverages preparations, Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, Yogurts, Yogurt drinks, en:non-dairy-yogurts",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/455/802/0584/front_en.31.400.jpg,46.4355028409091,,12.0540430397727,,0.803101619318181,0.803101619318181,14.5636758522727,,8.46360227272727,8.46360227272727,1.59023977272727,1.59023977272727,4.09264659090909,4.09264659090909,0.0136417357954545,0.0136417357954545,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,183.11167713068147,136.67617428977238,294.33551039176507
814558021239,Creamer,forager project,forager project,dairies,en:creams,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/455/802/1239/front_en.4.400.jpg,9.4,,7.2,,0.825,0.825,13.66,,1.008,1.008,2.7185,2.7185,5.2085,,0.01131,0.01131,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,140.274,130.874,1392.276595744681
815154020183,ORIGINAL CITRUS,full throttle,full throttle,beverages,"Beverages,Carbonated drinks,Sodas",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/515/402/0183/front_en.17.400.jpg,1437.5,,0.0,0.0,0.0,0.0,12.050739957717,12.050739957717,11.627906976744,11.627906976744,,,0.0,0.0,0.084566596194502,0.084566596194502,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal|energy_inconsistent_with_macros,48.202959830868,1389.297040169132,96.64675062046136
815909021267,coconut mix-ins,nosy,nosy,dairies,en:yogurt,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/590/902/1267/front_en.14.400.jpg,612.244897959184,,10.3658536585366,10.3658536585366,6.09756097560976,6.09756097560976,17.6829268292683,17.6829268292683,15.8536585365854,15.8536585365854,0.609756097560976,0.609756097560976,5.48780487804878,5.48780487804878,0.17530487804878,0.17530487804878,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,185.97560975609773,426.26928820308626,69.62398373983739
817719021079,FitCrunch,robert irvine's,robert irvine's,snacks,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Energy bars,Protein bars,Protein Energy Bars,p",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/771/902/1079/front_en.39.400.jpg,223.529411764706,,17.3913043478261,17.3913043478261,8.69565217391304,8.69565217391304,34.7826086956522,34.7826086956522,6.52173913043478,6.52173913043478,2.17391304347826,2.17391304347826,34.7826086956522,34.7826086956522,1.08695652173913,1.08695652173913,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,434.78260869565247,211.25319693094647,94.50800915331811
818290016607,Peaches & cream blended greek yogurt,chobani,chobani,dairies,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/081/829/001/6607/front_en.4.400.jpg,93.3333,,16.6667,,1.6667,1.6667,10.0,10.0,8.6667,8.6667,0.7,0.7,7.3333,7.3333,0.11666675,0.11666675,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,219.3335,126.00019999999999,135.00026250009375
829262000647,Coconut bite,bobo,bobo,snacks,en:biscuits,en:united-states|en:world,US_CANADA,https://images.openfoodfacts.org/images/products/082/926/200/0647/front_en.10.400.jpg,2.0,,16.216216216216,,4.0,4.0,64.864864864865,,9.0,9.0,2.0,2.0,2.0,,0.4054054054054,0.4054054054054,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,413.405405405404,411.405405405404,20570.2702702702
829515300579,Veggie Straws Sea Salt,sensible portions,sensible portions,snacks,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,Veggie Straws",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/082/951/530/0579/front_en.51.400.jpg,464.285714285714,,7.0,7.0,1.0,1.0,17.0,17.0,0.5,0.5,0.0,0.0,0.5,0.5,0.55,0.55,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,133.0,331.285714285714,71.35384615384613
830028000849,Chewing gum,pur,pur,snacks,"Snacks, Sweet snacks, Confectioneries, en:chewing-gum",en:france|en:united-states,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/083/002/800/0849/front_en.14.400.jpg,179.0,,0.0,0.0,1.3,,71.43,,0.1,0.1,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat|nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,285.72,106.72000000000003,59.62011173184359
830028001112,Polar mint,"polar, pur mints",polar,snacks,"Snacks, Sweet snacks, Confectioneries, Candies",en:france|en:united-states,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/083/002/800/1112/front_en.4.400.jpg,273.0,,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,400.0,127.0,46.52014652014652
832706004118,Chips patates douces et taro,,unknown,snacks,"Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de patate douce",en:france,FRANCE,https://images.openfoodfacts.org/images/products/083/270/600/4118/front_fr.4.400.jpg,140.0,,6.0,6.0,0.5,0.5,1.0,1.0,1.0,1.0,,,0.0,0.0,0.5,0.5,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,58.0,82.0,58.57142857142858
832958000661,India Pale Ale,glutenberg,glutenberg,beverages,"Boissons, Boissons alcoolisées, Bières, en:Ales, en:Specific products, Pale ales, en:Products for specific diets, Bières IPA, Produits sans gluten, Bières sans gluten",en:france,FRANCE,https://images.openfoodfacts.org/images/products/083/295/800/0661/front_fr.3.400.jpg,1.4232696253056154e+16,,0.0,0.0,0.0,0.0,6.34249471458774,6.34249471458774,0.0,0.0,0.0,0.0,0.0,0.0,0.0052854122621564,0.0052854122621564,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal|energy_inconsistent_with_macros,25.36997885835096,1.4232696253056128e+16,99.99999999999983
833911000384,Grated Cotija,el latino,el latino,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/083/391/100/0384/front_en.18.400.jpg,300.0,,30.0,30.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,4.25,4.25,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,430.0,130.0,43.333333333333336
838948002752,Sheniders Candy Planet Marshmallow 175 GR,,unknown,snacks,en:candies,en:france,FRANCE,https://images.openfoodfacts.org/images/products/083/894/800/2752/front_fr.6.400.jpg,80.0,,0.5,0.5,0.1,0.1,75.0,,69.0,69.0,,,4.2,4.2,0.02,0.02,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,321.3,241.3,301.62500000000006
838948006958,Brownie Gâteau Au Chocolat Sans Gluten Simply Bake Shneider's,shneiders,shneiders,snacks,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Brownies",en:france,FRANCE,,273.0,,26.4,26.4,4.0,4.0,44.4,44.4,29.7,29.7,,,4.6,4.6,0.1,0.1,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,433.6,160.60000000000002,58.82783882783884
840229305735,Protein Bar,built puff,built puff,snacks,en:bars,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/084/022/930/5735/front_en.41.400.jpg,350.0,,2.0,2.0,,,15.0,15.0,7.0,7.0,,,15.0,15.0,,,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,138.0,212.0,60.57142857142858
840290700132,Whole Milk Vanilla Yogurt,siggi's,siggi's,dairies,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fromages blancs - petit suisses and skyr, Skyrs, en:yogurts",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/084/029/070/0132/front_en.49.400.jpg,105.882352941176,,6.0,6.0,4.0,4.0,15.0,15.0,11.0,11.0,0.0,0.0,17.0,17.0,0.2,0.2,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,182.0,76.117647058824,71.88888888888965
840370901190,Cheddar Shredded Fat Free Cheddar Cheese,kraft,kraft,dairies,en:cheddar-cheese,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/084/037/090/1190/front_en.74.400.jpg,160.714285714286,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,9.0,0.7,0.7,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,44.0,116.714285714286,72.62222222222228
840370902777,Big Cheese Snack Protein+ Pepper Jack,kraft,kraft,dairies,en:cheeses,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/084/037/090/2777/front_en.9.400.jpg,535.714285714286,,14.2857142857143,14.2857142857143,8.92857142857143,8.92857142857143,1.78571428571429,1.78571428571429,0.0,0.0,0.0,0.0,30.3571428571429,30.3571428571429,1.875,1.875,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,257.14285714285745,278.57142857142856,51.99999999999997
840729000260,Traubensaft,dr.heyden,dr.heyden,beverages,Boissons,en:france,FRANCE,https://images.openfoodfacts.org/images/products/084/072/900/0260/front_fr.4.400.jpg,10.0,,12.0,,1.0,1.0,11.0,,2.0,2.0,0.9,0.9,2.0,2.0,0.1,0.1,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,160.0,150.0,1500.0
842379107078,String cheese,amazon,amazon,dairies,"en:dairies,en:dairy-by-products",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/084/237/910/7078/front_en.10.400.jpg,8000.0,,21.428571428571,21.428571428571,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1.6964285714286,1.6964285714286,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal|energy_inconsistent_with_macros,292.857142857139,7707.1428571428605,96.33928571428577
842826000280,Hazelnut chocolino instant cereal,,unknown,cereals,"Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,hot cereal,instant cereal",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/084/282/600/0280/front_en.3.400.jpg,200.0,,6.6666666666667,6.6666666666667,1.6666666666667,1.6666666666667,83.333333333333,,36.666666666667,36.666666666667,3.3333333333333,3.3333333333333,6.6666666666667,6.6666666666667,0.625,0.625,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,419.9999999999991,219.9999999999991,109.99999999999955
843076000235,DRINKING CHOCOLATE POWDERED DRINK MIX,lakanto,lakanto,beverages,"Beverages,Hot beverages",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/084/307/600/0235/front_en.14.400.jpg,93.75,,0.0,0.0,0.0,0.0,81.25,,0.0,0.0,75.0,75.0,6.25,6.25,0.78125,0.78125,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,350.0,256.25,273.3333333333333
843076001515,Cinnamon Almond Granola,lakanto,lakanto,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis",en:united-states|en:world,US_CANADA,https://images.openfoodfacts.org/images/products/084/307/600/1515/front_en.3.400.jpg,6.6666666666667,,50.0,,30.0,30.0,33.333333333333,,16.666666666667,16.666666666667,,,10.0,,0.54166666666668,0.54166666666668,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,623.333333333332,616.6666666666653,9249.999999999933
843213011803,Gluten free just granola,,unknown,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/084/321/301/1803/front_en.3.400.jpg,2.0,,7.0,,3.5,3.5,22.0,,5.0,5.0,,,4.0,,0.15,0.15,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,167.0,165.0,8250.0
844911008737,Sour Blue Raspberry Strips,joyride,joyride,snacks,Candies,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/084/491/100/8737/front_en.84.400.jpg,250.0,,0.0,0.0,0.0,0.0,24.0,24.0,4.0,4.0,8.0,8.0,1.0,1.0,0.2375,0.2375,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,100.0,150.0,60.0
844911008782,Sour Pink Lemonade Strips,joyride,joyride,snacks,"Sour Pink Lemonade Strips,Joyride,Sour Candy,Candy,Plant-Based Candy",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/084/491/100/8782/front_en.17.400.jpg,218.75,,0.0,0.0,,,75.0,,12.5,12.5,25.0,25.0,3.125,3.125,0.7421875,0.7421875,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,312.5,93.75,42.857142857142854
850003766652,Pineapple,crush,crush,beverages,"Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/085/000/376/6652/front_en.4.400.jpg,200.0,,0.0,0.0,0.0,0.0,80.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,320.0,120.0,60.0
850003994147,overnight oats Blueberry,mush,mush,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/085/000/399/4147/front_en.19.400.jpg,67.8030457128133,,4.9645390070922,4.9645390070922,3.54609929078014,3.54609929078014,21.2765957446809,,5.67375886524823,5.67375886524823,2.83687943262411,2.83687943262411,3.54609929078014,3.54609929078014,0.230496453900709,0.230496453900709,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,143.97163120567396,76.16858549286066,112.33800000000068
850004554869,IQ BAR 18 PROTEIN BAR VARIETY PACK,iq bar,iq bar,snacks,"Dietary supplements, Bodybuilding supplements, Protein bars, en:bars",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/085/000/455/4869/front_en.21.400.jpg,400.0,,12.0,12.0,3.0,3.0,10.0,10.0,1.0,1.0,8.0,8.0,12.0,12.0,0.3375,0.3375,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,196.0,204.0,51.0
850011143780,Fish Friends gummy candy,kiss my keto,kiss my keto,snacks,"Snacks, Sweet snacks, Confectioneries, Candies",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/085/001/114/3780/front_en.3.400.jpg,160.0,,0.0,0.0,0.0,0.0,74.0,,8.0,8.0,56.0,56.0,0.0,0.0,0.425,0.425,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,296.0,136.0,85.0
850011737033,CHEESE-LESS thins,every body eat,every body eat,snacks,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,Salty snacks with reduced fat",en:united-states|en:world,US_CANADA,https://images.openfoodfacts.org/images/products/085/001/173/7033/front_en.3.400.jpg,466.666666666667,,4.5,4.5,1.0,1.0,21.0,21.0,0.0,0.0,1.0,1.0,3.0,3.0,0.1375,0.1375,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,136.5,330.166666666667,70.75000000000003
850022368424,Fruit Chews,choc zero,choc zero,snacks,en:candies,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/085/002/236/8424/front_en.10.400.jpg,285.714285714286,,12.5,12.5,5.35714285714286,5.35714285714286,71.4285714285714,71.4285714285714,0.0,0.0,64.2857142857143,64.2857142857143,3.57142857142857,3.57142857142857,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,412.4999999999999,126.78571428571388,44.374999999999815
850027880266,Feastables - Milk Crunch,"feastables,mrbeast",feastables,snacks,"Snacks,Snacks sucrés,Cacao et dérivés,Confiseries,Confiseries chocolatées,Barres,Chocolats,Chocolats au lait,Barres chocolatées",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/085/002/788/0266/front_en.19.400.jpg,516.666666666667,,15.0,15.0,10.0,10.0,30.0,30.0,23.3333333333333,23.3333333333333,1.66666666666667,1.66666666666667,3.33333333333333,3.33333333333333,1.04166666666667,1.04166666666667,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,268.3333333333333,248.33333333333366,48.06451612903229
850031261211,Mushroom Chai,ryze,ryze,beverages,en:tea,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/085/003/126/1211/front_en.9.400.jpg,411.764705882353,,1.5,1.5,1.5,1.5,5.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,33.5,378.264705882353,91.86428571428571
850035474464,BUZZBALLZ passion fruit,buzzball,buzzball,beverages,Vodka,en:france,FRANCE,https://images.openfoodfacts.org/images/products/085/003/547/4464/front_en.3.400.jpg,206.75,,0.75,0.75,0.135,0.135,2.725,2.725,2.125,2.125,1.7,1.7,0.5325,0.5325,0.00345,0.00345,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,19.78,186.97,90.4328899637243
850039286599,ELECTROLYTE DRINK MIX,liquid i.v.,liquid i.v.,beverages,"Electrolytes, en:dehydrated-beverages",en:united-states|en:world,US_CANADA,https://images.openfoodfacts.org/images/products/085/003/928/6599/front_en.19.400.jpg,153.846153846154,,0.0,0.0,0.0,0.0,5.005,5.005,0.0,0.0,0.0,0.0,0.0,0.0,1.326,1.326,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,20.02,133.826153846154,86.98700000000001
850044112074,Protein snack mix honey mustard,catalina crunch,catalina crunch,snacks,"en:snacks,en:nut-based-snacks,en:flavoured-nuts,en:flavoured-almonds,en:smoked-almonds",en:germany|en:united-states,DACH|US_CANADA,https://images.openfoodfacts.org/images/products/085/004/411/2074/front_en.37.400.jpg,457.142857142857,,11.0,11.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,5.0,8.0,8.0,3.2,3.2,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,171.0,286.142857142857,62.59374999999999
