barcode,product_name,brands,primary_brand,query_category,off_categories,countries,observed_market_region_codes,image_url,energy_kcal_off_raw,energy_kcal,fat_100g_off_raw,fat_100g,saturated_fat_100g_off_raw,saturated_fat_100g,carbs_100g_off_raw,carbs_100g,sugars_100g_off_raw,sugars_100g,fiber_100g_off_raw,fiber_100g,protein_100g_off_raw,protein_100g,salt_100g_off_raw,salt_100g,nutrition_quality_status,outlier_type,include_in_product_table,include_in_aggregates,include_in_charts,nutrition_quality_reason,protein_g_per_100kcal_off_raw,carbs_g_per_100kcal_off_raw,fat_g_per_100kcal_off_raw
2488038019221,Mimolette,,unknown,dairies,en:mimolette-cheese,en:france,FRANCE,https://images.openfoodfacts.org/images/products/248/803/801/9221/front_fr.8.400.jpg,0.244,0.244,24.0,,16.3,16.3,1.5,,1.5,1.5,,,26.0,,2.5,2.5,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,10655.737704918032,614.7540983606557,9836.065573770491
2489477027167,Tome de Savoie 29% MG,ste fromagère d'annecy,ste fromagere d'annecy,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages",en:france,FRANCE,https://images.openfoodfacts.org/images/products/248/947/702/7167/front_fr.4.400.jpg,136.0,136.0,29.0,,22.0,22.0,1.3,1.3,0.5,0.5,,,24.0,24.0,1.6,1.6,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,17.647058823529413,0.9558823529411765,21.323529411764707
25133165,Oatmeal Crisp Protein Apple Crisp,general mills,general mills,cereals,en:breakfast-cereal,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/000/002/513/3165/front_en.3.400.jpg,137.683015046296,137.683015046296,4.13274631076389,4.13274631076389,0.066753833912037,0.066753833912037,59.6384809027778,,14.8834897641782,14.8834897641782,7.73353009259259,7.73353009259259,12.2198025173611,12.2198025173611,0.209775343605323,0.209775343605323,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,8.875315893723117,43.315786542533466,3.0016384442004354
25190243,Fiery Ginger Beer,,unknown,beverages,"Boissons, Boissons sans alcool, Bières sans alcool, Bière de gingembre",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/519/0243/front_fr.3.400.jpg,2.0,2.0,0.5,,0.1,0.1,0.5,0.5,0.5,0.5,,,0.5,0.5,0.01,0.01,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,25.0,25.0,25.0
25268690,Still peach flavored spring water,,unknown,beverages,"Boissons,Eaux,Eaux aromatisées,Boissons édulcorées",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/002/526/8690/front_en.3.400.jpg,1.0,1.0,0.5,,0.1,0.1,0.5,,0.5,0.5,,,0.5,,0.01,0.01,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,50.0,50.0,50.0
25385519,Aqueo Still strawberry flavoured spring water,,unknown,beverages,"Beverages, Waters, Flavored waters, Flavored spring waters",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/002/538/5519/front_en.3.400.jpg,1.0,1.0,0.5,,0.10000000149012,0.10000000149012,0.5,,0.5,0.5,,,0.10000000149012,0.10000000149012,,,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,10.000000149012001,50.0,50.0
25385526,Lemon&Lime flavoured spring water,,unknown,beverages,"Beverages, Waters, Flavored waters, Flavored spring waters",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/002/538/5526/front_en.3.400.jpg,1.0,1.0,0.5,,0.1,0.1,0.5,,0.5,0.5,,,0.5,,0.01,0.01,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,50.0,50.0,50.0
2550020200037,Bonbons tendres jus de fruits,le comptoir du pastillage,le comptoir du pastillage,snacks,"Snacks,Sweet snacks,Confectioneries,Candies",en:france,FRANCE,https://images.openfoodfacts.org/images/products/255/002/020/0037/front_fr.4.400.jpg,294.0,294.0,10.0,10.0,9.8,9.8,82.6,,0.4,0.4,,,0.5,0.5,0.02,0.02,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.17006802721088435,28.095238095238095,3.4013605442176873
2600280007416,Bonbon,,unknown,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons",en:france,FRANCE,https://images.openfoodfacts.org/images/products/260/028/000/7416/front_fr.3.400.jpg,123.0,123.0,19.0,,18.0,18.0,5.0,5.0,1.0,1.0,,,3.0,3.0,6.0,6.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,2.4390243902439024,4.0650406504065035,15.447154471544716
26003610,Limonade Artisanal citron gazeuse,geyer freres,geyer freres,beverages,"Beverages, Sweetened beverages, en:lemonade",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/600/3610/front_fr.17.400.jpg,30.0,30.0,0.5,0.5,0.10000000149012,0.10000000149012,74.0,,7.0,7.0,,,0.5,0.5,0.0099999997764826,0.0099999997764826,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,1.6666666666666667,246.66666666666669,1.6666666666666667
26009308,Crème De Cassis De Bourgogne,,unknown,beverages,"Boissons,Boissons alcoolisées,Liqueurs,Crèmes de cassis",en:france,FRANCE,,245.0,245.0,40.9,,15.0,15.0,40.9,40.9,30.0,30.0,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,16.693877551020407,16.693877551020407
26011523,Muscat de rivesaltes,river,river,beverages,"Boissons, Boissons alcoolisées, Vins, Vins mutés, Vins doux, Vins mutés de type vin doux naturel, Muscats, Muscat de Rivesaltes",en:france,FRANCE,,61.0,61.0,58.0,,55.0,55.0,10.3,10.3,0.39,0.39,,,1.0,1.0,0.67,0.67,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,1.639344262295082,16.885245901639344,95.08196721311475
26018027,Bonbons menthe et saveur eucalyptus,feel free,feel free,snacks,"Snacks,Snacks sucrés,Confiseries,Bonbons,Bonbons sans sucre",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/601/8027/front_fr.49.400.jpg,236.0,236.0,0.5,0.5,0.1,0.1,97.0,,0.5,0.5,0.5,0.5,0.0,0.0,0.01,0.01,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,41.10169491525424,0.211864406779661
26033075,Boissons instantanées - Thé saveur pêche,westminster,westminster,beverages,"Boissons, Boissons instantanées, Boissons avec sucre ajouté",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/603/3075/front_fr.36.400.jpg,0.5,0.5,0.0,0.0,0.0,0.0,9.5,,9.4,9.4,0.0,0.0,94.0,,0.03,0.03,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,18800.0,1900.0,0.0
26033099,Café soluble,summa,summa,beverages,"Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Boissons chaudes,Cafés,Boissons instantanées,Boissons sans alcool,Cafés solubles",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/603/3099/front_fr.25.400.jpg,1.0,1.0,0.0,0.0,0.0,0.0,0.3,,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,20.0,30.0,0.0
26033181,Chicorée café,summa,summa,beverages,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based beverages, Beverage preparations, Instant beverages, Instant mix of chicory and coffee powder, en:instant-coffees",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/603/3181/front_fr.69.400.jpg,1.0,1.0,0.0,0.0,0.0,0.0,0.3,,0.0,0.0,0.0,0.0,0.2,0.2,0.2732,0.2732,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,20.0,30.0,0.0
26033440,Décaféiné capsules souples,moreno,moreno,beverages,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Boissons chaudes,Cafés,Dosettes,Cafés en dosettes,Cafés décaféinés",en:france|en:netherlands,FRANCE|BENELUX,https://images.openfoodfacts.org/images/products/000/002/603/3440/front_fr.13.400.jpg,1.0,1.0,0.0,0.0,0.0,0.0,0.3,,0.0,0.0,,,0.2,0.2,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,20.0,30.0,0.0
26036496,Gaufrettes,,unknown,snacks,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gaufrettes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/603/6496/front_fr.4.400.jpg,224.0,224.0,29.0,,17.0,17.0,64.0,,49.0,49.0,,,4.1,4.1,0.13,0.13,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,1.8303571428571426,28.57142857142857,12.946428571428573
26038476,Bonbons cranberry sans sucre,feel free,feel free,snacks,"Snacks,Snacks sucrés,Confiseries,Bonbons,Bonbons sans sucre",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/603/8476/front_fr.76.400.jpg,235.0,235.0,0.0,0.0,0.0,0.0,98.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,41.702127659574465,0.0
26042015,Bonbons gout menthe,"aldi, folidouss",aldi,snacks,"Snacks,Snacks sucrés,Confiseries,Bonbons,Bonbons sans sucre",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/604/2015/front_fr.28.400.jpg,233.0,233.0,0.0,0.0,0.0,0.0,97.0,,0.5,0.5,,,0.0,0.0,0.01,0.01,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,41.63090128755365,0.0
26061566,Vin rouge Marquis de chasse bordeaux 2016,,unknown,beverages,"Boissons, Boissons alcoolisées, Vins, Vins français, Vins rouges, Bordeaux",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/606/1566/front_fr.3.400.jpg,12.0,12.0,0.0,0.0,0.0,0.0,8.0,,2.0,2.0,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,66.66666666666666,0.0
26064406,Beurre leger,,unknown,dairies,en:butters,en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/606/4406/front_fr.3.400.jpg,366.0,366.0,47.0,,26.0,26.0,0.9,0.9,0.9,0.9,,,0.5,0.5,0.55,0.55,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.1366120218579235,0.24590163934426232,12.841530054644808
26064772,Brebily - Doux et Crémeux fromage pur brebis,berida,berida,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/606/4772/front_fr.39.400.jpg,168.0,168.0,31.0,,23.0,23.0,1.6,1.6,0.0,0.0,0.0,0.0,18.0,18.0,1.1,1.1,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,10.714285714285714,0.9523809523809524,18.452380952380953
26068176,Thé DARJEELING BIO,fair,fair,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Infusions, Thés noirs",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/606/8176/front_fr.8.400.jpg,1.0,1.0,0.5,,0.1,0.1,0.5,,0.5,0.5,0.0,0.0,0.5,,0.01,0.01,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,50.0,50.0,50.0
2608150023559,Gros oursons,,unknown,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons, Bonbons gélifiés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/260/815/002/3559/front_fr.3.400.jpg,100.0,100.0,0.1,0.1,0.1,0.1,76.0,,42.0,42.0,,,5.9,5.9,0.2,0.2,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,5.9,76.0,0.1
26088594,Jus de tomate,,unknown,beverages,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Boissons à base de végétaux, Aliments et boissons à base de légumes, Légumes et dérivés, Jus et nectars, Boissons aux légumes, Tomates et dérivés, Jus de légumes, Jus de tomates",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/608/8594/front_fr.10.400.jpg,1.0,1.0,0.0,0.0,0.0,0.0,0.3,,0.0,0.0,,,0.2,0.2,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,20.0,30.0,0.0
26097053,Sucette,,unknown,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons, Sucettes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/609/7053/front_fr.4.400.jpg,36.0,36.0,30.0,,18.0,18.0,58.0,,57.0,57.0,,,6.1,6.1,0.22,0.22,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,16.944444444444443,161.11111111111111,83.33333333333334
2644788020997,Chausson a la compote de pomme,,unknown,snacks,"Snacks, Snacks sucrés, Viennoiseries, Chaussons aux pommes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/264/478/802/0997/front_fr.3.400.jpg,149.0,149.0,21.6,,15.0,15.0,35.8,35.8,8.6,8.6,,,3.8,3.8,0.55,0.55,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,2.5503355704697985,24.02684563758389,14.496644295302014
27002605,Golden Power ZERO,golden power,golden power,beverages,"Boissons, Boissons énergisantes, Boisson énergisante non sucrée avec édulcorants",en:belgium|en:france,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/000/002/700/2605/front_fr.3.400.jpg,3.0,3.0,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.11999999731779,0.11999999731779,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,16.666666666666664,0.0,16.666666666666664
27003268,River - Boisson,cola light,cola light,beverages,"Boissons, Boissons gazeuses, Boissons édulcorées",en:belgium|en:france,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/000/002/700/3268/front_fr.7.400.jpg,1.0,1.0,0.5,,0.5,0.5,0.5,,0.5,0.5,,,0.5,,0.02,0.02,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,50.0,50.0,50.0
27005378,Pepermunt-zoethout,westminster,westminster,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Infusions, Thés aromatisés",en:belgium|en:france|en:netherlands,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/000/002/700/5378/front_nl.51.400.jpg,1.0,1.0,0.0,0.0,0.0,0.0,0.5,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,50.0,0.0
2700770001006,Fittea Body Deyox 28 days,fitvia,fitvia,beverages,Boissons,en:france,FRANCE,https://images.openfoodfacts.org/images/products/270/077/000/1006/front_fr.4.400.jpg,2.0,2.0,0.5,,0.1,0.1,0.5,0.5,0.5,0.5,,,0.5,0.5,0.01,0.01,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,25.0,25.0,25.0
27009345,Cola Zero,river,river,beverages,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons light, Sodas au cola, Sodas light, Sodas au cola light",en:belgium|en:france,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/000/002/700/9345/front_fr.28.400.jpg,1.0,1.0,0.5,,0.5,0.5,0.5,,0.5,0.5,,,0.5,,,,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,50.0,50.0,50.0
27019962,River Lemon Light,river,river,beverages,"Boissons, Boissons édulcorées, Boissons light",en:belgium|en:france,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/000/002/701/9962/front_fr.12.400.jpg,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,0.02,0.02,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,50.0,0.0,0.0
27021460,,aldi,aldi,dairies,"plant-based-foods-and-beverages, beverages, plant-based-foods, dairies, legumes-and-their-products, dairy-substitutes, desserts, dairy-desserts, milk-substitutes, plant-based-beverages, plant-based-milk-alternatives, legume-based-drinks, soy-based-drinks, vanilla-soy-based-drinks, fr:desserts-lactés-à-la-vanille, dessert-au-soja-aromatisé, fr:desserts-au-soja, desserts-de-soja-à-la-vanille, desserts-végétaliens",en:belgium|en:france,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/000/002/702/1460/front_en.38.400.jpg,80.0,80.0,1.7000000476837,1.7000000476837,0.30000001192093,0.30000001192093,13.0,13.0,10.0,10.0,0.5,0.5,28.0,,0.12999999523163,0.12999999523163,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,35.0,16.25,2.1250000596046252
27052174,,fresh life,fresh life,snacks,"en:Snacks, en:Sweet snacks, en:Confectioneries, キャンディ",en:belgium|en:france,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/000/002/705/2174/front_en.67.400.jpg,271.0,271.0,6.1,6.1,3.8,3.8,89.0,,0.5,0.5,0.0,0.0,0.5,0.5,1.2,1.2,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.18450184501845018,32.84132841328413,2.250922509225092
2707025003792,Queijo Fresco,,unknown,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages",en:france,FRANCE,https://images.openfoodfacts.org/images/products/270/702/500/3792/front_fr.3.400.jpg,46.4,46.4,16.12,,9.94,9.94,0.72,0.72,0.33,0.33,,,11.47,11.47,0.23,0.23,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,24.7198275862069,1.5517241379310345,34.74137931034483
27082607,Sugar free chewing gum,,unknown,snacks,"Snacks,Sweet snacks,Confectioneries,Chewing gum,Sugar-free chewing gum",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/708/2607/front_fr.4.400.jpg,161.0,161.0,0.0,0.0,0.0,0.0,67.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,41.61490683229814,0.0
27089156,Earl Grey,westminster tea,westminster tea,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Infusions, Thés noirs, Thés aromatisés, Thés noirs aromatisés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/708/9156/front_fr.13.400.jpg,1.0,1.0,0.5,,0.1,0.1,0.5,,0.5,0.5,0.0,0.0,0.5,,0.01,0.01,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,50.0,50.0,50.0
2708965001039,Thé des Songes Blanc,palais des thés,palais des thes,beverages,"Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Thés,Infusions,Thés blancs",en:france,FRANCE,https://images.openfoodfacts.org/images/products/270/896/500/1039/front_fr.4.400.jpg,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,100.0,100.0,100.0
27281550,Sparkling apple and mango,asda,asda,beverages,Águas com gás,en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/002/728/1550/front_en.5.400.jpg,1.0,1.0,0.0,0.0,0.0,0.0,0.5,,0.0,0.0,,,0.0,0.0,,,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,50.0,0.0
27575796,Réveil fruité,,unknown,beverages,Boissons,en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/002/757/5796/front_fr.3.400.jpg,49.0,49.0,0.0,0.0,0.0,0.0,16.0,,16.0,16.0,0.8,0.8,0.5,0.5,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,1.0204081632653061,32.6530612244898,0.0
2803326004596,Infusion thym menthe,,unknown,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Infusions, Infusions en sachets",en:france,FRANCE,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,,,,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,100.0,0.0,0.0
2804672022302,Fromage saint félicien,"etoile du vercors, lactalis",etoile du vercors,dairies,"Dairies,Fermented foods,Fermented milk products,Cheeses,Soft cheeses,Cow cheeses,Soft cheeses with bloomy rind,French cheeses,Saint-Félicien cheese",en:france,FRANCE,https://images.openfoodfacts.org/images/products/280/467/202/2302/front_fr.4.400.jpg,70.0,70.0,27.0,,20.0,20.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,0.7142857142857143,38.57142857142858
2816944012270,Tete de moine,,unknown,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages au lait cru, Fromages de Suisse, Fromages à pâte pressée demi-cuite, Têtes de Moine",en:france,FRANCE,https://images.openfoodfacts.org/images/products/281/694/401/2270/front_fr.3.400.jpg,17.0,17.0,36.0,,23.0,23.0,0.0,0.0,0.0,0.0,,,26.0,,2.0,2.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,152.94117647058823,0.0,211.76470588235296
2817475026637,Compte aop juraflore 8 mois,,unknown,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, en:cooked-pressed-cheeses, Fromages de France",en:france,FRANCE,https://images.openfoodfacts.org/images/products/281/747/502/6637/front_fr.3.400.jpg,239.0,239.0,35.0,,21.0,21.0,0.0,0.0,0.0,0.0,,,27.0,27.0,0.9,0.9,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,11.297071129707113,0.0,14.644351464435147
2825149035823,Fromage de chèvre,,unknown,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de chèvre",en:france,FRANCE,https://images.openfoodfacts.org/images/products/282/514/903/5823/front_fr.4.400.jpg,4.0,4.0,2.0,,2.0,2.0,4.0,,4.0,4.0,,,4.0,,1.0,1.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,100.0,100.0,50.0
2825400022968,Pecorino Pepato,,unknown,dairies,Pecorino,en:france,FRANCE,https://images.openfoodfacts.org/images/products/282/540/002/2968/front_fr.3.400.jpg,1.0,1.0,26.0,,26.0,26.0,26.0,,26.0,26.0,,,26.0,,1.0,1.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,2600.0,2600.0,2600.0
2836654041988,Assortiment nids de paques,,unknown,snacks,en:pastries,en:france,FRANCE,https://images.openfoodfacts.org/images/products/283/665/404/1988/front_fr.3.400.jpg,157.0,157.0,18.0,18.0,12.0,12.0,50.0,,43.0,43.0,0.9,0.9,3.3,3.3,0.17,0.17,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,2.1019108280254777,31.84713375796178,11.464968152866243
2845753714860,Holy iced tea,,unknown,beverages,Ice-tea light,en:france,FRANCE,https://images.openfoodfacts.org/images/products/284/575/371/4860/front_fr.3.400.jpg,3.2,3.2,0.1,0.1,0.1,0.1,0.2,0.2,0.5,,0.9,0.9,0.9,,0.1,0.1,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates|nutrient_density_exceeds_energy_limit,28.125,6.25,3.125
2850622017126,Pecorino romani,,unknown,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages italiens, Fromages de brebis, Pecorino, Pecorino Romano",en:france,FRANCE,https://images.openfoodfacts.org/images/products/285/062/201/7126/front_fr.3.400.jpg,56.0,56.0,32.0,,18.0,18.0,0.0,0.0,0.0,0.0,,,26.0,,5.0,5.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,46.42857142857143,0.0,57.14285714285714
2850626022638,Gorgonzola au mascarpone,,unknown,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages italiens, Gorgonzola et mascarpone",en:france,FRANCE,https://images.openfoodfacts.org/images/products/285/062/602/2638/front_fr.3.400.jpg,394.0,394.0,60.0,,26.0,26.0,1.2,1.2,1.0,1.0,,,12.0,12.0,0.6,0.6,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,3.0456852791878175,0.3045685279187817,15.228426395939088
2852663037064,Flandrien grand,,unknown,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages belges",en:france,FRANCE,https://images.openfoodfacts.org/images/products/285/266/303/7064/front_fr.4.400.jpg,185.0,185.0,35.5,,25.2,25.2,0.0,0.0,0.0,0.0,,,31.7,31.7,2.15,2.15,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,17.135135135135133,0.0,19.18918918918919
2860001021194,Emmental,eco+,eco+,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, en:cooked-pressed-cheeses, Emmentals",en:france,FRANCE,https://images.openfoodfacts.org/images/products/286/000/102/1194/front_fr.4.400.jpg,100.0,100.0,29.0,,19.0,19.0,0.5,0.5,0.5,0.5,0.0,0.0,27.0,27.0,0.5,0.5,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,27.0,0.5,28.999999999999996
2860001026090,Emmental,eco+,eco+,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, en:cooked-pressed-cheeses, Emmentals",en:france,FRANCE,https://images.openfoodfacts.org/images/products/286/000/102/6090/front_fr.4.400.jpg,1.0,1.0,28.0,,19.0,19.0,0.5,,0.5,0.5,,,28.0,,0.6,0.6,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,2800.0,50.0,2800.0
2860010012206,Edam jeune,,unknown,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages des Pays-Bas, Edam",en:france,FRANCE,https://images.openfoodfacts.org/images/products/286/001/001/2206/front_fr.3.400.jpg,20.0,20.0,24.0,,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,26.0,,,,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,130.0,2.5,120.0
2886436052480,Morbier,les monts de joux,les monts de joux,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages de France, Fromages à pâte pressée non cuite, Morbiers",en:france,FRANCE,https://images.openfoodfacts.org/images/products/288/643/605/2480/front_fr.4.400.jpg,100.0,100.0,29.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,0.0,28.999999999999996
2890525030044,Emmental français Lait pasteurisé 29%,,unknown,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, en:cooked-pressed-cheeses, Emmentals, Fromages de France, Emmentals français",en:france,FRANCE,,150.0,150.0,29.0,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0,3.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,0.0,19.333333333333332
