barcode,product_name,brands,primary_brand,query_category,off_categories,countries,observed_market_region_codes,image_url,energy_kcal_off_raw,energy_kcal,fat_100g_off_raw,fat_100g,saturated_fat_100g_off_raw,saturated_fat_100g,carbs_100g_off_raw,carbs_100g,sugars_100g_off_raw,sugars_100g,fiber_100g_off_raw,fiber_100g,protein_100g_off_raw,protein_100g,salt_100g_off_raw,salt_100g,nutrition_quality_status,outlier_type,include_in_product_table,include_in_aggregates,include_in_charts,nutrition_quality_reason
4088600209524,Mild Cheddar Slices,everyday essentials,everyday essentials,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Cheeses from the United Kingdom, Cheeses from England, Cheddar cheese, Mild cheddar",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/408/860/020/9524/front_en.3.400.jpg,1725.0,,34.9,34.9,21.7,21.7,0.1,0.1,0.1,0.1,0.0,0.0,25.4,25.4,1.78,1.78,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
4088600557717,Parmigiano Reggiano,specially selected,specially selected,dairies,en:parmigiano-reggiano,en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/408/860/055/7717/front_en.3.400.jpg,1331.26195028681,,29.7,29.7,19.9,19.9,0.0,0.0,0.0,0.0,0.0,0.0,32.4,32.4,4.075,4.075,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
4099100063448,Golden Round Crackers,krantz,krantz,snacks,"Snacks,Salty snacks,Appetizers,Biscuits and crackers,Crackers (Appetizers)",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/409/910/006/3448/front_en.30.400.jpg,1600.0,,25.0,25.0,3.125,3.125,62.5,62.5,6.25,6.25,,,6.25,6.25,1.640625,1.640625,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
4104420225770,Hafer Riegel Heidelbeere,alnatura,alnatura,snacks,"Frühstücke, Frühstückscerealien, Frühstücksflocken, Gerollte Flocken, Getreide und Kartoffeln, Getreideflocken, Getreideprodukte, Getreideriegel, Haferflocken, Imbiss, Müsli-&Getr.Riegel, Pflanzliche Lebensmittel, Pflanzliche Lebensmittel und Getränke, Riegel, Süßer Snack, en:cereal-bars",en:france|en:germany|en:switzerland|en:world,FRANCE|DACH,https://images.openfoodfacts.org/images/products/410/442/022/5770/front_en.60.400.jpg,1628.0,,11.0,11.0,1.4,1.4,66.0,66.0,23.0,23.0,6.2,6.2,7.9,7.9,0.15,0.15,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
4337185601705,Frischkäse laktosefrei,k classic free,k classic free,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, en:cream-cheeses",en:france|en:germany,FRANCE|DACH,https://images.openfoodfacts.org/images/products/433/718/560/1705/front_en.20.400.jpg,2420.0,,23.0,23.0,16.0,16.0,2.9,2.9,2.9,2.9,0.0,0.0,5.6,5.6,0.6,0.6,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
4895060511117,Super Baby Bottle,atri d'aix international,atri d'aix international,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons",en:france,FRANCE,https://images.openfoodfacts.org/images/products/489/506/051/1117/front_fr.4.400.jpg,1000.0,,0.1,0.1,0.0,0.0,100.0,100.0,100.0,100.0,,,0.1,0.1,,,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5000127730137,Rice Krispies Squares gooey marshmallow,kellogg's,kellogg's,snacks,"Snacks,Sweet snacks,Bars,Cereal bars",en:france|en:united-kingdom,FRANCE|UK_IE,https://images.openfoodfacts.org/images/products/500/012/773/0137/front_en.33.400.jpg,1521.42857142857,,12.1,12.1,7.13928571428571,7.13928571428571,75.0,75.0,32.1,32.1,1.07142857142857,1.07142857142857,2.86,2.86,0.74,0.74,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5000168036755,Digestives The ORIGINAL,mcvitie's,mcvitie's,snacks,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits",en:france|en:germany|en:ireland|en:united-kingdom,FRANCE|DACH|UK_IE,https://images.openfoodfacts.org/images/products/500/016/803/6755/front_en.72.400.jpg,2092.85714285714,,21.3,21.3,9.7,9.7,63.1,63.1,19.2,19.2,3.9,3.9,7.1,7.1,1.3,1.3,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5000169223925,Piccante Gorgonzola DOP cheese,waitrose,waitrose,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, Blue-veined cheeses, Italian cheeses, Gorgonzolas",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/500/016/922/3925/front_en.12.400.jpg,1778.08890444522,,25.2,25.2,18.2,18.2,0.6,0.6,0.5,0.5,,,20.3,20.3,2.45,2.45,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5000169356760,Davidstow Cornish Cheddar Mature,waitrose,waitrose,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Cheeses from the United Kingdom, Cheeses from England, Cheddar cheese, Extra-mature cheddar, Mature cheddar, Cornish-cheddar-cheese",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/500/016/935/6760/front_en.3.400.jpg,1503.33333333333,,34.9,34.9,21.7,21.7,0.5,0.5,0.5,0.5,,,25.4,25.4,1.8,1.8,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5000169497500,Double chocolate muffins,,unknown,snacks,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Muffins",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/500/016/949/7500/front_en.3.400.jpg,1161.0,,40.0,40.0,4.0,4.0,47.700000762939,47.700000762939,47.700000762939,47.700000762939,,,5.8000001907349,5.8000001907349,5.4,5.4,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
50002184,Flaming Hot,doritos,doritos,snacks,ro:nachos,en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/005/000/2184/front_en.3.400.jpg,15000.0,,800.0,,100.0,100.0,1700.0,,100.0,100.0,100.0,100.0,200.0,,,,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5000237129906,Salt & Malt Vinegar Flavour Potato Crisps,mccoy's,mccoy's,snacks,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Potato crisps in sunflower oil",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/500/023/712/9906/front_en.3.400.jpg,2116.0,,31.2,31.2,2.4,2.4,56.0,56.0,2.0,2.0,4.0,4.0,6.4,6.4,2.0,2.0,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5000237138564,Salted Flavour Potato Crisps,mccoy's,mccoy's,snacks,Potato crisps in sunflower oil,en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/500/023/713/8564/front_en.3.400.jpg,1184.44444444444,,31.1111111111111,31.1111111111111,2.44444444444444,2.44444444444444,53.3333333333333,53.3333333333333,1.11111111111111,1.11111111111111,4.0,4.0,6.66666666666667,6.66666666666667,1.28888888888889,1.28888888888889,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5000396001822,Mcvities Biscuits Marie Finger,mcvitie's,mcvitie's,snacks,en:biscuits,en:france|en:qatar,FRANCE,https://images.openfoodfacts.org/images/products/500/039/600/1822/front_fr.10.400.jpg,2200.0,,14.3,14.3,6.7,6.7,72.5,72.5,20.7,20.7,,,7.2,7.2,0.4,0.4,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5010029000160,Weetabix,weetabix,weetabix,cereals,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Flocons, Flocons de céréales, Flocons laminés, Flocons de blé",en:finland|en:france|en:italy|en:norway,NORDICS|FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/501/002/900/0160/front_fr.4.400.jpg,975.780752071382,,2.0,2.0,0.6,0.6,69.0,69.0,4.4,4.4,10.0,10.0,12.0,12.0,0.28,0.28,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5010035001427,Party Rings UNDER THE SEA minis,fox's,fox's,snacks,Biscuit,en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/501/003/500/1427/front_en.3.400.jpg,2081.62614950378,,10.8,10.8,5.1,5.1,78.8,78.8,45.5,45.5,1.4,1.4,4.6,4.6,0.46,0.46,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5010251830016,Gingernuts,morrisons,morrisons,snacks,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/501/025/183/0016/front_en.28.400.jpg,1908.0,,14.6,14.6,6.8,6.8,74.6,74.6,25.6,25.6,1.9,1.9,5.7,5.7,0.93,0.93,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5010525063973,Four Cheese Mix Grated,morrison's,morrison's,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, Grated cheese",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/501/052/506/3973/front_en.15.400.jpg,1436.0,,26.6666666666667,26.6666666666667,16.0,16.0,6.0,6.0,1.33333333333333,1.33333333333333,,,22.6666666666667,22.6666666666667,1.83333333333333,1.83333333333333,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5012035956943,Haribo starmix,haribo,haribo,snacks,en:candies,en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/501/203/595/6943/front_en.3.400.jpg,1452.0,,0.5,0.5,0.1,0.1,77.0,77.0,47.0,47.0,,,6.6,6.6,,,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5012035962111,Haribo bought Funny Mix,haribo,haribo,snacks,"Snacks, Sweet snacks, Confectioneries, Candies",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/501/203/596/2111/front_en.3.400.jpg,1421.0,,0.5,0.5,0.1,0.1,82.0,82.0,42.0,42.0,,,0.5,0.5,,,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5012035998622,Starmix,haribo,haribo,snacks,en:gummi-candies,en:united-kingdom,UK_IE,,1368.0,,0.5,0.5,0.1,0.1,77.0,77.0,47.0,47.0,,,6.6,6.6,0.03,0.03,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5013665115731,MILK CHOCOLATE RICE CAKES,kallo,kallo,snacks,Puffed rice cakes with milk chocolate,en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/501/366/511/5731/front_en.3.400.jpg,1503.0303030303,,23.0,23.0,14.3,14.3,63.0,63.0,27.0,27.0,3.5,3.5,7.8,7.8,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
50137510,CREAM CRACKERS,jacob's,jacob's,snacks,Biscuits,en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/005/013/7510/front_en.14.400.jpg,1909.67741935484,,13.5,13.5,6.2,6.2,67.7,67.7,1.4,1.4,,,10.0,10.0,1.3,1.3,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
50168101,CHEDDARS ORIGINAL,jacob's,jacob's,snacks,"Cheese biscuits, en:biscuits",en:france|en:united-kingdom,FRANCE|UK_IE,https://images.openfoodfacts.org/images/products/000/005/016/8101/front_en.22.400.jpg,14026.3157894737,,33.0,33.0,16.4,16.4,46.8,46.8,4.2,4.2,2.8,2.8,10.6,10.6,1.5725,1.5725,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5017764004750,Mature Cheddar & Red Onion Potato Chips,kettle,kettle,snacks,"Potato crisps,Crisps",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/501/776/400/4750/front_en.3.400.jpg,1235.0,,26.4,26.4,3.0,3.0,54.0,54.0,1.4,1.4,4.9,4.9,7.8,7.8,0.4925,0.4925,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5020379053495,plain chocolate,euro shopper,euro shopper,snacks,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, en:dark-chocolates",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/502/037/905/3495/front_fr.4.400.jpg,2155.0,,29.0,29.0,17.0,17.0,53.0,53.0,47.0,47.0,9.9,9.9,6.5,6.5,0.03,0.03,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5022313278155,Raibow machine,naked,naked,beverages,"Beverages and beverages preparations, Beverages, en:smoothies",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/502/231/327/8155/front_en.14.400.jpg,4000.0,,0.0,0.0,,,970.0,,820.0,,0.0,0.0,30.0,30.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5032619900919,CREAM CRACKERS,royalty,royalty,snacks,"snacks, snacks-sales, amuse-gueules, biscuits-aperitifs",en:france,FRANCE,https://images.openfoodfacts.org/images/products/503/261/990/0919/front_fr.16.400.jpg,1347.3948374761,,14.6,14.6,6.7,6.7,66.4,66.4,1.9,1.9,4.1,4.1,10.5,10.5,0.7,0.7,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5034660021445,Bournville Cocoa,cadbury,cadbury,beverages,"Beverages and beverages preparations,Beverages,Breakfasts,Cocoa and its products,Hot beverages,Beverage preparations,Instant beverages,Cocoa powders,Instant chocolate powders",en:france|en:united-kingdom|en:united-states,FRANCE|UK_IE|US_CANADA,https://images.openfoodfacts.org/images/products/503/466/002/1445/front_en.77.400.jpg,1150.0,,44.0,44.0,28.0,28.0,101.0,,97.0,97.0,5.0,5.0,81.0,81.0,3.0,3.0,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5052449330649,Creamy Honey Greek Style Yogurt,asda,asda,dairies,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts, Cow milk yogurts",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/505/244/933/0649/front_en.3.400.jpg,928.301886792453,,8.0,8.0,5.5,5.5,15.0,15.0,14.0,14.0,,,3.6,3.6,0.13,0.13,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5052909452454,COFFEE WHITENER,tesco,tesco,dairies,"Dairies, Evaporated milks, Coffee milks, en:coffees",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/505/290/945/2454/front_en.3.400.jpg,1057.14285714286,,30.0,30.0,27.4,27.4,62.5,62.5,10.3,10.3,,,2.0,2.0,1.1,1.1,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5053947787928,Barrel Aged Feta,tescos finest,tescos finest,dairies,"Dairies, Fermented foods, Fermented milk products, Cheeses, Greek cheeses, Feta, en:sheep-s-milk-cheeses",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/505/394/778/7928/front_en.20.400.jpg,1159.0,,23.3,23.3,16.3,16.3,1.0,1.0,0.0,0.0,15.8,15.8,0.0,0.0,2.9,2.9,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5053990101542,pringles hot & spicy,pringles,pringles,snacks,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Potatoes and their products, Crisps, Salty snacks made from potato, Stacked extruded potato crisps",en:croatia|en:france|en:germany|en:morocco|en:romania,FRANCE|DACH,https://images.openfoodfacts.org/images/products/505/399/010/1542/front_fr.77.400.jpg,1736.66666666667,,30.0,30.0,2.9,2.9,54.0,54.0,2.4,2.4,4.3,4.3,6.6,6.6,1.1,1.1,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5054781719724,Slightly Salted Rice Cakes,asda,asda,snacks,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Puffed cereal cakes, Puffed rice cakes, Puffed wholegrain rice cakes",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/505/478/171/9724/front_en.31.400.jpg,3000.0,,2.9,2.9,0.1,0.1,80.0,80.0,0.5,0.5,3.0,3.0,8.7,8.7,0.019,0.019,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5055534399316,Double chocolate bar,myprotein,myprotein,snacks,"Snacks, Sweet snacks, Bars",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/505/553/439/9316/front_en.9.400.jpg,1292.0,,9.4,9.4,3.8,3.8,30.0,30.0,12.0,12.0,,,26.0,26.0,1.38,1.38,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5056357905739,Bounty secret centre biscuits,bounty,bounty,snacks,filled biscuits,en:france|en:morocco,FRANCE,https://images.openfoodfacts.org/images/products/505/635/790/5739/front_en.27.400.jpg,3290.90909090909,,32.0,32.0,20.0,20.0,57.0,57.0,39.0,39.0,,,5.6,5.6,0.32,0.32,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5060036011529,STRAWBERRY APPLE & ORANGE FRUIT STRING,the fruit factory,the fruit factory,snacks,Candies,en:france|en:united-kingdom,FRANCE|UK_IE,https://images.openfoodfacts.org/images/products/506/003/601/1529/front_en.6.400.jpg,1785.0,,0.4,0.4,0.3,0.3,71.6,71.6,47.2,47.2,,,7.5,7.5,0.08,0.08,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5060088707661,raw fruit & nut bar,nakd.,nakd.,snacks,"Snacks, Sweet snacks, Bars, Cereal bars, Aliments d'origine végétale, Aliments et boissons à base de végétaux, Barres, Barres aux fruits, Barres de céréales, Barres de céréales aux fruits, Barres de fruits & noix, Barres de fruits à coques, Biscuits et gâteaux, Fruits à coques et dérivés, Gâteaux, Snacks sucrés, en:energy-bars",en:belgium|en:czech-republic|en:france|en:germany|en:netherlands|en:spain|en:switzerland,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/506/008/870/7661/front_en.69.400.jpg,1051.42857142857,,11.0,11.0,1.7,1.7,56.0,56.0,49.0,49.0,9.5,9.5,6.6,6.6,0.02,0.02,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5060102662679,Organic Dark Chocolate with an Almond Filling,ombar,ombar,snacks,chocolate,en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/506/010/266/2679/front_en.18.400.jpg,1634.28571428571,,46.0,46.0,22.0,22.0,32.0,32.0,27.0,27.0,,,9.4,9.4,0.01,0.01,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5060114956919,Bonbons à la menthe,,unknown,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons",en:france,FRANCE,https://images.openfoodfacts.org/images/products/506/011/495/6919/front_fr.3.400.jpg,1029.0,,1.24,1.24,0.97,0.97,98.0,98.0,0.0,0.0,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5060221206501,Reload protein oat bar,grenade,grenade,snacks,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars",en:france|en:jersey,FRANCE,https://images.openfoodfacts.org/images/products/506/022/120/6501/front_en.18.400.jpg,1368.0,,13.0,13.0,5.2,5.2,31.0,31.0,4.4,4.4,12.0,12.0,24.0,24.0,0.78,0.78,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5060292302201,barbeque flavour popped potato snacks,popchips,popchips,snacks,Puffed salty snacks made from potato,en:france|en:united-kingdom,FRANCE|UK_IE,https://images.openfoodfacts.org/images/products/506/029/230/2201/front_en.23.400.jpg,1886.95652173913,,13.9130434782609,13.9130434782609,1.30434782608696,1.30434782608696,69.5652173913043,69.5652173913043,8.26086956521739,8.26086956521739,4.78260869565217,4.78260869565217,6.52173913043478,6.52173913043478,0.858695652173913,0.858695652173913,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5060302240431,Bulk Deal 6 X Aduna Super-cacao Powder 275G,aduna,aduna,dairies,"en:artisan-products,en:artisan-cheeses",en:france|en:united-kingdom,FRANCE|UK_IE,https://images.openfoodfacts.org/images/products/506/030/224/0431/front_en.10.400.jpg,1605.0,,55.0,55.0,35.0,35.0,85.0,85.0,5.0,5.0,165.0,,110.0,,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5060495112287,Huel Bar cacao & orange,huel,huel,snacks,"Snacks, Sweet snacks, Meals, Bars, Dietary supplements, Meal replacements, Bodybuilding supplements, Protein bars, Nutritionally complete food",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/506/049/511/2287/front_en.9.400.jpg,1609.23076923077,,14.1538461538462,14.1538461538462,4.76923076923077,4.76923076923077,36.4615384615385,36.4615384615385,15.6923076923077,15.6923076923077,11.5384615384615,11.5384615384615,23.0769230769231,23.0769230769231,0.307692307692308,0.307692307692308,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5060539320746,Longhorn Beef Potato Crisps,pipers,pipers,snacks,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, en:potato-crisps",en:france|en:united-kingdom,FRANCE|UK_IE,https://images.openfoodfacts.org/images/products/506/053/932/0746/front_en.15.400.jpg,1317.5,,31.5,31.5,3.0,3.0,51.8,51.8,1.6,1.6,3.8,3.8,7.1,7.1,1.0,1.0,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5065020434124,BBQ Chicken Bites,the gym kitchen,the gym kitchen,snacks,"Chicken bites,popcorn",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/506/502/043/4124/front_en.27.400.jpg,10683.5564053537,,13.3333333333333,13.3333333333333,3.11111111111111,3.11111111111111,8.22222222222222,8.22222222222222,5.33333333333333,5.33333333333333,1.11111111111111,1.11111111111111,21.5555555555556,21.5555555555556,0.8,0.8,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5400141681895,chocolat noir 72%,boni & fairtrade,boni,snacks,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar with more than 70% cocoa",en:belgium|en:france,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/540/014/168/1895/front_fr.19.400.jpg,1175.0,,43.0,43.0,27.0,27.0,32.0,32.0,27.0,27.0,11.0,11.0,8.5,8.5,0.01,0.01,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5410126486438,LOTUS BISCOFF Speculoos Original Pocket - 93g (6x2p),lotus,lotus,snacks,"en:Snacks,en:Sweet snacks,en:Biscuits and cakes,en:Biscuits and crackers,en:Festive foods,ビスケット,nl:Sinterklaasproducten,スペキュラース, en:Biscuits/Cookies (Shelf Stable)",en:france|en:italy|en:japan,FRANCE|SOUTHERN_EUROPE,https://images.openfoodfacts.org/images/products/541/012/648/6438/front_fr.81.400.jpg,2032.0,,19.0,19.0,8.0,8.0,72.6,72.6,38.1,38.1,1.3,1.3,4.9,4.9,0.92,0.92,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5410316671118,Vodka triple distilled,smirnoff,smirnoff,beverages,"Beverages and beverages preparations, Beverages, Alcoholic beverages, Distilled beverages, Hard liquors, Eaux de vie, Vodka",en:belgium|en:denmark|en:france|en:germany|en:united-kingdom,BENELUX|NORDICS|FRANCE|DACH|UK_IE,https://images.openfoodfacts.org/images/products/541/031/667/1118/front_en.34.400.jpg,2070.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5413121359745,Koetjesreep 8-pack,,unknown,snacks,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Barres, Confiseries chocolatées, Barres chocolatées",en:france,FRANCE,,2333.0,,34.0,34.0,30.6,30.6,53.4,53.4,52.1,52.1,,,4.3,4.3,0.19,0.19,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5419980021854,CARAMELISED ALMONDS & PECANS,bamboo,bamboo,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, Cereals with nuts, Mueslis with nuts, en:crunchy-cereal-clusters",en:belgium|en:france|en:switzerland,BENELUX|FRANCE|DACH,https://images.openfoodfacts.org/images/products/541/998/002/1854/front_fr.11.400.jpg,904.0,,25.0,25.0,2.6,2.6,43.0,43.0,5.8,5.8,7.6,7.6,12.0,12.0,0.000275,0.000275,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5740900404540,Lurpak Lighter Slightly Salted,lurpak,lurpak,dairies,"Produits laitiers,Matières grasses,Produits à tartiner,Matières grasses à tartiner,Matières grasses animales,Produits laitiers à tartiner,Matière grasse laitière,Beurres",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/574/090/040/4540/front_en.28.400.jpg,1760.0,,56.0,56.0,20.0,20.0,0.4,0.4,0.4,0.4,0.0,0.0,0.3,0.3,0.895,0.895,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
5900020006387,Chokella,nestlé,nestle,cereals,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Extruded cereals,Extruded flakes",en:france|en:germany,FRANCE|DACH,https://images.openfoodfacts.org/images/products/590/002/000/6387/front_de.34.400.jpg,2597.6,,3.92,3.92,1.52,1.52,22.24,22.24,11.6,11.6,1.52,1.52,4.96,4.96,0.304,0.304,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
6111214007342,,,unknown,snacks,"Snacks,Chips",en:france,FRANCE,https://images.openfoodfacts.org/images/products/611/121/400/7342/front_fr.18.400.jpg,2000.0,,,,,,74.9,74.9,,,,,4.5,4.5,1.3,1.3,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
6135231001190,Junior fromage fondu,le mont d'or,le mont d'or,dairies,en:cheeses,en:algeria|en:france,FRANCE,https://images.openfoodfacts.org/images/products/613/523/100/1190/front_fr.5.400.jpg,1065.5,,19.3,19.3,19.3,19.3,12.7,12.7,8.4,8.4,,,19.3,19.3,2.8,2.8,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
6194005401901,Chocolat Crispo Nuts,maestro,maestro,snacks,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",en:france|en:morocco|en:tunisia,FRANCE,https://images.openfoodfacts.org/images/products/619/400/540/1901/front_fr.20.400.jpg,1950.0,,32.8,32.8,15.7,15.7,57.2,57.2,22.8,22.8,1.05770263671875,1.05770263671875,7.2,7.2,0.09,0.09,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
6194008554833,Brownie fondant goût chocolat,saïda,saida,snacks,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Chocolate cakes,Brownies",en:france|en:morocco|en:tunisia,FRANCE,https://images.openfoodfacts.org/images/products/619/400/855/4833/front_fr.35.400.jpg,1684.8,,27.64,27.64,,,46.87,46.87,,,0.0,0.0,5.29,5.29,0.279,0.279,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
6416597838409,Porridge Oats,elovena,elovena,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, en:rolled-oats",en:france|en:russia,FRANCE,https://images.openfoodfacts.org/images/products/641/659/783/8409/front_en.20.400.jpg,1233.33333333333,,8.0,8.0,1.6,1.6,55.0,55.0,1.2,1.2,11.0,11.0,14.0,14.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal
