review_rank,review_priority_bucket,review_priority_reason,review_suggestion,reviewer_decision,reviewer_note,barcode,product_name,brand,company,region,category,image_url,nutrition_quality_status,nutrition_quality_reason,energy_kcal_100g,energy_kcal_macro_calculated_100g,energy_kcal_macro_diff_abs,energy_kcal_macro_diff_pct,energy_kcal_macro_diff_pct_abs,protein_g_100g,carbs_g_100g,fat_g_100g,sugars_g_100g,saturated_fat_g_100g,fiber_g_100g,salt_g_100g,protein_g_per_100kcal,carbs_g_per_100kcal,fat_g_per_100kcal,include_in_product_explorer,include_in_market_overview_calculations,include_in_market_overview_charts
5424,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,810003420275,Ultima Replenisher,ultima health products,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/081/000/342/0275/front_en.10.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,28.571428571429,0.0,28.571428571429,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9285714285715,0.0,0.0,0.0,True,False,False
5425,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,7790387010046,Tea Bags,taragui,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/779/038/701/0046/front_en.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,33.333333333333,0.0,33.333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
5426,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,646670317385,Green tea,sprouts,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/064/667/031/7385/front_en.8.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,50.0,0.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
5427,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,78742073910,Pomegranate Lemonade Drink Mix with Caffeine,great value,Walmart / Great Value,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/007/874/207/3910/front_en.5.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,200.0,0.0,200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
5428,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,78742114743,Lemonade Drink Mix,great value,Walmart / Great Value,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/007/874/211/4743/front_en.10.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,250.0,0.0,250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.445,0.0,0.0,0.0,True,False,False
5429,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,78742010359,Grape Drink Mix with Caffeine,great value,Walmart / Great Value,US_CANADA,beverages,,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,312.5,0.0,312.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
5430,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,78742073811,Dragon Fruit Drink Mix with Caffeine,great value,Walmart / Great Value,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/007/874/207/3811/front_en.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,400.0,0.0,400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
5431,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4904500,Diet Coke,coca-cola,Coca-Cola,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/000/000/490/4500/front_en.44.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,465.116279069767,0.0,465.116279069767,1.0,1.0,0.0,0.0,0.0,,,,0.0295872994403774,0.0,0.0,0.0,True,False,False
5432,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,72392333639,Drink Mix,icee,,US_CANADA,beverages,,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,500.0,0.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,True,False,False
5433,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,1816927,Bud Light,bud light,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/000/000/181/6927/front_en.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,660.1,0.0,660.1,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,True,False,False
5434,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,853218000122,Orange,ultima replenisher,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/085/321/800/0122/front_en.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,857.142857142857,0.0,857.142857142857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0441176470587,0.0,0.0,0.0,True,False,False
5435,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,26001142,Jus de citron biologique,simplement bon et bio,,US_CANADA|FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/600/1142/front_fr.39.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,38.0,8.5,29.5,0.7763157894736842,0.7763157894736842,0.5,0.5,0.5,0.5,0.1,,0.01,1.3157894736842104,1.3157894736842104,1.3157894736842104,True,False,False
5436,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3084953,Lemon Juice,sicilia,,US_CANADA|FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/308/4953/front_fr.17.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,40.0,0.0,40.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,False,False
5437,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4002221039711,Camomile Tea,messmer,,US_CANADA|FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/400/222/103/9711/front_en.45.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,5.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,False,False
5438,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3092718623272,Fruit shoot au jus de pomme,teisseire,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/309/271/862/3272/front_fr.26.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,24.0,20.4,3.6000000000000014,0.15,0.15,0.0,5.1,0.0,4.2,0.0,,0.0,0.0,21.25,0.0,True,False,False
5439,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,7613037067361,Cacao,nestle,Nestlé,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/761/303/706/7361/front_fr.20.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,337.0,285.0,52.0,0.1543026706231454,0.1543026706231454,4.5,60.0,3.0,25.0,1.3,26.0,0.39,1.3353115727002969,17.804154302670625,0.8902077151335311,True,False,False
5440,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3560071430436,Amande sans sucres,carrefour,Carrefour,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/356/007/143/0436/front_fr.29.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,12.0,13.9,-1.9000000000000004,-0.1583333333333333,0.1583333333333333,0.5,0.5,1.1,0.5,0.1,0.0,0.13,4.166666666666666,4.166666666666666,9.166666666666668,True,False,False
5441,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,27001073,Boisson au jus pomme cerise,refresco,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/002/700/1073/front_en.97.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,36.0,41.7,-5.700000000000003,-0.1583333333333334,0.1583333333333334,0.5,8.8,0.5,8.6,0.1,0.0,0.01,1.3888888888888888,24.444444444444446,1.3888888888888888,True,False,False
5442,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3503780005137,Granini Tomate,granini,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/350/378/000/5137/front_en.24.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,17.0,19.7,-2.6999999999999997,-0.1588235294117646,0.1588235294117646,0.8,3.0,0.5,3.0,0.1,0.0,0.61,4.705882352941177,17.647058823529413,2.941176470588235,True,False,False
5443,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3168930158240,"Naked Mango Machine Apple, Mango & Orange Smoothie",naked,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/316/893/015/8240/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,47.0,54.5,-7.5,-0.1595744680851064,0.1595744680851064,0.5,12.0,0.5,9.6,0.5,0.5,0.01,1.0638297872340423,25.53191489361702,1.0638297872340423,True,False,False
5444,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410059754604,Poudre de cacao,van houten,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/005/975/4604/front_fr.23.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,358.0,300.7,57.30000000000001,0.1600558659217877,0.1600558659217877,19.8,8.8,20.7,0.5,12.5,29.5,0.08,5.5307262569832405,2.458100558659218,5.782122905027933,True,False,False
5445,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5449000243461,Jus d'orange,minute maid,Coca-Cola,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/544/900/024/3461/front_fr.24.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,42.0,34.8,7.200000000000003,0.1714285714285714,0.1714285714285714,0.0,8.7,0.0,8.7,0.0,0.0,0.0,0.0,20.71428571428571,0.0,True,False,False
5446,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410188033595,Pepsi,pepsi,PepsiCo,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/018/803/3595/front_fr.20.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,43.0,50.5,-7.5,-0.1744186046511628,0.1744186046511628,0.5,11.0,0.5,11.0,0.5,,0.0,1.162790697674419,25.58139534883721,1.162790697674419,True,False,False
5447,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5449000223494,Fines Bulles Spritz,finley,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/544/900/022/3494/front_fr.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,19.0,15.6,3.4000000000000004,0.1789473684210526,0.1789473684210526,0.0,3.9,0.0,3.9,0.0,,0.06,0.0,20.526315789473685,0.0,True,False,False
5448,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5038862437905,"Jus mangue, fruit de la passion, pomme et twist de vanille",innocent,Coca-Cola,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/503/886/243/7905/front_fr.41.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,38.0,44.9,-6.899999999999999,-0.181578947368421,0.181578947368421,0.5,9.6,0.5,8.9,0.1,0.5,0.01,1.3157894736842104,25.26315789473684,1.3157894736842104,True,False,False
5449,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410188028263,Pure Premium Sanguinello,pepsico,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/018/802/8263/front_fr.21.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,52.0,42.4,9.6,0.1846153846153846,0.1846153846153846,0.6,10.0,0.0,10.0,0.0,0.8,0.0,1.1538461538461535,19.230769230769237,0.0,True,False,False
5450,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5407005240014,Kombucha pomme et menthe,unknown,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/540/700/524/0014/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,15.0,17.8,-2.8000000000000007,-0.1866666666666667,0.1866666666666667,0.2,3.8,0.2,3.8,0.1,,0.0,1.3333333333333337,25.33333333333333,1.3333333333333337,True,False,False
5451,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5407005240038,Kombucha Ginger Lemon,yugen kombucha,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/540/700/524/0038/front_fr.32.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,15.0,17.8,-2.8000000000000007,-0.1866666666666667,0.1866666666666667,0.2,3.8,0.2,3.8,0.1,,0.0,1.3333333333333337,25.33333333333333,1.3333333333333337,True,False,False
5452,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8719179061751,Eau de coco,kruidvat,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/917/906/1751/front_fr.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,19.0,22.6,-3.6000000000000014,-0.1894736842105263,0.1894736842105263,0.5,4.7,0.2,2.4,0.0,0.24975,0.01,2.631578947368421,24.73684210526316,1.0526315789473684,True,False,False
5453,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,4006040330073,Poudre de Cacao,rapunzel,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/400/604/033/0073/front_en.11.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,339.0,271.0,68.0,0.2005899705014749,0.2005899705014749,28.0,15.0,11.0,0.1,6.9,35.0,0.05,8.259587020648967,4.424778761061947,3.2448377581120944,True,False,False
5454,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410031000187,Instant Chicorée Soluble,pacha,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/003/100/0187/front_fr.45.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,316.0,252.3,63.69999999999999,0.2015822784810126,0.2015822784810126,3.6,57.0,1.1,26.0,0.5,32.0,0.38,1.139240506329114,18.037974683544306,0.3481012658227848,True,False,False
5455,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,4049205023670,,bionade,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/404/920/502/3670/front_fr.37.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,22.0,26.5,-4.5,-0.2045454545454545,0.2045454545454545,0.5,5.0,0.5,5.0,0.1,0.0,0.01,2.272727272727273,22.727272727272727,2.272727272727273,True,False,False
5456,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5400119513364,"Lemonade framboise, pitahaya, citron, menthe",delhaize,Ahold Delhaize,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/540/011/951/3364/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,26.0,31.7,-5.699999999999999,-0.2192307692307692,0.2192307692307692,0.5,6.3,0.5,6.3,0.1,,0.01,1.9230769230769231,24.23076923076923,1.9230769230769231,True,False,False
5457,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3119783021502,"Desperados Virgin-0,0%",desperados,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/311/978/302/1502/front_fr.51.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,29.0,35.4,-6.399999999999999,-0.2206896551724137,0.2206896551724137,0.5,7.0,0.6,4.8,0.0,0.0,0.01,1.7241379310344829,24.13793103448276,2.0689655172413794,True,False,False
5458,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5055953902968,Thé vert framboise passion 20 sachets pyramide,twinings,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/505/595/390/2968/front_fr.37.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,13.6575,10.642,3.015500000000001,0.2207944352919642,0.2207944352919642,0.21375,1.991125,0.2025,0.92625,0.034875,0.73875,0.010295,1.5650741350906094,14.578985905180303,1.4827018121911038,True,False,False
5459,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8712100878923,Thé Glacé Pétillant Agrumes,lipton,LIPTON Teas and Infusions,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/210/087/8923/front_fr.13.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,24.0,29.3,-5.300000000000001,-0.2208333333333333,0.2208333333333333,0.5,5.7,0.5,5.5,0.1,0.0,0.06,2.083333333333333,23.75,2.083333333333333,True,False,False
5460,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3250390576662,Abc pamplemousse rose brique 1l,intermarche,Intermarché,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/325/039/057/6662/front_fr.64.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,42.0,32.4,9.6,0.2285714285714286,0.2285714285714286,0.5,7.6,0.0,7.6,0.0,0.0,0.0,1.1904761904761905,18.09523809523809,0.0,True,False,False
5461,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3057640422188,Juicy Fruits Exotiques,volvic,Danone,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/305/764/042/2188/front_fr.12.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,26.0,32.1,-6.100000000000001,-0.2346153846153846,0.2346153846153846,0.5,6.4,0.5,6.4,0.0,,0.01,1.9230769230769231,24.615384615384617,1.9230769230769231,True,False,False
5462,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3068320118147,Evian fruits et plantes citron et fleur de sureau,evian,Danone,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/306/832/011/8147/front_fr.12.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,20.0,24.9,-4.899999999999999,-0.2449999999999999,0.2449999999999999,0.5,4.6,0.5,4.6,0.0,,0.0,2.5,23.0,2.5,True,False,False
5463,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8722700485186,Original Sparkling Ice Tea,lipton,LIPTON Teas and Infusions,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/872/270/048/5186/front_fr.5.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,20.0,24.9,-4.899999999999999,-0.2449999999999999,0.2449999999999999,0.5,4.6,0.5,4.5,0.1,,0.11,2.5,23.0,2.5,True,False,False
5464,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8722700622215,Green lemon ici tea,lipton,LIPTON Teas and Infusions,BENELUX|FRANCE,beverages,,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,20.0,24.9,-4.899999999999999,-0.2449999999999999,0.2449999999999999,0.5,4.6,0.5,4.5,0.1,,0.03,2.5,23.0,2.5,True,False,False
5465,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8722700622222,Green mint ice tea,lipton,LIPTON Teas and Infusions,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/872/270/062/2222/front_fr.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,20.0,24.9,-4.899999999999999,-0.2449999999999999,0.2449999999999999,0.5,4.6,0.5,4.5,0.5,,0.03,2.5,23.0,2.5,True,False,False
5466,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,4049205023779,Bionade Gingembre-Orange,bionade,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/404/920/502/3779/front_fr.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,19.0,23.7,-4.699999999999999,-0.2473684210526315,0.2473684210526315,0.5,4.3,0.5,4.3,0.1,,0.01,2.631578947368421,22.631578947368418,2.631578947368421,True,False,False
5467,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3760324842102,Thé Vert Menthe,la fourche,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/032/484/2102/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,28.25613,21.02373,7.232399999999998,0.2559586185369333,0.2559586185369333,1.7248,2.597,0.41517,2.597,0.10882,3.626,0.039331,6.104162176490553,9.19092600437498,1.46930949142717,True,False,False
5468,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8712100680748,Original Ice Tea,lipton,LIPTON Teas and Infusions,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/210/068/0748/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,20.0,25.3,-5.300000000000001,-0.265,0.265,0.5,4.7,0.5,4.5,0.1,0.0,0.11,2.5,23.5,2.5,True,False,False
5469,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8712100720451,Original Ice Tea Pétillant,lipton,LIPTON Teas and Infusions,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/210/072/0451/front_fr.24.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,20.0,25.3,-5.300000000000001,-0.265,0.265,0.5,4.7,0.5,4.5,0.1,0.0,0.1,2.5,23.5,2.5,True,False,False
5470,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8712100721892,Original Ice Tea,lipton,LIPTON Teas and Infusions,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/210/072/1892/front_fr.44.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,20.0,25.3,-5.300000000000001,-0.265,0.265,0.5,4.7,0.5,4.5,0.1,0.0,0.11,2.5,23.5,2.5,True,False,False
5471,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8712566472574,Ice tea Sparkling,lipton,LIPTON Teas and Infusions,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/256/647/2574/front_fr.13.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,20.0,25.3,-5.300000000000001,-0.265,0.265,0.5,4.7,0.5,4.5,0.1,0.0,0.11,2.5,23.5,2.5,True,False,False
5472,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8714100616963,Sparkling Ice Tea Original,lipton,LIPTON Teas and Infusions,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/410/061/6963/front_nl.7.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,20.0,25.3,-5.300000000000001,-0.265,0.265,0.5,4.7,0.5,4.5,0.1,0.0004,0.11,2.5,23.5,2.5,True,False,False
5473,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8714100911624,Green ice tea,lipton,LIPTON Teas and Infusions,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/410/091/1624/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,20.0,25.3,-5.300000000000001,-0.265,0.265,0.5,4.7,0.5,4.5,0.1,,0.03,2.5,23.5,2.5,True,False,False
5474,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3410280058498,Grenadine Top Budget,top budget,,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/341/028/005/8498/front_fr.11.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,25.0,31.7,-6.699999999999999,-0.2679999999999999,0.2679999999999999,0.5,6.3,0.5,6.3,0.5,,0.02,2.0,25.2,2.0,True,False,False
5475,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5400112300060,Thé blanc framboise,delhaize,Ahold Delhaize,BENELUX|FRANCE,beverages,https://images.openfoodfacts.org/images/products/540/011/230/0060/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,26.0,33.3,-7.299999999999997,-0.2807692307692306,0.2807692307692306,0.6,6.6,0.5,6.4,0.1,,0.03,2.3076923076923075,25.384615384615383,1.9230769230769231,True,False,False
