barcode,product_name,brand,company,region,category,image_url,energy_kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,sugars_g_100g,saturated_fat_g_100g,fiber_g_100g,salt_g_100g,energy_kcal_macro_calculated_100g,energy_kcal_macro_diff_abs,energy_kcal_macro_diff_pct,protein_g_per_100kcal,carbs_g_per_100kcal,fat_g_per_100kcal,nutrition_quality_status,nutrition_quality_reason,energy_macro_exception_type,beverage_view_segment,include_in_product_explorer,include_in_market_overview_calculations,include_in_market_overview_charts
11110093318,Oatmilk Non-Dairy Creamer Sweet Creme,simple truth,,US_CANADA,dairies,https://images.openfoodfacts.org/images/products/001/111/009/3318/front_en.29.400.jpg,233.333333333333,0.0,2.11643944337643,0.352739907229404,1.41095962891762,0.0,0.0,0.0088184976807351,11.640416938570356,221.69291639476265,0.9501124988346984,0.0,0.907045475732757,0.15117424595545909,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,,not_beverage,True,False,False
11110099693,Raisin Bran,kroger,Kroger,US_CANADA,cereals,https://images.openfoodfacts.org/images/products/001/111/009/9693/front_en.3.400.jpg,311.475409836066,8.19672131147541,78.6885245901639,1.63934426229508,32.7868852459016,0.322647058823529,14.7540983606557,0.6,362.2950819672129,-50.819672131146945,-0.16315789473683998,2.6315789473684172,25.2631578947368,0.5263157894736828,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,,not_beverage,True,False,False
11110141149,Oats And Honey Granola,simple truth,,US_CANADA,cereals,https://images.openfoodfacts.org/images/products/001/111/014/1149/front_en.30.400.jpg,577.777777777778,8.33333333333333,71.6666666666667,11.6666666666667,25.0,1.66666666666667,6.66666666666667,0.4375,425.00000000000045,152.7777777777776,0.2644230769230765,1.4423076923076912,12.403846153846153,2.019230769230774,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,,not_beverage,True,False,False
11110148001,Bran Flakes,kroger,Kroger,US_CANADA,cereals,https://images.openfoodfacts.org/images/products/001/111/014/8001/front_en.18.400.jpg,315.789473684211,10.5263157894737,78.9473684210526,2.63157894736842,15.7894736842105,0.0,18.4210526315789,1.18421052631579,381.578947368421,-65.78947368421001,-0.2083333333333314,3.3333333333333335,24.999999999999957,0.8333333333333317,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,,not_beverage,True,False,False
11110153616,protein greek yogurt coating granola bars strawberry,simple truth,,US_CANADA,snacks,https://images.openfoodfacts.org/images/products/001/111/015/3616/front_en.17.400.jpg,378.378378378378,10.0,19.0,4.0,7.0,1.5,7.0,0.3125,152.0,226.378378378378,0.5982857142857139,2.642857142857146,5.021428571428577,1.0571428571428583,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,,not_beverage,True,False,False
11110157157,protein CRISP CRACKERS Loaded Taco,simple truth,,US_CANADA,snacks,https://images.openfoodfacts.org/images/products/001/111/015/7157/front_en.15.400.jpg,400.0,10.0,10.0,6.0,1.0,0.5,6.0,1.025,134.0,266.0,0.665,2.5,2.5,1.5,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,,not_beverage,True,False,False
11110636751,Shredded Parmesan Cheese,private selection,,US_CANADA,dairies,https://images.openfoodfacts.org/images/products/001/111/063/6751/front_en.92.400.jpg,400.0,40.0,0.0,20.0,0.0,10.0,0.0,3.0,340.0,60.0,0.15,10.0,0.0,5.0,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,,not_beverage,True,False,False
11110862402,Original Cream Cheese Spread,kroger,Kroger,US_CANADA,dairies,https://images.openfoodfacts.org/images/products/001/111/086/2402/front_en.4.400.jpg,225.806451612903,6.67,6.67,23.33,6.67,15.0,0.0,0.9313,263.33,-37.52354838709698,-0.16617571428571537,2.9538571428571454,2.9538571428571454,10.331857142857153,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,,not_beverage,True,False,False
11210002173,Tabasco Brand Pepper Sauce,mcilhenny,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/001/121/000/2173/front_de.86.400.jpg,45.0,1.0,1.6,0.7,0.0,0.2,,1.7,16.700000000000003,28.299999999999997,0.6288888888888888,2.2222222222222223,3.5555555555555554,1.5555555555555556,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,,unknown_beverage_segment,True,False,False
11384232215,Greek Yogurt Honey Vanilla,zoi,,US_CANADA,dairies,https://images.openfoodfacts.org/images/products/001/138/423/2215/front_en.3.400.jpg,129.411764705882,2.42211764705882,7.95847058823529,4.15223529411765,7.6124705882353,2.76817647058824,0.0,0.0605536764705882,78.8924705882353,50.51929411764671,0.39037636363636197,1.871636363636366,6.149727272727286,3.208545454545466,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,,not_beverage,True,False,False
