region,category,nutrition_quality_status,nutrition_quality_reason,records,total_records,excluded_from_product_explorer_n,excluded_from_market_overview_calculations_n,excluded_from_market_overview_charts_n,records_pct_of_region_category,excluded_from_product_explorer_pct,excluded_from_market_overview_calculations_pct,excluded_from_market_overview_charts_pct
UK_IE,snacks,data_quality_error,macro_mass_balance_exceeds_100g,32,10781,250,436,436,0.3,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,sugars_greater_than_carbs,8,10781,250,436,436,0.07,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g;nutrient_density_exceeds_energy_limit,6,10781,250,436,436,0.06,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,saturated_fat_greater_than_fat,5,10781,250,436,436,0.05,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,energy_above_900_kcal;nutrient_value_above_100g;macro_mass_balance_exceeds_100g,3,10781,250,436,436,0.03,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,macro_mass_balance_exceeds_100g;nutrient_density_exceeds_energy_limit,2,10781,250,436,436,0.02,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,nutrient_value_above_100g,2,10781,250,436,436,0.02,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,sugars_greater_than_carbs;nutrient_density_exceeds_energy_limit,2,10781,250,436,436,0.02,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,sugars_greater_than_carbs;saturated_fat_greater_than_fat,2,10781,250,436,436,0.02,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,energy_above_900_kcal;macro_mass_balance_exceeds_100g,1,10781,250,436,436,0.01,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g,1,10781,250,436,436,0.01,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g;saturated_fat_greater_than_fat;nutrient_density_exceeds_energy_limit,1,10781,250,436,436,0.01,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g;sugars_greater_than_carbs,1,10781,250,436,436,0.01,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g;sugars_greater_than_carbs;nutrient_density_exceeds_energy_limit,1,10781,250,436,436,0.01,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,nutrient_value_above_100g;saturated_fat_greater_than_fat,1,10781,250,436,436,0.01,2.32,4.04,4.04
UK_IE,snacks,data_quality_error,nutrient_value_above_100g;sugars_greater_than_carbs,1,10781,250,436,436,0.01,2.32,4.04,4.04
UK_IE,snacks,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,186,10781,250,436,436,1.73,2.32,4.04,4.04
UK_IE,snacks,valid,none,10337,10781,250,436,436,95.88,2.32,4.04,4.04
UK_IE,snacks,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,8,10781,250,436,436,0.07,2.32,4.04,4.04
US_CANADA,beverages,data_quality_error,nutrient_density_exceeds_energy_limit,303,49352,410,540,540,0.61,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,saturated_fat_greater_than_fat,48,49352,410,540,540,0.1,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,sugars_greater_than_carbs,18,49352,410,540,540,0.04,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,energy_above_900_kcal,11,49352,410,540,540,0.02,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,nutrient_value_above_100g,6,49352,410,540,540,0.01,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,sugars_greater_than_carbs;saturated_fat_greater_than_fat,6,49352,410,540,540,0.01,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,saturated_fat_greater_than_fat;nutrient_density_exceeds_energy_limit,5,49352,410,540,540,0.01,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,energy_above_900_kcal;nutrient_value_above_100g;macro_mass_balance_exceeds_100g,3,49352,410,540,540,0.01,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,macro_mass_balance_exceeds_100g,3,49352,410,540,540,0.01,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,energy_above_900_kcal;saturated_fat_greater_than_fat,2,49352,410,540,540,0.0,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,sugars_greater_than_carbs;nutrient_density_exceeds_energy_limit,2,49352,410,540,540,0.0,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,energy_above_900_kcal;nutrient_value_above_100g,1,49352,410,540,540,0.0,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g;nutrient_density_exceeds_energy_limit,1,49352,410,540,540,0.0,0.83,1.09,1.09
US_CANADA,beverages,data_quality_error,sugars_greater_than_carbs;saturated_fat_greater_than_fat;nutrient_density_exceeds_energy_limit,1,49352,410,540,540,0.0,0.83,1.09,1.09
US_CANADA,beverages,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,123,49352,410,540,540,0.25,0.83,1.09,1.09
US_CANADA,beverages,energy_macro_inconsistency,energy_macro_difference_15pct_or_more;high_energy_beverage_formula_exception_review,7,49352,410,540,540,0.01,0.83,1.09,1.09
US_CANADA,beverages,valid,none,48521,49352,410,540,540,98.32,0.83,1.09,1.09
US_CANADA,beverages,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,268,49352,410,540,540,0.54,0.83,1.09,1.09
US_CANADA,beverages,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,11,49352,410,540,540,0.02,0.83,1.09,1.09
US_CANADA,beverages,valid,energy_macro_difference_15pct_or_more;alcohol_formula_exception_accepted,7,49352,410,540,540,0.01,0.83,1.09,1.09
US_CANADA,beverages,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted;alcohol_formula_exception_accepted,5,49352,410,540,540,0.01,0.83,1.09,1.09
US_CANADA,cereals,data_quality_error,nutrient_density_exceeds_energy_limit,57,8226,117,359,359,0.69,1.42,4.36,4.36
US_CANADA,cereals,data_quality_error,macro_mass_balance_exceeds_100g,20,8226,117,359,359,0.24,1.42,4.36,4.36
US_CANADA,cereals,data_quality_error,energy_above_900_kcal,9,8226,117,359,359,0.11,1.42,4.36,4.36
US_CANADA,cereals,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g,9,8226,117,359,359,0.11,1.42,4.36,4.36
US_CANADA,cereals,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g;nutrient_density_exceeds_energy_limit,8,8226,117,359,359,0.1,1.42,4.36,4.36
US_CANADA,cereals,data_quality_error,nutrient_value_above_100g,6,8226,117,359,359,0.07,1.42,4.36,4.36
US_CANADA,cereals,data_quality_error,energy_above_900_kcal;nutrient_value_above_100g;macro_mass_balance_exceeds_100g,4,8226,117,359,359,0.05,1.42,4.36,4.36
US_CANADA,cereals,data_quality_error,saturated_fat_greater_than_fat,2,8226,117,359,359,0.02,1.42,4.36,4.36
US_CANADA,cereals,data_quality_error,energy_above_900_kcal;nutrient_value_above_100g;macro_mass_balance_exceeds_100g;nutrient_density_exceeds_energy_limit,1,8226,117,359,359,0.01,1.42,4.36,4.36
US_CANADA,cereals,data_quality_error,macro_mass_balance_exceeds_100g;nutrient_density_exceeds_energy_limit,1,8226,117,359,359,0.01,1.42,4.36,4.36
US_CANADA,cereals,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,242,8226,117,359,359,2.94,1.42,4.36,4.36
US_CANADA,cereals,valid,none,7864,8226,117,359,359,95.6,1.42,4.36,4.36
US_CANADA,cereals,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,3,8226,117,359,359,0.04,1.42,4.36,4.36
US_CANADA,dairies,data_quality_error,sugars_greater_than_carbs,49,26127,151,373,373,0.19,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,nutrient_density_exceeds_energy_limit,43,26127,151,373,373,0.16,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,saturated_fat_greater_than_fat,20,26127,151,373,373,0.08,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,nutrient_value_above_100g,7,26127,151,373,373,0.03,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g;nutrient_density_exceeds_energy_limit,7,26127,151,373,373,0.03,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,energy_above_900_kcal,5,26127,151,373,373,0.02,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,macro_mass_balance_exceeds_100g,5,26127,151,373,373,0.02,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,sugars_greater_than_carbs;saturated_fat_greater_than_fat,4,26127,151,373,373,0.02,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,nutrient_value_above_100g;sugars_greater_than_carbs,3,26127,151,373,373,0.01,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,energy_above_900_kcal;nutrient_value_above_100g;macro_mass_balance_exceeds_100g,2,26127,151,373,373,0.01,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,macro_mass_balance_exceeds_100g;nutrient_density_exceeds_energy_limit,2,26127,151,373,373,0.01,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,energy_above_900_kcal;macro_mass_balance_exceeds_100g,1,26127,151,373,373,0.0,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,energy_above_900_kcal;nutrient_value_above_100g;macro_mass_balance_exceeds_100g;nutrient_density_exceeds_energy_limit,1,26127,151,373,373,0.0,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g;sugars_greater_than_carbs;nutrient_density_exceeds_energy_limit,1,26127,151,373,373,0.0,0.58,1.43,1.43
US_CANADA,dairies,data_quality_error,nutrient_value_above_100g;saturated_fat_greater_than_fat,1,26127,151,373,373,0.0,0.58,1.43,1.43
US_CANADA,dairies,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,222,26127,151,373,373,0.85,0.58,1.43,1.43
US_CANADA,dairies,valid,none,25637,26127,151,373,373,98.12,0.58,1.43,1.43
US_CANADA,dairies,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,117,26127,151,373,373,0.45,0.58,1.43,1.43
US_CANADA,snacks,data_quality_error,macro_mass_balance_exceeds_100g,124,66041,359,913,913,0.19,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,nutrient_density_exceeds_energy_limit,99,66041,359,913,913,0.15,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,energy_above_900_kcal,40,66041,359,913,913,0.06,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g;nutrient_density_exceeds_energy_limit,27,66041,359,913,913,0.04,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,sugars_greater_than_carbs,19,66041,359,913,913,0.03,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,saturated_fat_greater_than_fat,16,66041,359,913,913,0.02,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,nutrient_value_above_100g,14,66041,359,913,913,0.02,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,energy_above_900_kcal;nutrient_value_above_100g;macro_mass_balance_exceeds_100g,8,66041,359,913,913,0.01,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,sugars_greater_than_carbs;nutrient_density_exceeds_energy_limit,3,66041,359,913,913,0.0,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,macro_mass_balance_exceeds_100g;nutrient_density_exceeds_energy_limit,2,66041,359,913,913,0.0,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g,2,66041,359,913,913,0.0,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,saturated_fat_greater_than_fat;nutrient_density_exceeds_energy_limit,2,66041,359,913,913,0.0,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,energy_above_900_kcal;macro_mass_balance_exceeds_100g,1,66041,359,913,913,0.0,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,nutrient_value_above_100g;macro_mass_balance_exceeds_100g;sugars_greater_than_carbs;nutrient_density_exceeds_energy_limit,1,66041,359,913,913,0.0,0.54,1.38,1.38
US_CANADA,snacks,data_quality_error,nutrient_value_above_100g;nutrient_density_exceeds_energy_limit,1,66041,359,913,913,0.0,0.54,1.38,1.38
US_CANADA,snacks,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,554,66041,359,913,913,0.84,0.54,1.38,1.38
US_CANADA,snacks,valid,none,65120,66041,359,913,913,98.61,0.54,1.38,1.38
US_CANADA,snacks,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,8,66041,359,913,913,0.01,0.54,1.38,1.38
