barcode,product_name,brand,company,region,category,image_url,energy_kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,sugars_g_100g,saturated_fat_g_100g,fiber_g_100g,salt_g_100g,energy_kcal_macro_calculated_100g,energy_kcal_macro_diff_abs,energy_kcal_macro_diff_pct,protein_g_per_100kcal,carbs_g_per_100kcal,fat_g_per_100kcal,nutrition_quality_status,nutrition_quality_reason,energy_macro_exception_type,beverage_view_segment,include_in_product_explorer,include_in_market_overview_calculations,include_in_market_overview_charts
4698,Rooibos de Noel,aroma zone,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/000/4698/front_fr.9.400.jpg,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,10.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
641753744,The noir parfumé,fauchon,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/064/175/3744/front_fr.3.400.jpg,1.0,0.1,0.2,0.0,0.0,0.0,,0.0,1.2000000000000002,-0.20000000000000018,-0.20000000000000018,10.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
1000731686,Infusion fruits rouges 200g,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/100/073/1686/front_fr.3.400.jpg,2.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
1002035042,Boisson chocolatée végétale à l'avoine,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/100/203/5042/front_fr.3.400.jpg,96.0,2.3,12.0,2.5,9.0,0.4,1.6,0.16,79.7,16.299999999999997,0.16979166666666665,2.395833333333333,12.5,2.604166666666667,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,small_absolute_kcal_gap_le20,ready_to_drink_beverages,True,True,True
1002104096,Kombucha,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/100/210/4096/front_fr.3.400.jpg,2.0,0.0,0.2,0.0,0.0,0.0,,0.001,0.8,1.2,0.6,0.0,10.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
1002873256,Infusion,lipton,LIPTON Teas and Infusions,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/100/287/3256/front_fr.3.400.jpg,4.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,6.5,-2.5,-0.625,0.0,12.5,12.5,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
11707,Unsweet Tea,allsup's,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/000/000/001/1707/front_en.3.400.jpg,0.20833333333333,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.20833333333333,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
1300650014,Exotic island infusion,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/130/065/0014/front_fr.3.400.jpg,10.0,0.1,0.9,0.5,0.6,0.5,0.0,,8.5,1.5,0.15,1.0,9.0,5.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
30083,Lemonade,sainsbury's,Sainsbury's,UK_IE,beverages,https://images.openfoodfacts.org/images/products/000/000/003/0083/front_en.3.400.jpg,15.0,0.5,3.5,0.5,3.5,0.1,,0.03,20.5,-5.5,-0.36666666666666664,3.3333333333333335,23.333333333333332,3.3333333333333335,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
32313,Infusion à froid cerise et cassis,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/003/2313/front_fr.3.400.jpg,4.0,0.5,0.9,0.5,0.9,0.1,,,10.1,-6.1,-1.525,12.5,22.5,12.5,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
33034,Thé Rouge Lady,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/003/3034/front_fr.3.400.jpg,1.0,0.1,0.2,0.0,0.0,0.0,,0.0,1.2000000000000002,-0.20000000000000018,-0.20000000000000018,10.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
33036,Mon thé super fruit,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/003/3036/front_fr.3.400.jpg,1.0,0.1,0.2,0.0,0.0,0.0,,0.0,1.2000000000000002,-0.20000000000000018,-0.20000000000000018,10.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
33041,Thé vert les 8 trésors de chine,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/003/3041/front_fr.3.400.jpg,1.0,0.1,0.2,0.0,0.0,0.0,,0.0,1.2000000000000002,-0.20000000000000018,-0.20000000000000018,10.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
33101,The vert parfumé,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/003/3101/front_fr.3.400.jpg,1.0,0.1,0.2,0.0,0.0,0.0,,0.0,1.2000000000000002,-0.20000000000000018,-0.20000000000000018,10.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
47381,Thé louis xiv,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/004/7381/front_fr.7.400.jpg,1.0,0.1,0.2,0.0,0.0,0.0,,0.0,1.2000000000000002,-0.20000000000000018,-0.20000000000000018,10.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
50678,Diet sparkling fiery ginger beer,m&s,Marks & Spencer,FRANCE|UK_IE,beverages,https://images.openfoodfacts.org/images/products/000/000/005/0678/front_en.6.400.jpg,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.02,1.7000000000000002,-0.7000000000000002,-0.7000000000000002,10.0,10.0,10.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted;alcohol_formula_exception_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10;alcohol_formula_exception_energy_le100,beverage_preparations_and_alcohol,True,True,True
75190,Sparkling Raspberry & Lemon,m&s,Marks & Spencer,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/007/5190/front_en.6.400.jpg,4.0,0.1,1.0,0.1,1.0,0.1,0.1,0.1,5.3,-1.2999999999999998,-0.32499999999999996,2.5,25.0,2.5,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
83324,Ceylon fine tea,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/008/3324/front_fr.3.400.jpg,1.0,0.1,0.2,0.0,0.0,0.0,,0.0,1.2000000000000002,-0.20000000000000018,-0.20000000000000018,10.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
87223,Sicilian Lemon Juice,marks & spencer,Marks & Spencer,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/008/7223/front_fr.4.400.jpg,27.0,0.4,2.0,0.01,2.0,0.01,,0.01,9.69,17.310000000000002,0.6411111111111112,1.4814814814814816,7.4074074074074066,0.037037037037037035,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,small_absolute_kcal_gap_le20,ready_to_drink_beverages,True,True,True
90104,,b'life,,FRANCE,snacks,https://images.openfoodfacts.org/images/products/000/000/009/0104/front_en.17.400.jpg,22.6,0.04,0.62,0.1,0.04,0.0,0.0,0.033,3.54,19.060000000000002,0.8433628318584071,0.17699115044247787,2.743362831858407,0.4424778761061947,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,small_absolute_kcal_gap_le20,not_beverage,True,True,True
10450064428,The vert du Fujian au jasmin,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/001/045/006/4428/front_fr.3.400.jpg,1.0,0.1,0.2,0.0,0.0,0.0,,0.0,1.2000000000000002,-0.20000000000000018,-0.20000000000000018,10.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
11110038173,Organic blueberry strawberry lowfat yogurt tubes,simple truth organic,,US_CANADA,dairies,https://images.openfoodfacts.org/images/products/001/111/003/8173/front_en.7.400.jpg,35.294117647059,1.1764705882353,4.7058823529412,0.58823529411765,4.1176470588235,0.29411764705882,0.0,0.051470588235295,28.82352941176485,6.470588235294148,0.1833333333333333,3.3333333333333335,13.333333333333334,1.6666666666666667,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,small_absolute_kcal_gap_le20,not_beverage,True,True,True
11110504517,Greek blended nonfat yogurt,unknown,,US_CANADA,dairies,,67.0,10.0,9.33,0.0,4.0,0.0,4.0,0.1425,77.32,-10.319999999999993,-0.15402985074626854,14.925373134328357,13.925373134328359,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,small_absolute_kcal_gap_le20,not_beverage,True,True,True
11150502771,Organic 2% milk fat cream top blended yogurt,unknown,,US_CANADA,dairies,,71.0,3.53,5.88,2.06,3.53,0.88,0.0,0.1175,56.17999999999999,14.820000000000007,0.20873239436619728,4.971830985915493,8.28169014084507,2.9014084507042255,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,small_absolute_kcal_gap_le20,not_beverage,True,True,True
11156000325,Green Tea,tetley,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/115/600/0325/front_en.12.400.jpg,5.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0375,2.0,3.0999999999999996,0.6078431372549019,0.0,9.803921568627452,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
114936,Indian Tonic Water,sainsbury's,Sainsbury's,FRANCE|UK_IE,beverages,https://images.openfoodfacts.org/images/products/000/000/011/4936/front_fr.4.400.jpg,20.0,0.5,4.8,0.5,4.8,0.1,,0.01,25.7,-5.699999999999999,-0.285,2.5,24.0,2.5,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
12000213359,Zero Sugar Green Tea Pineapple Mango,lipton,LIPTON Teas and Infusions,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/200/021/3359/front_en.19.400.jpg,29.5857988165681,0.0,5.9171597633136,0.0,0.0,0.0,,2.5147928994083,23.6686390532544,5.917159763313702,0.20000000000000276,0.0,19.999999999999932,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
12000250552,Pepsi Prebiotic Cola,pepsi,PepsiCo,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/200/025/0552/front_en.27.400.jpg,8.4535141258221,0.0,1.69070282516442,0.0,1.40891902097035,0.0,0.84535141258221,0.0246560828669811,6.76281130065768,1.6907028251644194,0.19999999999999993,0.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
133661,Ginger beer,marks & spencer,Marks & Spencer,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/013/3661/front_fr.4.400.jpg,1.0,0.1,0.1,0.1,0.1,0.1,,0.1,1.7000000000000002,-0.7000000000000002,-0.7000000000000002,10.0,10.0,10.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted;alcohol_formula_exception_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10;alcohol_formula_exception_energy_le100,beverage_preparations_and_alcohol,True,True,True
133678,Sparkling raspberry & elderflower pink lemonade,marks & spencer,Marks & Spencer,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/013/3678/front_fr.4.400.jpg,7.0,0.0,1.1,0.0,1.0,0.0,,0.2,4.4,2.5999999999999996,0.3714285714285714,0.0,15.714285714285717,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
148214,Almond milk,m&s,Marks & Spencer,FRANCE|UK_IE,beverages,https://images.openfoodfacts.org/images/products/000/000/014/8214/front_en.25.400.jpg,11.0,0.5,0.8,0.9,0.2,0.1,0.5,0.1,13.3,-2.3000000000000007,-0.20909090909090916,4.545454545454546,7.272727272727273,8.181818181818182,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
148849,Sparkling rhubarb ginger beer,marks & spencer,Marks & Spencer,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/000/014/8849/front_fr.4.400.jpg,1.0,0.1,0.1,0.1,0.1,0.1,,0.1,1.7000000000000002,-0.7000000000000002,-0.7000000000000002,10.0,10.0,10.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted;alcohol_formula_exception_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10;alcohol_formula_exception_energy_le100,beverage_preparations_and_alcohol,True,True,True
154635,Bitter lemon,sainsbury's,Sainsbury's,UK_IE,beverages,https://images.openfoodfacts.org/images/products/000/000/015/4635/front_en.24.400.jpg,12.0,0.5,0.5,0.5,0.5,0.1,0.5,0.16,8.5,3.5,0.2916666666666667,4.166666666666666,4.166666666666666,4.166666666666666,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
16229919238,Soursop Nectar,foco,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/622/991/9238/front_en.14.400.jpg,50.0,0.42,12.08,1.0,11.67,1.0,0.0,0.0212,59.0,-9.0,-0.18,0.84,24.16,2.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
16571910310,Orange Mango Flavored Sparkling Water,sparkling ice,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/657/191/0310/front_en.24.400.jpg,0.994431185361973,0.0,0.0,0.0,,,,0.0,0.0,0.994431185361973,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
16571911256,Lemon Lime Flavored Sparkling Water,sparkling ice,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/657/191/1256/front_en.9.400.jpg,2.08333333333333,0.0,0.0,0.0,,,,,0.0,2.08333333333333,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
16571940331,SPARKLING ICE Coconut Pineapple,sparkling ice,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/657/194/0331/front_en.11.400.jpg,0.994431185361973,0.0,0.0,0.0,,,,,0.0,0.994431185361973,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
16571940348,Peach Nectarine Naturally Flavored Sparkling Mountain Spring Water,talkingrain beverage company,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/657/194/0348/front_en.19.400.jpg,0.994431185361973,0.0,0.0,0.0,,,,,0.0,0.994431185361973,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
16571956943,Sparkling Ice +Caffeine Citrus Twist,sparkling ice,,UK_IE,beverages,https://images.openfoodfacts.org/images/products/001/657/195/6943/front_en.3.400.jpg,1.05708245243129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05708245243129,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
16571957803,Raspberry Lemonade,sparkling ice,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/657/195/7803/front_en.5.400.jpg,0.99453107362613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99453107362613,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
16571959265,Sparkling Ice Starburst Cherry,sparkling ice,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/657/195/9265/front_en.12.400.jpg,0.994431185361973,0.0,0.0,0.0,,,,0.0,0.0,0.994431185361973,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
16571959999,Sparkling Ice Starburst Strawberry,sparkling ice,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/657/195/9999/front_en.9.400.jpg,1.05668926572776,0.0,0.0,0.0,,,,0.0,0.0,1.05668926572776,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
16571960698,Life drink,ice drink,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/657/196/0698/front_en.3.400.jpg,1.98807157057654,0.0,0.0,0.0,0.0,0.0,0.0,0.0049701789264413,0.0,1.98807157057654,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
16571962388,Caffeine,sparkling ice,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/657/196/2388/front_en.3.400.jpg,1.10231221009189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10231221009189,1.0,0.0,0.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
17077205160,Premium cultured soft cheese,lifeway,,FRANCE|NORDICS|US_CANADA,dairies,https://images.openfoodfacts.org/images/products/001/707/720/5160/front_fr.10.400.jpg,83.0,10.0,6.67,3.33,3.33,1.67,0.0,0.0825,96.65,-13.650000000000006,-0.16445783132530128,12.048192771084338,8.036144578313253,4.0120481927710845,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,small_absolute_kcal_gap_le20,not_beverage,True,True,True
173278,Lime cordial,sainsbury's,Sainsbury's,UK_IE,beverages,https://images.openfoodfacts.org/images/products/000/000/017/3278/front_en.3.400.jpg,5.0,0.5,0.80000001192093,0.5,0.5,0.10000000149012,,,9.70000004768372,-4.700000047683719,-0.9400000095367439,10.0,16.0000002384186,10.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
173445,APPLE & MANGO HIGH JUICE SQUASH,sainsbury's,Sainsbury's,UK_IE,beverages,https://images.openfoodfacts.org/images/products/000/000/017/3445/front_en.18.400.jpg,29.0,0.5,7.1,0.5,0.5,0.1,,,34.9,-5.899999999999999,-0.20344827586206893,1.7241379310344827,24.482758620689655,1.7241379310344827,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
173476,Pink Grapefruit High Juice Squash,sainsbury's,Sainsbury's,UK_IE,beverages,https://images.openfoodfacts.org/images/products/000/000/017/3476/front_en.3.400.jpg,7.0,0.5,1.4,0.1,0.8,0.1,,0.01,8.5,-1.5,-0.21428571428571427,7.142857142857142,20.0,1.4285714285714286,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
18200003325,Superior Light Beer,michelob ultra,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/820/000/3325/front_en.7.400.jpg,25.3605423774663,0.28178380419407,0.84535141258221,0.0,,,,,4.50854086710512,20.852001510361177,0.8222222222222222,1.1111111111111112,3.3333333333333335,0.0,valid,energy_macro_difference_15pct_or_more;alcohol_formula_exception_accepted,alcohol_formula_exception_energy_le100,beverage_preparations_and_alcohol,True,True,True
19962660832,Cold Pressed Coconut Water Juice,unknown,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/996/266/0832/front_en.11.400.jpg,42.283298097252,1.2684989429175,8.4566596194503,1.9027484143763,4.8625792811839,0.21141649048626,2.7484143763214,0.095137420718815,56.025369978857896,-13.742071881605895,-0.32499999999997625,2.999999999999858,19.999999999999762,4.499999999999906,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted,small_absolute_kcal_gap_le20,ready_to_drink_beverages,True,True,True
20735093207,Diet Green Tea,turkey hill,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/002/073/509/3207/front_en.30.400.jpg,1.38888888888889,0.0,0.277777777777778,0.0,0.0,,,0.0138888888888889,1.111111111111112,0.2777777777777779,0.19999999999999993,0.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,beverage_preparations_and_alcohol,True,True,True
21136181371,Lime with Mint Extract Flavored Sparkling Water,topo chico sabores,,US_CANADA,beverages,,1.40891902097035,0.0,0.28178380419407,0.0,0.0,,,0.028178380419407,1.12713521677628,0.2817838041940699,0.19999999999999993,0.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
21136181388,Tangerine flavored soda,topo sabores,,US_CANADA,beverages,https://images.openfoodfacts.org/images/products/002/113/618/1388/front_en.12.400.jpg,4.22535211267606,0.0,0.28169014084507,0.0,0.0,0.0,,0.001056338028169,1.12676056338028,3.0985915492957794,0.733333333333334,0.0,6.666666666666651,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
21136181678,Raspberry with Lemon Flavored Sparkling Water,topo chico sabores,,US_CANADA,beverages,,1.40891902097035,0.0,0.28178380419407,0.0,0.28178380419407,,,0.028178380419407,1.12713521677628,0.2817838041940699,0.19999999999999993,0.0,20.0,0.0,valid,energy_macro_difference_15pct_or_more;energy_macro_small_absolute_gap_accepted;low_energy_beverage_macro_gap_accepted,small_absolute_kcal_gap_le20;beverage_energy_le60_abs_gap_le10,ready_to_drink_beverages,True,True,True
